,opp_ast,opp_blk,opp_drb,opp_fg,opp_fg2,opp_fg2_pct,opp_fg2a,opp_fg3,opp_fg3_pct,opp_fg3a,opp_fg_pct,opp_fga,opp_ft,opp_ft_pct,opp_fta,opp_orb,opp_pf,opp_pts,opp_pts_per_g,opp_stl,opp_tov,opp_trb,team_name,type
21,329th,185th,224th,26th,5th,53rd,17th,311th,93rd,336th,21st,130th,240th,274th,223rd,336th,102nd,92nd,43rd,277th,29th,313th,syracuse,team_stats
22,234th,94th,225th,285th,168th,11th,315th,336th,216th,335th,24th,342nd,294th,8th,322nd,344th,23rd,328th,131st,293rd,80th,322nd,tennessee,team_stats
23,29th,47th,109th,9th,73rd,9th,251st,3rd,2nd,22nd,6th,102nd,240th,86th,262nd,306th,77th,7th,10th,220th,24th,216th,virginia-commonwealth,team_stats
24,167th,185th,37th,46th,9th,147th,9th,328th,80th,344th,33rd,127th,24th,272nd,15th,132nd,197th,48th,11th,48th,52nd,58th,virginia-tech,team_stats
25,19th,326th,287th,62nd,118th,10th,289th,50th,40th,96th,15th,235th,14th,23rd,27th,196th,169th,15th,9th,48th,270th,261st,wisconsin,team_stats
26,291st,57th,186th,142nd,184th,29th,288th,91st,125th,105th,58th,240th,261st,213th,260th,342nd,51st,160th,30th,241st,8th,304th,washington,team_stats
27,8th,152nd,140th,58th,58th,23rd,155th,153rd,4th,311th,5th,262nd,20th,20th,38th,184th,165th,30th,1st,106th,233rd,146th,virginia,team_stats
28,56th,81st,27th,71st,115th,72nd,191st,72nd,28th,148th,47th,167th,141st,296th,101st,69th,312th,65th,233rd,207th,336th,30th,yale,team_stats
29,93rd,53rd,49th,152nd,143rd,168th,164th,167th,64th,230th,101st,199th,114th,163rd,118th,33rd,275th,130th,39th,117th,65th,30th,wofford,team_stats
30,309th,31st,243rd,268th,237th,177th,242nd,250th,187th,269th,169th,274th,87th,136th,85th,224th,54th,242nd,63rd,98th,209th,237th,villanova,team_stats
31,22nd,88th,140th,55th,63rd,38th,150th,128th,205th,110th,69th,111th,43rd,296th,27th,8th,51st,34th,17th,93rd,150th,46th,vermont,team_stats
32,44th,88th,291st,37th,34th,3rd,240th,142nd,12th,286th,2nd,281st,313th,106th,321st,305th,19th,103rd,3rd,313th,9th,315th,texas-tech,team_stats
33,253rd,27th,344th,221st,143rd,208th,137th,286th,181st,297th,163rd,245th,334th,214th,336th,267th,190th,308th,263rd,48th,27th,338th,st-johns-ny,team_stats
34,219th,342nd,249th,209th,162nd,123rd,201st,238th,167th,265th,120th,252nd,272nd,338th,241st,264th,109th,253rd,189th,141st,71st,268th,seton-hall,team_stats
35,16th,239th,23rd,120th,266th,154th,278th,7th,63rd,11th,179th,111th,76th,323rd,49th,16th,286th,57th,26th,20th,312th,6th,saint-marys-ca,team_stats
36,191st,327th,297th,112th,139th,49th,248th,85th,35th,169th,38th,233rd,260th,275th,248th,124th,39th,132nd,22nd,237th,92nd,240th,saint-louis,team_stats
37,210th,321st,178th,184th,75th,64th,142nd,312th,183rd,321st,60th,264th,248th,304th,217th,213th,120th,240th,61st,59th,127th,185th,purdue,team_stats
38,83rd,43rd,304th,18th,23rd,7th,122nd,167th,74th,217th,9th,161st,109th,21st,168th,124th,201st,25th,6th,21st,190th,255th,old-dominion,team_stats
39,210th,152nd,285th,128th,86th,138th,101st,235th,5th,339th,18th,281st,280th,152nd,287th,300th,94th,188th,12th,157th,32nd,310th,oregon,team_stats
40,210th,344th,324th,236th,316th,322nd,233rd,50th,46th,92nd,289th,161st,351st,98th,352nd,327th,5th,311th,214th,35th,4th,336th,prairie-view,team_stats
41,167th,316th,178th,190th,206th,133rd,236th,148th,34th,239th,78th,257th,299th,263rd,291st,160th,91st,229th,106th,197th,92nd,162nd,northern-kentucky,team_stats
42,154th,298th,296th,216th,128th,24th,262nd,296th,117th,322nd,26th,320th,9th,28th,12th,292nd,179th,152nd,84th,277th,228th,313th,oklahoma,team_stats
43,115th,185th,255th,142nd,173rd,85th,231st,110th,80th,155th,87th,206th,229th,332nd,172nd,135th,59th,152nd,47th,245th,189th,214th,ohio-state,team_stats
44,3rd,4th,62nd,91st,80th,76th,126th,181st,122nd,196th,72nd,155th,158th,156th,166th,5th,17th,102nd,28th,35th,100th,15th,new-mexico-state,team_stats
45,161st,94th,287th,334th,341st,260th,323rd,213th,286th,152nd,302nd,297th,82nd,345th,41st,65th,185th,307th,211th,64th,329th,209th,north-dakota-state,team_stats
46,331st,352nd,301st,330th,239th,87th,286th,346th,127th,352nd,59th,346th,172nd,50th,226th,174th,91st,337th,226th,325th,45th,274th,north-carolina,team_stats
47,200th,289th,22nd,184th,270th,187th,268th,42nd,48th,85th,162nd,191st,72nd,27th,112th,135th,255th,106th,54th,159th,120th,43rd,north-carolina-central,team_stats
48,104th,10th,160th,287th,326th,305th,265th,102nd,144th,111th,299th,208th,77th,319th,53rd,35th,156th,223rd,158th,84th,278th,97th,northeastern,team_stats
49,146th,39th,275th,146th,105th,37th,214th,217th,113th,260th,44th,255th,52nd,37th,67th,147th,16th,109th,55th,15th,99th,231st,nevada,team_stats
50,129th,263rd,19th,104th,90th,17th,246th,181st,53rd,259th,14th,268th,64th,276th,49th,157th,157th,76th,37th,310th,349th,46th,maryland,team_stats
51,88th,256th,222nd,156th,177th,28th,284th,121st,60th,190th,31st,270th,213th,109th,232nd,208th,57th,157th,88th,141st,283rd,223rd,louisville,team_stats
52,140th,145th,130th,156th,193rd,19th,311th,96th,69th,149th,25th,277th,293rd,44th,312th,242nd,70th,187th,123rd,310th,241st,170th,marquette,team_stats
53,35th,112th,128th,93rd,118th,67th,201st,91st,73rd,133rd,62nd,171st,91st,41st,125th,110th,228th,69th,8th,133rd,65th,115th,liberty,team_stats
54,108th,229th,146th,302nd,273rd,164th,274th,280th,147th,300th,135th,314th,269th,90th,288th,322nd,42nd,317th,221st,277th,40th,252nd,louisiana-state,team_stats
55,117th,223rd,29th,223rd,147th,8th,317th,286th,190th,291st,19th,334th,96th,175th,94th,234th,10th,211th,29th,231st,124th,85th,kentucky,team_stats
56,282nd,289th,283rd,297th,205th,30th,303rd,333rd,131st,339th,30th,343rd,135th,72nd,168th,320th,114th,299th,143rd,313th,110th,320th,kansas,team_stats
57,193rd,73rd,182nd,268th,229th,62nd,299th,256th,134th,289th,66th,321st,31st,249th,20th,322nd,210th,204th,83rd,75th,147th,270th,iowa-state,team_stats
58,86th,94th,166th,13th,18th,149th,22nd,96th,37th,181st,57th,39th,33rd,31st,45th,54th,231st,6th,4th,224th,44th,108th,kansas-state,team_stats
59,323rd,263rd,287th,302nd,193rd,214th,178th,339th,306th,317th,226th,278th,77th,62nd,98th,298th,116th,291st,284th,56th,159th,308th,iona,team_stats
60,47th,26th,281st,32nd,47th,5th,219th,96th,1st,304th,1st,291st,321st,105th,325th,280th,80th,101st,7th,141st,116th,295th,houston,team_stats
61,272nd,145th,209th,257th,124th,131st,162nd,335th,78th,349th,56th,322nd,121st,258th,103rd,327th,148th,268th,152nd,197th,90th,290th,gardner-webb,team_stats
62,346th,112th,240th,335th,329th,316th,266th,280th,76th,324th,235th,323rd,129th,87th,158th,284th,12th,331st,244th,293rd,108th,276th,iowa,team_stats
63,35th,33rd,146th,268th,302nd,6th,348th,121st,22nd,255th,7th,348th,106th,118th,115th,317th,30th,216th,32nd,171st,45th,244th,gonzaga,team_stats
64,335th,193rd,314th,259th,139th,220th,124th,331st,87th,343rd,101st,299th,197th,156th,211th,348th,157th,283rd,228th,21st,38th,342nd,georgia-state,team_stats
65,282nd,250th,109th,311th,290th,217th,274th,264th,230th,258th,222nd,294th,144th,103rd,161st,325th,89th,294th,190th,245th,40th,231st,fairleigh-dickinson,team_stats
66,77th,162nd,232nd,125th,162nd,112th,208th,91st,43rd,168th,84th,195th,210th,97th,237th,326th,118th,124th,20th,255th,30th,301st,florida,team_stats
67,40th,229th,276th,204th,155th,21st,287th,237th,127th,276th,29th,306th,325th,270th,319th,256th,35th,278th,59th,181st,27th,285th,florida-state,team_stats
