,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,opp_pts,pts,school_name,sos,srs,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
16,58.4,10.8,.470,.294,.247,.381,35,8,5,0,5,2150,2339,Dayton,1.76,7.16,16.9,53.2,.502,.771,27,11,18,5
17,50.7,9.4,.505,.350,.301,.414,37,7,5,1,5,2439,2867,Duke,9.07,20.10,14.8,51.9,.548,.811,30,11,16,6
18,45.4,11.2,.510,.289,.281,.396,34,11,6,2,6,2383,2657,East Tennessee State,-1.87,3.21,16.4,50.9,.547,.676,23,14,11,9
19,51.6,16.0,.492,.335,.284,.392,35,10,6,3,5,2271,2392,Florida State,7.91,11.37,19.7,50.6,.535,.714,25,10,13,8
20,52.9,13.6,.551,.324,.252,.351,34,6,0,2,1,2142,2684,Gonzaga,3.55,17.95,14.3,52.2,.580,.824,28,14,11,9
21,69.3,9.7,.511,.288,.160,.225,34,10,7,3,6,1944,2204,Illinois,6.73,14.38,16.9,49.9,.534,.706,24,11,14,5
22,58.7,11.6,.532,.296,.287,.395,35,8,2,0,4,2290,2674,Kansas,7.90,18.02,17.8,55.1,.569,.771,27,14,18,6
23,56.5,15.0,.499,.273,.253,.354,35,8,3,2,3,2316,2617,Louisiana State,3.27,11.87,14.8,53.5,.535,.771,27,13,19,6
24,62.4,15.3,.527,.378,.201,.314,37,6,2,2,1,2287,2748,Louisville,8.41,20.87,16.8,51.8,.546,.838,31,16,16,8
25,57.5,7.7,.512,.347,.330,.454,35,10,6,2,4,2432,2739,Marquette,7.87,15.06,14.2,52.0,.557,.714,25,12,16,7
26,55.3,10.6,.470,.277,.212,.280,35,14,9,4,6,2419,2512,Maryland,8.99,11.10,14.8,48.9,.509,.600,21,7,14,2
27,53.7,15.2,.501,.313,.275,.399,37,4,0,1,1,2176,2779,Memphis,4.63,20.92,15.2,54.2,.537,.892,33,16,19,10
28,63.5,8.2,.498,.266,.287,.411,38,7,3,2,1,2420,2737,Michigan State,9.37,17.71,17.3,56.8,.536,.816,31,15,12,9
29,66.7,7.5,.505,.477,.216,.285,35,14,9,3,8,2213,2341,Michigan,9.74,11.90,15.6,47.5,.540,.600,21,9,14,3
30,59.6,18.9,.494,.324,.247,.345,33,11,9,3,6,2032,2189,Minnesota,7.19,11.32,18.8,51.5,.531,.667,22,9,16,4
31,50.2,17.0,.504,.398,.292,.412,36,13,7,5,5,2479,2677,Mississippi State,4.62,9.10,17.4,49.4,.544,.639,23,9,13,6
32,62.2,9.3,.527,.313,.246,.366,38,7,4,0,4,2571,3096,Missouri,6.72,19.56,13.8,49.6,.554,.816,31,12,18,5
33,53.6,10.9,.485,.286,.300,.416,36,16,6,1,12,2411,2511,Morehead State,-3.61,-3.14,19.0,55.9,.530,.556,20,12,12,4
34,45.9,8.2,.463,.262,.214,.330,35,12,3,2,7,2182,2333,Morgan State,-6.53,-2.29,16.1,52.4,.493,.657,23,13,8,10
35,56.8,11.9,.533,.272,.295,.392,38,4,3,1,2,2735,3413,North Carolina,8.35,25.46,13.7,54.1,.573,.895,34,13,14,8
36,51.5,7.7,.549,.299,.276,.374,33,7,2,1,4,2279,2659,North Dakota State,-2.72,6.18,14.0,53.1,.583,.788,26,16,12,10
37,54.6,7.4,.517,.371,.320,.424,34,11,4,4,4,2158,2290,Northern Iowa,2.24,5.63,16.3,52.4,.563,.676,23,14,11,8
38,56.6,16.2,.548,.356,.268,.383,33,11,8,3,7,2046,2206,Ohio State,8.23,12.48,18.7,48.9,.577,.667,22,10,15,4
39,47.0,6.2,.540,.413,.295,.394,35,12,7,2,6,2608,2830,Oklahoma State,7.44,13.78,15.0,48.9,.579,.657,23,9,14,4
40,53.1,11.0,.552,.345,.314,.465,36,6,3,1,3,2430,2833,Oklahoma,6.88,18.07,17.0,53.9,.581,.833,30,13,16,7
41,60.9,10.3,.530,.294,.222,.328,36,5,3,0,2,2320,2787,Pittsburgh,8.61,21.21,14.8,56.6,.555,.861,31,15,19,7
42,58.4,7.3,.537,.440,.199,.293,33,10,5,1,7,2262,2417,Portland State,-3.16,1.14,17.3,50.3,.559,.697,23,11,13,7
43,60.4,12.5,.500,.340,.233,.332,37,10,7,3,5,2212,2555,Purdue,7.17,16.44,15.1,49.6,.533,.730,27,11,18,5
44,52.7,11.9,.504,.242,.292,.430,33,12,3,5,6,2372,2491,Radford,-4.37,-4.55,18.9,54.2,.539,.636,21,15,12,9
45,60.9,9.9,.534,.308,.259,.367,35,11,3,3,7,2288,2467,Robert Morris,-5.23,-0.70,19.5,50.8,.565,.686,24,15,14,9
46,53.0,11.0,.510,.259,.237,.357,35,8,2,0,4,2462,2709,Siena,0.99,8.05,15.5,49.7,.537,.771,27,16,17,9
47,50.2,13.1,.508,.215,.284,.422,35,13,9,2,8,2224,2397,Southern California,9.15,14.09,18.0,53.9,.542,.629,22,9,15,2
48,53.6,8.6,.487,.313,.195,.300,32,8,3,0,7,1795,2099,Stephen F. Austin,-3.21,1.10,15.8,50.5,.512,.750,24,13,13,6
49,61.9,12.5,.544,.326,.250,.388,38,10,7,3,5,2725,3046,Syracuse,9.48,17.24,17.8,51.7,.565,.737,28,11,16,5
50,62.3,11.0,.511,.368,.201,.287,34,12,5,2,8,2158,2333,Temple,3.90,9.05,16.4,52.2,.538,.647,22,11,9,9
51,57.9,10.1,.509,.346,.248,.367,34,13,6,5,5,2465,2665,Tennessee,7.71,13.60,15.5,53.0,.539,.618,21,10,10,6
52,51.9,9.9,.504,.306,.324,.468,34,10,7,2,5,2281,2440,Texas A&M,6.13,10.52,16.2,53.6,.545,.706,24,9,16,5
53,48.9,13.8,.485,.274,.258,.386,35,12,7,2,6,2296,2532,Texas,8.09,14.83,15.3,53.4,.519,.657,23,9,13,4
54,55.9,8.6,.557,.332,.226,.312,35,9,5,2,4,2241,2642,UCLA,7.19,18.64,16.3,52.6,.583,.743,26,13,16,6
55,63.0,6.8,.557,.311,.284,.383,35,5,2,0,3,2169,2534,Utah State,0.07,9.33,15.5,55.4,.591,.857,30,14,17,11
56,55.9,12.1,.544,.379,.313,.401,34,10,4,2,7,2195,2421,Utah,5.72,12.59,18.6,53.7,.589,.706,24,12,13,6
57,55.7,10.3,.508,.320,.316,.419,38,8,5,2,3,2560,2919,Villanova,8.72,17.45,16.1,53.5,.555,.789,30,13,16,8
58,54.2,12.2,.520,.320,.259,.367,34,10,4,1,6,2156,2440,Virginia Commonwealth,-0.65,7.70,16.3,49.5,.553,.706,24,14,16,7
59,44.7,14.1,.524,.213,.309,.435,31,7,5,1,4,2193,2510,Wake Forest,7.36,15.63,18.1,53.9,.563,.774,24,11,14,7
60,46.9,6.3,.492,.203,.304,.435,35,9,4,1,4,2431,2750,Washington,8.19,16.78,16.7,55.5,.534,.743,26,14,18,6
61,59.8,12.5,.485,.340,.251,.359,35,12,8,3,5,2163,2521,West Virginia,8.34,18.57,14.8,54.1,.521,.657,23,10,11,7
62,52.1,8.6,.520,.370,.231,.335,34,9,3,0,7,2278,2454,Western Kentucky,-1.23,3.68,16.8,53.4,.549,.735,25,15,13,7
63,53.5,7.8,.499,.351,.251,.346,33,13,8,3,7,1948,2106,Wisconsin,8.43,12.43,14.4,52.0,.536,.606,20,10,13,4
64,54.8,13.0,.524,.329,.311,.461,35,8,4,1,4,2165,2508,Xavier,4.65,14.45,18.5,55.9,.557,.771,27,12,14,7
