,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,high_school,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
461,1.6,0.0,SR,3.0,.440,1.3,3.0,.393,1.6,4.2,.413,3.0,7.2,.851,1.6,1.9,36,34,6-5,South Milwaukee,"Milwaukee, WI",30.3,4,0.4,1.5,Trey McKinney-Jones,G,9.2,,0.8," 9.2 Pts, 3.4 Reb, 1.6 Ast",miami-fl,0.9,3.4,per_game,220
462,0.2,1.8,SR,2.8,.576,2.7,4.7,,0.0,0.0,.576,2.7,4.7,.481,1.1,2.3,36,28,6-10,Southern Durham,"Durham, NC",20.4,45,2.1,2.0,Julian Gamble,F,6.5,,0.4," 6.5 Pts, 4.9 Reb, 0.2 Ast",miami-fl,0.8,4.9,per_game,250
463,0.8,0.1,JR,1.3,.482,1.1,2.4,.292,1.1,3.6,.367,2.2,6.0,.745,1.0,1.3,36,6,6-6,Liberty County,"Hinesville, GA",22.2,15,0.7,1.4,Rion Brown,G,6.4,2010,0.4," 6.4 Pts, 2.0 Reb, 0.8 Ast",miami-fl,0.6,2.0,per_game,211
464,1.4,0.2,FR,1.6,.497,2.5,5.0,.411,1.9,4.6,.456,4.4,9.7,.755,2.2,2.9,34,33,6-4,Hamilton Southeastern,"Fishers, IN",29.7,14,0.9,2.0,Gary Harris,G,12.9,2012,1.3," 12.9 Pts, 2.5 Reb, 1.4 Ast",michigan-state,1.5,2.5,per_game,210
465,0.8,1.3,JR,5.5,.579,3.4,5.8,.381,0.4,1.2,.546,3.8,7.0,.848,2.5,2.9,36,24,6-10,Jefferson Township,"Dayton, OH",25.6,5,2.1,2.6,Adreian Payne,C,10.5,2010,0.8," 10.5 Pts, 7.6 Reb, 0.8 Ast",michigan-state,1.8,7.6,per_game,245
466,1.6,0.1,SR,4.4,.506,3.6,7.1,,0.0,0.0,.506,3.6,7.1,.690,2.7,3.9,36,34,6-9,Pershing,"Detroit, MI",27.6,25,2.2,1.9,Derrick Nix,C,9.9,2009,1.1," 9.9 Pts, 6.6 Reb, 1.6 Ast",michigan-state,1.5,6.6,per_game,270
467,1.3,0.9,SO,3.8,.541,3.9,7.1,.000,0.0,0.1,.531,3.9,7.3,.538,1.2,2.2,36,35,6-6,Lew Wallace,"Gary, IN",26.9,22,2.1,1.6,Branden Dawson,G,8.9,2011,1.6," 8.9 Pts, 5.9 Reb, 1.3 Ast",michigan-state,2.0,5.9,per_game,225
468,2.4,0.3,FR,3.1,.541,1.5,2.7,.281,0.4,1.6,.445,1.9,4.3,.667,0.7,1.1,36,15,6-5,Sexton HS,"Lansing, MI",20.8,45,1.1,1.9,Denzel Valentine,G,5.0,2012,0.8," 5.0 Pts, 4.1 Reb, 2.4 Ast",michigan-state,2.0,4.1,per_game,220
469,1.9,0.0,SO,1.3,.214,0.4,2.1,.403,1.1,2.7,.320,1.5,4.7,.720,0.7,0.9,27,0,6-1,Wayne,"Huber Heights, OH",18.6,20,0.3,1.9,Travis Trice,G,4.8,,0.9," 4.8 Pts, 1.6 Reb, 1.9 Ast",michigan-state,1.3,1.6,per_game,175
470,1.9,0.7,SO,2.9,.439,3.6,8.2,.292,0.7,2.5,.405,4.3,10.6,.752,2.4,3.1,36,36,6-7,Melrose,"Memphis, TN",29.3,35,1.5,1.4,Adonis Thomas,F,11.7,2011,0.7," 11.7 Pts, 4.5 Reb, 1.9 Ast",memphis,1.6,4.5,per_game,240
471,3.2,0.4,JR,3.4,.464,1.6,3.5,.399,2.0,4.9,.426,3.6,8.4,.793,1.3,1.6,36,10,6-4,Sheffield,"Memphis, TN",27.3,3,0.4,1.9,Chris Crawford,G,10.4,,1.5," 10.4 Pts, 3.8 Reb, 3.2 Ast",memphis,1.7,3.8,per_game,222
472,3.5,0.4,JR,3.2,.512,2.6,5.0,.350,1.3,3.6,.444,3.8,8.7,.708,1.4,2.0,33,26,6-3,Dunbar,"Dayton, OH",28.8,55,1.4,2.8,Geron Johnson,G,10.4,,1.8," 10.4 Pts, 4.6 Reb, 3.5 Ast",memphis,2.9,4.6,per_game,197
473,0.7,2.6,SR,4.6,.701,2.6,3.7,.361,0.4,1.0,.629,3.0,4.7,.662,1.3,1.9,36,28,6-5,Harker Heights,"Killeen, TX",23.6,30,2.1,1.9,D.J. Stephens,F,7.6,,0.9," 7.6 Pts, 6.6 Reb, 0.7 Ast",memphis,0.7,6.6,per_game,188
474,1.3,1.1,FR,2.3,.477,2.6,5.5,.000,0.0,0.1,.466,2.6,5.7,.628,2.1,3.4,36,33,6-9,Southwest DeKalb HS,"Atlanta, GA",20.7,5,2.1,3.2,Shaq Goodwin,F,7.4,2012,1.1," 7.4 Pts, 4.4 Reb, 1.3 Ast",memphis,1.8,4.4,per_game,228
475,0.4,0.6,JR,3.0,.589,3.2,5.5,,0.0,0.0,.589,3.2,5.5,.448,1.6,3.6,32,5,6-9,Ridgeway,"Memphis, TN",20.8,10,1.8,3.3,Tarik Black,F,8.1,2010,0.7," 8.1 Pts, 4.8 Reb, 0.4 Ast",memphis,1.3,4.8,per_game,260
476,0.8,0.9,SR,4.8,.400,2.2,5.4,.100,0.0,0.4,.380,2.2,5.8,.678,2.3,3.3,26,9,6-10,Winston-Salem Prep,"Winston-Salem, NC",21.3,42,2.2,2.2,Reggie Johnson,C,6.7,,0.4," 6.7 Pts, 7.0 Reb, 0.8 Ast",miami-fl,2.2,7.0,per_game,292
477,0.1,0.3,FR,0.8,.514,0.5,1.0,,0.0,0.0,.514,0.5,1.0,.550,0.3,0.6,34,0,7-0,Champagnat Catholic HS,"Hialeah, FL",6.9,23,0.8,1.0,Tonye Jekiri,C,1.4,,0.2," 1.4 Pts, 1.6 Reb, 0.1 Ast",miami-fl,0.3,1.6,per_game,244
478,0.1,0.1,JR,0.6,.630,0.6,1.0,1.000,0.0,0.0,.643,0.7,1.0,.316,0.2,0.7,27,0,6-5,Harvard-Westlake,"Lake Elsinore, CA",6.0,21,0.6,0.7,Erik Swoope,F,1.6,,0.1," 1.6 Pts, 1.2 Reb, 0.1 Ast",miami-fl,0.1,1.2,per_game,220
479,1.0,0.0,FR,0.7,.250,0.7,2.7,1.000,1.0,1.0,.455,1.7,3.7,1.000,0.7,0.7,3,0,6-3,Word of God,"Raleigh, NC",16.7,2,0.3,1.7,Bishop Daniels,G,5.0,,2.0," 5.0 Pts, 1.0 Reb, 1.0 Ast",miami-fl,1.3,1.0,per_game,176
480,0.1,0.2,JR,0.8,.357,0.3,0.8,,0.0,0.0,.357,0.3,0.8,.333,0.1,0.2,18,0,6-9,Sunrise Christian Academy (KS),,4.5,10,0.3,0.4,Raphael Akpejiori,F,0.6,,0.2," 0.6 Pts, 1.1 Reb, 0.1 Ast",miami-fl,0.2,1.1,per_game,241
481,0.2,0.0,SO,0.4,.500,0.1,0.2,.000,0.0,0.1,.333,0.1,0.3,.000,0.0,0.2,9,0,6-2,West Boca Raton Community,"Boca Raton, FL",1.2,12,0.0,0.1,Justin Heller,G,0.2,,0.0," 0.2 Pts, 0.4 Reb, 0.2 Ast",miami-fl,0.2,0.4,per_game,177
482,0.2,0.4,FR,1.0,.469,0.5,1.1,,0.0,0.0,.469,0.5,1.1,.824,0.5,0.6,30,0,6-9,Bay City Western HS,"Linwood, MI",6.1,10,0.3,1.2,Matt Costello,F,1.5,2012,0.2," 1.5 Pts, 1.3 Reb, 0.2 Ast",michigan-state,0.2,1.3,per_game,245
483,0.4,0.0,SO,0.4,.700,0.3,0.4,.171,0.3,1.5,.275,0.5,1.9,.500,0.3,0.6,27,0,6-7,Blackhawk Christian,"Santa Clarita, CA",7.5,0,0.3,0.8,Russell Byrd,G,1.6,2010,0.1," 1.6 Pts, 0.7 Reb, 0.4 Ast",michigan-state,0.5,0.7,per_game,205
484,0.1,0.0,SO,0.7,.541,0.6,1.1,,0.0,0.0,.541,0.6,1.1,.500,0.1,0.2,35,3,6-9,Eaton Rapids,"Eaton Rapids, MI",6.1,2,0.3,0.6,Alex Gauna,F,1.2,,0.2," 1.2 Pts, 1.0 Reb, 0.1 Ast",michigan-state,0.4,1.0,per_game,250
485,1.5,0.1,SO,0.6,.381,0.6,1.6,.188,0.2,1.2,.297,0.8,2.8,.556,0.4,0.7,13,0,6-6,Southeastern,"Detroit, MI",16.9,3,0.9,1.0,Brandan Kearney,F,2.3,,0.5," 2.3 Pts, 1.5 Reb, 1.5 Ast",michigan-state,1.1,1.5,per_game,188
486,0.0,0.0,FR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,.500,0.3,0.5,4,0,6-7,Nouvel,"Saginaw, MI",0.8,13,0.3,0.0,Trevor Bohnhoff,F,0.3,,0.3," 0.3 Pts, 0.3 Reb, 0.0 Ast",michigan-state,0.0,0.3,per_game,225
487,0.0,0.0,JR,0.2,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.2,,0.0,0.0,11,0,6-3,Okemos,"Okemos, MI",0.9,40,0.0,0.1,Dan Chapman,G,0.0,,0.0," 0.0 Pts, 0.2 Reb, 0.0 Ast",michigan-state,0.0,0.2,per_game,190
488,1.1,0.2,JR,1.0,.392,0.8,2.0,.400,1.1,2.7,.397,1.8,4.7,.583,0.8,1.4,26,0,6-2,Lake Clifton/Notre Dame Prep (MA),"Baltimore, MD",16.7,2,0.3,0.8,Antonio Barton,G,5.6,,0.8," 5.6 Pts, 1.3 Reb, 1.1 Ast",memphis,0.8,1.3,per_game,178
489,0.2,0.1,FR,0.6,.545,0.6,1.2,.200,0.0,0.2,.500,0.7,1.4,.643,0.3,0.5,28,0,6-7,Oak Hill Academy (VA),"Atlanta, GA",4.8,11,0.4,0.4,Damien Wilson,F,1.7,,0.2," 1.7 Pts, 0.9 Reb, 0.2 Ast",memphis,0.8,0.9,per_game,190
490,0.3,0.1,SR,0.8,.368,0.5,1.3,.000,0.0,0.0,.359,0.5,1.3,.615,0.3,0.4,29,3,6-8,White Station,"Memphis, TN",5.3,0,0.6,0.9,Ferrakohn Hall,F,1.2,,0.1," 1.2 Pts, 1.3 Reb, 0.3 Ast",memphis,0.6,1.3,per_game,220
491,0.0,0.4,SR,0.5,.455,0.7,1.6,,0.0,0.0,.455,0.7,1.6,.750,0.2,0.3,14,3,6-9,,"Chicago, IL",6.0,32,0.6,1.3,Stan Simpson,F,1.6,,0.1," 1.6 Pts, 1.1 Reb, 0.0 Ast",memphis,0.6,1.1,per_game,236
492,0.1,0.0,JR,0.0,.000,0.0,0.1,1.000,0.1,0.1,.500,0.1,0.3,.500,0.3,0.5,8,0,5-10,Mitchell,"Memphis, TN",1.1,15,0.0,0.1,Trey Draper,G,0.6,,0.0," 0.6 Pts, 0.0 Reb, 0.1 Ast",memphis,0.4,0.0,per_game,170
493,0.0,0.1,FR,0.6,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.3,,0.0,0.0,8,0,6-1,Arlington,"Arlington, TN",1.1,12,0.0,0.4,Anthony Cole,G,0.0,,0.1," 0.0 Pts, 0.6 Reb, 0.0 Ast",memphis,0.0,0.6,per_game,193
494,0.3,0.0,SR,0.0,.000,0.0,0.3,.000,0.0,0.3,.000,0.0,0.7,,0.0,0.0,3,0,5-10,Liberty Tech,"Jackson, TN",2.7,23,0.0,0.0,Charles Holt,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.3 Ast",memphis,0.0,0.0,per_game,175
495,0.0,0.0,SO,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,6-8,The Miller School (VA),,1.0,14,0.0,1.0,Hippolyte Tsafack,F,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",memphis,0.0,0.0,per_game,242
496,0.0,0.0,FR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,.333,0.1,0.4,8,0,6-0,Mark's School of Texas,"Dallas, TX",1.3,3,0.0,0.0,Steve Sorenson,G,0.1,,0.0," 0.1 Pts, 0.0 Reb, 0.0 Ast",miami-fl,0.4,0.0,per_game,161
497,0.0,0.0,SO,0.0,,0.0,0.0,.000,0.0,0.5,.000,0.0,0.5,,0.0,0.0,2,0,6-9,Groves,"Franklin, MI",1.0,1,0.0,0.0,Emmett Dacey,F,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",michigan-state,0.0,0.0,per_game,245
498,0.5,0.0,SO,0.0,.000,0.0,0.5,,0.0,0.0,.000,0.0,0.5,,0.0,0.0,2,0,6-1,DeMantha Catholic,"Upper Marlboro, MD",1.0,44,0.0,0.0,Bella Sibedwo,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.5 Ast",michigan-state,0.0,0.0,per_game,180
499,0.0,0.1,SO,0.2,,0.0,0.0,.000,0.0,0.2,.000,0.0,0.2,,0.0,0.0,10,0,6-4,St Mary Catholic Central,"Monroe, MI",0.7,15,0.0,0.1,Keenan Wetzel,G,0.0,,0.0," 0.0 Pts, 0.2 Reb, 0.0 Ast",michigan-state,0.1,0.2,per_game,215
500,2.9,0.1,JR,2.3,.458,4.3,9.3,.328,1.6,4.7,.414,5.8,14.0,.804,5.6,6.9,40,37,6-0,South Kent,"Brooklyn, NY",30.3,2,1.0,2.6,Russ Smith,G,18.7,,2.1," 18.7 Pts, 3.3 Reb, 2.9 Ast",louisville,2.7,3.3,per_game,165
501,5.7,0.2,SR,2.1,.476,2.5,5.3,.288,1.0,3.3,.404,3.5,8.6,.867,2.1,2.5,40,40,6-0,Franklin,"Seattle, WA",31.2,3,0.3,2.6,Peyton Siva,G,10.0,2009,2.3," 10.0 Pts, 2.4 Reb, 5.7 Ast",louisville,2.7,2.4,per_game,185
502,1.1,0.4,SO,3.6,.524,3.9,7.4,.083,0.0,0.3,.507,3.9,7.7,.547,1.9,3.6,39,36,6-6,Bowling Green,"Cincinnati, OH",26.1,21,2.9,1.7,Chane Behanan,F,9.8,2011,1.4," 9.8 Pts, 6.5 Reb, 1.1 Ast",louisville,1.6,6.5,per_game,250
503,1.4,0.1,JR,1.9,.500,0.9,1.7,.399,1.6,4.0,.429,2.4,5.7,.761,1.7,2.2,40,9,6-6,Hidden Valley/Hargrave Military Academy,"Roanoke, VA",22.4,11,0.7,2.1,Luke Hancock,F,8.1,,1.0," 8.1 Pts, 2.6 Reb, 1.4 Ast",louisville,1.0,2.6,per_game,200
504,2.0,2.5,JR,6.0,.534,3.8,7.1,,0.0,0.0,.534,3.8,7.1,.652,2.2,3.4,33,32,6-11,Covenant/Huntington Prep,,31.1,10,3.4,2.6,Gorgui Dieng,C,9.8,2010,1.3," 9.8 Pts, 9.4 Reb, 2.0 Ast",louisville,1.8,9.4,per_game,245
505,0.6,0.3,SO,2.6,.550,1.5,2.8,.324,1.2,3.6,.423,2.7,6.4,.694,1.1,1.6,39,34,6-5,Morgan Park,"Chicago, IL",20.1,20,0.6,2.5,Wayne Blackshear,G,7.6,2011,0.9," 7.6 Pts, 3.1 Reb, 0.6 Ast",louisville,0.6,3.1,per_game,215
506,0.2,0.7,FR,2.1,.577,2.4,4.2,,0.0,0.0,.577,2.4,4.2,.508,0.8,1.6,40,3,6-8,Hargrave Military Academy,"Tarboro, NC",16.2,24,1.6,1.3,Montrezl Harrell,F,5.7,2012,0.5," 5.7 Pts, 3.6 Reb, 0.2 Ast",louisville,0.6,3.6,per_game,235
507,0.8,0.1,SO,1.4,.463,1.2,2.6,.405,0.4,1.0,.447,1.6,3.6,.667,0.9,1.4,37,2,6-2,Rockdale County,"Conyers, GA",16.6,5,0.4,1.6,Kevin Ware,G,4.5,2011,1.1," 4.5 Pts, 1.8 Reb, 0.8 Ast",louisville,1.1,1.8,per_game,170
508,0.2,0.3,SR,1.5,.650,0.7,1.1,,0.0,0.0,.650,0.7,1.1,.706,0.3,0.5,37,1,6-9,Lawrence North,"Indianapolis, IN",11.2,44,1.6,1.2,Stephan Van Treese,F,1.7,,0.5," 1.7 Pts, 3.1 Reb, 0.2 Ast",louisville,0.4,3.1,per_game,245
509,0.1,0.0,JR,0.4,.667,0.1,0.1,.300,0.2,0.7,.348,0.3,0.9,,0.0,0.0,27,0,6-2,Christian Academy,"Louisville, KY",3.7,15,0.0,0.3,Tim Henderson,G,0.8,,0.2," 0.8 Pts, 0.4 Reb, 0.1 Ast",louisville,0.2,0.4,per_game,195
510,0.0,0.3,SO,0.8,.533,0.5,0.9,,0.0,0.0,.533,0.5,0.9,.500,0.3,0.5,16,6,6-10,Jeffersontown,"Louisville, KY",7.7,25,0.6,1.4,Zach Price,C,1.3,2011,0.1," 1.3 Pts, 1.4 Reb, 0.0 Ast",louisville,0.3,1.4,per_game,250
511,0.0,0.0,JR,0.0,.000,0.0,0.2,.000,0.0,0.3,.000,0.0,0.5,.500,0.3,0.7,6,0,6-2,Bryan Station,"Lexington, KY",2.0,32,0.2,0.0,Michael Baffour,G,0.3,,0.0," 0.3 Pts, 0.2 Reb, 0.0 Ast",louisville,0.0,0.2,per_game,170
512,0.0,0.0,FR,0.8,.000,0.0,1.0,,0.0,0.0,.000,0.0,1.0,1.000,0.5,0.5,4,0,6-0,Ohio County,"Hartford, KY",2.8,14,0.0,0.3,Logan Baumann,G,0.5,,0.0," 0.5 Pts, 0.8 Reb, 0.0 Ast",louisville,0.3,0.8,per_game,165
513,0.2,0.0,FR,0.4,.000,0.0,0.2,.000,0.0,0.4,.000,0.0,0.6,,0.0,0.0,5,0,6-0,Ravenscroft/Hargrave Military Academy,"Raleigh, NC",3.4,22,0.2,0.2,Jordan Bond,G,0.0,,0.2," 0.0 Pts, 0.6 Reb, 0.2 Ast",louisville,0.0,0.6,per_game,165
514,1.8,0.0,JR,2.6,.528,4.2,8.0,.303,1.2,3.9,.454,5.4,11.9,.756,2.8,3.7,34,34,6-4,Memorial,"Madison, WI",33.0,13,0.6,1.8,Vander Blue,G,14.8,2010,1.1," 14.8 Pts, 3.2 Reb, 1.8 Ast",marquette,2.3,3.2,per_game,200
515,0.9,0.6,JR,2.8,.594,3.6,6.1,.200,0.0,0.1,.585,3.6,6.2,.835,4.2,5.0,35,0,6-8,King's Fork,"Suffolk, VA",21.4,54,2.0,2.1,Davante Gardner,F,11.5,,0.7," 11.5 Pts, 4.8 Reb, 0.9 Ast",marquette,1.6,4.8,per_game,290
516,1.7,0.9,JR,3.4,.494,2.4,4.8,.360,1.0,2.9,.444,3.4,7.7,.744,1.8,2.5,35,6,6-7,Horlick,"Racine, WI",25.1,0,1.5,2.4,Jamil Wilson,F,9.7,2009,0.6," 9.7 Pts, 4.9 Reb, 1.7 Ast",marquette,1.5,4.9,per_game,230
517,3.8,0.1,SR,2.5,.495,2.8,5.7,.226,0.4,1.8,.431,3.2,7.4,.714,1.7,2.4,35,35,6-1,Christian Life Center Academy (TX),,28.1,5,0.5,1.7,Junior Cadougan,G,8.5,2009,1.1," 8.5 Pts, 2.9 Reb, 3.8 Ast",marquette,2.5,2.9,per_game,205
518,1.8,0.4,SR,3.4,.436,1.9,4.3,.333,0.4,1.1,.415,2.2,5.4,.752,2.2,2.9,35,34,6-5,Hopkins,"Golden Valley, MN",26.6,22,1.7,2.5,Trent Lockett,G,7.0,,0.7," 7.0 Pts, 5.1 Reb, 1.8 Ast",marquette,1.9,5.1,per_game,210
519,0.2,1.0,SR,1.9,.634,2.2,3.5,,0.0,0.0,.634,2.2,3.5,.469,0.7,1.4,35,35,6-11,Ft. Bend Bush,"Richmond, TX",17.8,42,1.7,1.7,Chris Otule,C,5.1,,0.2," 5.1 Pts, 3.5 Reb, 0.2 Ast",marquette,0.9,3.5,per_game,275
520,0.7,0.1,SO,0.9,.475,0.8,1.7,.279,0.7,2.7,.356,1.6,4.4,.791,1.5,1.9,23,0,6-3,Notre Dame Prep,"Huntington, WV",14.1,4,0.3,1.0,Todd Mayo,G,5.3,,0.5," 5.3 Pts, 1.2 Reb, 0.7 Ast",marquette,1.0,1.2,per_game,195
521,0.2,0.0,FR,1.1,.580,1.1,2.0,.250,0.1,0.3,.531,1.2,2.3,.593,0.5,0.8,35,0,6-7,Simeon,"Chicago, IL",8.6,25,1.0,0.5,Steve Taylor,F,3.0,2012,0.4," 3.0 Pts, 2.1 Reb, 0.2 Ast",marquette,0.4,2.1,per_game,240
522,0.9,0.3,SO,2.1,.364,0.6,1.6,.286,0.3,1.2,.330,0.9,2.8,.567,0.5,0.9,35,31,6-6,Castro Valley,"Oakland, CA",13.0,10,0.7,1.8,Juan Anderson,F,2.7,2011,0.6," 2.7 Pts, 2.9 Reb, 0.9 Ast",marquette,0.8,2.9,per_game,215
523,0.6,0.1,JR,0.9,.500,0.1,0.3,.278,0.4,1.6,.310,0.6,1.8,.750,0.3,0.3,23,0,6-3,St. Catherine's,"Racine, WI",9.0,23,0.1,0.5,Jake Thomas,G,1.8,,0.3," 1.8 Pts, 1.0 Reb, 0.6 Ast",marquette,0.2,1.0,per_game,205
524,1.6,0.0,SO,0.6,.298,0.4,1.3,.125,0.0,0.2,.273,0.4,1.6,.450,0.3,0.6,35,0,6-1,The Hotchkiss School (CT),"Anchorage, AK",13.1,12,0.3,1.2,Derrick Wilson,G,1.1,,0.7," 1.1 Pts, 0.9 Reb, 1.6 Ast",marquette,0.5,0.9,per_game,210
525,0.3,0.0,FR,0.6,.667,0.4,0.6,,0.0,0.0,.667,0.4,0.6,.750,0.2,0.3,14,0,6-5,Maury,"Norfolk, VA",4.6,1,0.1,0.6,Jamal Ferguson,G,1.1,,0.3," 1.1 Pts, 0.6 Reb, 0.3 Ast",marquette,0.3,0.6,per_game,180
526,0.0,0.3,SO,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,4,0,6-4,Benet Academy,"Lemont, IL",1.0,30,0.0,0.3,Dylan Flood,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",marquette,0.0,0.0,per_game,200
527,1.3,0.6,SR,6.5,.550,5.6,10.2,.323,0.6,1.9,.514,6.3,12.2,.693,5.8,8.3,32,32,6-7,Springbrook,"Silver Spring, MD",30.3,1,2.1,3.4,Jamal Olasewere,F,18.9,,1.5," 18.9 Pts, 8.6 Reb, 1.3 Ast",long-island-university,3.4,8.6,per_game,210
528,3.7,0.5,SR,3.9,.425,2.9,6.9,.412,2.8,6.7,.419,5.7,13.6,.827,3.1,3.7,34,31,6-3,William T. Dwyer (FL),"Philadelphia, PA",33.3,55,0.7,2.4,Ramon Galloway,G,17.2,,1.9," 17.2 Pts, 4.6 Reb, 3.7 Ast",la-salle,3.1,4.6,per_game,180
529,3.3,0.4,JR,2.3,.491,3.4,6.8,.385,1.4,3.6,.455,4.7,10.4,.777,3.4,4.4,34,33,6-0,Neumann-Goretti,"Philadelphia, PA",34.5,3,0.6,1.9,Tyreek Duren,G,14.2,,1.6," 14.2 Pts, 2.9 Reb, 3.3 Ast",la-salle,2.0,2.9,per_game,190
530,3.6,0.1,JR,2.8,.463,3.3,7.2,.357,1.3,3.5,.429,4.6,10.7,.776,3.9,5.1,36,31,6-0,HCYA (Home School),"Sugar Land, TX",30.2,33,1.1,2.6,John Caleb Sanders,G,14.4,,0.9," 14.4 Pts, 3.9 Reb, 3.6 Ast",liberty,2.6,3.9,per_game,180
531,2.5,0.3,SR,2.8,.515,4.8,9.3,.443,0.8,1.9,.503,5.6,11.2,.726,4.0,5.5,32,32,5-10,Springbrook,"Silver Spring, MD",35.0,3,1.3,1.6,C.J. Garner,G,16.1,,1.6," 16.1 Pts, 4.1 Reb, 2.5 Ast",long-island-university,2.1,4.1,per_game,160
532,8.5,0.0,JR,2.1,.443,1.3,2.9,.462,1.6,3.5,.454,2.9,6.4,.798,2.1,2.6,34,34,6-0,Clark,"San Antonio, TX",36.5,15,0.4,0.9,Jason Brickman,G,9.5,,1.0," 9.5 Pts, 2.6 Reb, 8.5 Ast",long-island-university,3.9,2.6,per_game,165
533,1.3,0.3,SR,2.0,.574,1.0,1.8,.333,1.6,4.9,.397,2.7,6.7,.765,1.1,1.5,34,34,6-0,,"San Antonio, TX",26.4,11,1.1,1.7,Brandon Thompson,G,8.1,,1.1," 8.1 Pts, 3.1 Reb, 1.3 Ast",long-island-university,0.8,3.1,per_game,185
534,0.1,0.9,FR,2.5,.535,2.2,4.2,.389,0.4,1.1,.506,2.6,5.2,.591,2.0,3.4,34,2,6-6,Mesquite,"Mesquite, TX",19.4,33,1.5,3.6,E.J. Reed,F,7.7,,0.4," 7.7 Pts, 4.0 Reb, 0.1 Ast",long-island-university,1.4,4.0,per_game,200
535,0.2,0.4,SR,1.4,.667,0.9,1.3,.427,1.1,2.7,.505,2.0,4.0,.933,0.5,0.5,28,0,6-6,Bay Shore,"Bay Shore, NY",12.3,20,0.8,1.5,Booker Hucks,F,5.6,,0.1," 5.6 Pts, 2.2 Reb, 0.2 Ast",long-island-university,0.7,2.2,per_game,210
536,1.1,1.3,SR,4.6,.598,7.3,12.1,.091,0.1,1.4,.546,7.4,13.5,.617,3.6,5.9,8,8,6-7,William H. Taft,"San Antonio, TX",28.6,42,1.5,2.5,Julian Boyd,F,18.5,,1.0," 18.5 Pts, 6.1 Reb, 1.1 Ast",long-island-university,1.4,6.1,per_game,230
537,0.3,0.5,SR,1.2,.593,1.7,2.9,,0.0,0.0,.593,1.7,2.9,.622,0.8,1.3,28,24,6-7,Kempner,"Sugar Land, TX",12.9,32,1.4,2.0,Kenny Onyechi,F,4.3,,0.3," 4.3 Pts, 2.6 Reb, 0.3 Ast",long-island-university,0.5,2.6,per_game,230
538,0.8,1.0,SO,4.1,.579,4.3,7.4,,0.0,0.0,.579,4.3,7.4,.633,2.2,3.5,34,33,6-8,Dobbins Tech,"Philadelphia, PA",24.0,25,2.7,2.4,Jerrell Wright,F,10.8,,0.6," 10.8 Pts, 6.7 Reb, 0.8 Ast",la-salle,1.7,6.7,per_game,255
539,2.0,0.0,JR,1.4,.490,3.7,7.6,.286,1.0,3.6,.424,4.7,11.2,.726,2.6,3.5,27,1,6-1,John Bartram,"Philadelphia, PA",24.5,21,0.7,1.9,Tyrone Garland,G,13.1,,1.2," 13.1 Pts, 2.1 Reb, 2.0 Ast",la-salle,1.4,2.1,per_game,185
540,2.2,0.3,JR,2.0,.449,1.3,3.0,.379,1.5,4.0,.409,2.8,7.0,.806,0.8,0.9,33,32,6-2,Cardinal Gibbons,"Sunrise, FL",33.6,10,0.6,1.6,Sam Mills,G,8.0,,1.0," 8.0 Pts, 2.6 Reb, 2.2 Ast",la-salle,1.2,2.6,per_game,200
541,1.0,1.3,SO,4.2,.545,2.7,5.0,,0.0,0.0,.545,2.7,5.0,.711,1.0,1.4,27,18,6-11,Red Land,"New Cumberland, PA",22.3,0,2.2,2.7,Steve Zack,C,6.4,,0.3," 6.4 Pts, 6.4 Reb, 1.0 Ast",la-salle,1.5,6.4,per_game,245
542,1.5,0.1,SO,1.9,.387,0.4,0.9,.400,0.9,2.4,.396,1.3,3.3,.923,0.4,0.4,34,17,6-6,Lee Academy (ME),"Burnsville, MN",25.6,1,0.6,2.1,D.J. Peterson,G,3.9,,0.9," 3.9 Pts, 2.4 Reb, 1.5 Ast",la-salle,0.4,2.4,per_game,195
543,0.0,0.1,FR,0.7,.474,0.6,1.2,.286,0.1,0.2,.444,0.6,1.5,.600,0.3,0.5,31,0,6-6,East Catholic HS,"Hartford, CT",8.7,35,0.8,0.9,Rohan Brown,F,1.6,,0.3," 1.6 Pts, 1.5 Reb, 0.0 Ast",la-salle,0.3,1.5,per_game,210
