,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,high_school,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
16,0.5,0.0,SO,1.1,.477,0.6,1.3,.459,0.5,1.1,.469,1.2,2.5,.905,0.6,0.6,33,0,6-2,Otsego HS,"Otsego, MI",11.6,4,0.0,0.7,Jared Klein,G,3.4,,0.2," 3.4 Pts, 1.1 Reb, 0.5 Ast",western-michigan,0.8,1.1,per_game,175
17,0.2,0.2,FR,0.7,.500,0.3,0.5,.379,0.7,1.9,.405,1.0,2.4,1.000,0.2,0.2,31,2,6-8,Notre Dame Prep,"West Bloomfield, MI",8.5,40,0.3,1.0,Kellen McCormick,F,2.8,,0.1," 2.8 Pts, 1.0 Reb, 0.2 Ast",western-michigan,0.2,1.0,per_game,215
18,2.2,0.9,JR,5.0,.558,4.4,7.8,.333,0.0,0.1,.556,4.4,7.9,.690,1.8,2.6,33,31,6-10,Lakewood St. Edward,"Bay Village, OH",24.5,40,2.4,2.7,Matt Stainbrook,C,10.6,,0.7," 10.6 Pts, 7.4 Reb, 2.2 Ast",xavier,1.8,7.4,per_game,270
19,0.5,0.1,SR,3.0,.561,3.2,5.7,.000,0.0,0.2,.541,3.2,5.9,.706,2.9,4.1,33,26,6-8,John Carroll School,"Bel Air, MD",24.9,31,2.0,2.8,Isaiah Philmore,F,9.3,,0.2," 9.3 Pts, 5.0 Reb, 0.5 Ast",xavier,1.4,5.0,per_game,230
20,1.3,0.2,SO,2.4,.491,3.5,7.0,.293,0.8,2.8,.435,4.3,9.8,.772,3.2,4.1,33,33,6-4,Easley HS,"Easley, SC",30.1,32,0.7,2.1,Spencer Collins,G,12.5,,0.6," 12.5 Pts, 3.1 Reb, 1.3 Ast",wofford,1.4,3.1,per_game,195
21,2.0,0.2,JR,5.6,.494,4.0,8.1,.200,0.1,0.5,.479,4.1,8.5,.672,2.8,4.2,33,33,6-6,Glenbard East,"Lombard, IL",31.8,34,2.9,2.0,Lee Skinner,F,11.1,,0.9," 11.1 Pts, 8.5 Reb, 2.0 Ast",wofford,2.0,8.5,per_game,220
22,0.3,0.2,SO,1.0,.722,0.4,0.5,.120,0.1,0.7,.372,0.5,1.2,.412,0.2,0.5,35,0,6-4,Heights HS,"Wichita, KS",12.4,3,0.8,1.5,Evan Wessel,G,1.2,,0.3," 1.2 Pts, 1.9 Reb, 0.3 Ast",wichita-state,0.4,1.9,per_game,218
23,0.2,0.6,SO,1.0,.396,0.7,1.7,,0.0,0.0,.396,0.7,1.7,.667,0.4,0.7,32,0,6-7,St. Rita of Cascia,"Chicago, IL",9.8,34,0.8,1.8,A.J. Avery,F,1.8,,0.2," 1.8 Pts, 1.8 Reb, 0.2 Ast",western-michigan,0.5,1.8,per_game,205
24,1.2,0.2,SO,2.5,.387,0.4,0.9,.077,0.0,0.4,.295,0.4,1.3,.542,0.4,0.7,33,9,6-5,Rochester HS,"Rochester, MI",16.9,32,0.8,1.8,Taylor Perry,G,1.2,,0.5," 1.2 Pts, 3.2 Reb, 1.2 Ast",western-michigan,1.0,3.2,per_game,200
25,4.7,0.0,JR,1.6,.429,1.2,2.8,.371,1.2,3.3,.398,2.4,6.1,.847,1.6,1.8,32,29,6-0,South,"Bloomington, IN",31.2,11,0.3,2.7,Dee Davis,G,7.7,,1.2," 7.7 Pts, 1.8 Reb, 4.7 Ast",xavier,1.9,1.8,per_game,170
26,0.9,0.0,FR,1.4,.351,0.4,1.1,.331,1.2,3.6,.335,1.6,4.7,.667,0.9,1.3,34,2,6-2,Notre Dame Prep (MA),"Plainfield, NJ",17.9,15,0.1,1.3,Myles Davis,G,5.3,,0.4," 5.3 Pts, 1.5 Reb, 0.9 Ast",xavier,0.6,1.5,per_game,195
27,2.5,0.0,FR,1.5,.400,1.0,2.4,.457,1.4,3.0,.432,2.4,5.5,.692,1.2,1.7,31,26,5-11,Grandview HS,"Aurora, CO",26.6,5,0.3,1.4,Eric Garcia,G,7.3,,0.6," 7.3 Pts, 1.8 Reb, 2.5 Ast",wofford,0.9,1.8,per_game,181
28,0.8,0.2,SO,1.5,.517,2.4,4.6,.000,0.0,0.1,.510,2.4,4.6,.448,0.8,1.8,33,9,6-6,Northside Christian HS,"Charlotte, NC",18.0,24,1.8,2.6,Justin Gordon,F,5.5,,0.5," 5.5 Pts, 3.3 Reb, 0.8 Ast",wofford,1.2,3.3,per_game,205
29,0.3,0.0,FR,0.3,.154,0.1,0.5,.286,0.3,1.0,.244,0.4,1.5,1.000,0.1,0.1,28,0,6-7,Klein Forest,"Houston, TX",4.9,1,0.3,0.4,Derail Green,F,1.1,,0.1," 1.1 Pts, 0.6 Reb, 0.3 Ast",wichita-state,0.3,0.6,per_game,215
30,0.4,0.1,FR,0.7,.714,0.8,1.2,.400,0.2,0.4,.632,1.0,1.6,.429,0.3,0.6,12,0,6-5,Lake Forest Academy,"Antioch, IL",4.5,35,0.4,0.4,Charles Harris,G,2.4,,0.1," 2.4 Pts, 1.1 Reb, 0.4 Ast",western-michigan,0.3,1.1,per_game,195
31,0.2,0.7,SO,2.6,.611,1.3,2.1,.380,0.6,1.5,.516,1.9,3.6,.550,0.3,0.6,34,1,6-10,Maine Central Institute (ME),"Evanston, IL",12.4,2,1.3,1.8,James Farr,F,4.6,,0.4," 4.6 Pts, 3.9 Reb, 0.2 Ast",xavier,0.5,3.9,per_game,247
32,0.5,0.0,FR,1.2,.493,1.0,2.0,.384,0.8,2.2,.436,1.8,4.2,.677,0.6,0.9,33,6,6-3,Christ School (NC),"Johnson City, TN",13.3,20,0.3,1.7,Jaylen Allen,G,5.2,,0.8," 5.2 Pts, 1.5 Reb, 0.5 Ast",wofford,0.8,1.5,per_game,180
33,0.1,0.0,FR,0.3,.000,0.0,0.1,.167,0.0,0.2,.111,0.0,0.4,.647,0.4,0.7,25,0,5-10,Putnam City North HS,"Oklahoma City, OK",2.6,14,0.0,0.4,John Robert Simon,G,0.6,,0.0," 0.6 Pts, 0.3 Reb, 0.1 Ast",wichita-state,0.3,0.3,per_game,171
34,0.0,0.0,FR,0.3,.667,0.2,0.3,.200,0.2,0.8,.333,0.4,1.2,.500,0.2,0.4,18,0,6-2,Kalamazoo Central,"Kalamazoo, MI",3.3,00,0.1,0.3,Von Washington,G,1.2,,0.1," 1.2 Pts, 0.3 Reb, 0.0 Ast",western-michigan,0.2,0.3,per_game,175
35,0.1,0.5,FR,2.2,.533,1.6,3.0,,0.0,0.0,.533,1.6,3.0,.625,0.6,1.0,31,3,6-10,Brewster Academy (NH),"Detroit, MI",12.9,1,1.6,2.5,Jalen Reynolds,F,3.8,,0.2," 3.8 Pts, 3.8 Reb, 0.1 Ast",xavier,0.5,3.8,per_game,232
36,0.4,0.2,SO,1.7,.587,1.9,3.3,.333,0.0,0.1,.580,2.0,3.4,.500,0.5,0.9,33,13,6-7,Cretin-Derham Hall HS,"St. Paul, MN",19.8,31,1.4,2.0,C.J. Neumann,F,4.4,,0.4," 4.4 Pts, 3.2 Reb, 0.4 Ast",wofford,0.5,3.2,per_game,230
37,0.2,0.0,FR,0.3,.000,0.0,0.2,.250,0.0,0.2,.125,0.0,0.3,.000,0.0,0.1,24,0,6-6,Goddard Eisenhower HS,"Wichita, KS",2.1,5,0.0,0.3,Zach Bush,F,0.1,,0.0," 0.1 Pts, 0.3 Reb, 0.2 Ast",wichita-state,0.3,0.3,per_game,200
38,0.5,0.0,JR,0.0,.571,0.4,0.6,.143,0.1,0.6,.357,0.5,1.3,.750,0.8,1.1,11,0,6-3,Central Catholic,"Bloomington, IL",4.0,3,0.3,0.3,Hayden Hoerdemann,G,1.8,,0.3," 1.8 Pts, 0.3 Reb, 0.5 Ast",western-michigan,0.1,0.3,per_game,195
39,0.1,0.2,FR,0.4,.438,0.3,0.7,.000,0.0,0.1,.389,0.3,0.8,.714,0.2,0.3,24,0,6-8,St. John's NW Military Academy,"Gornja Vrba, Croatia",5.5,31,0.4,1.0,Mario Matasovic,F,0.8,,0.1," 0.8 Pts, 0.8 Reb, 0.1 Ast",western-michigan,0.5,0.8,per_game,215
40,1.3,0.0,FR,1.0,.411,0.9,2.1,.192,0.1,0.8,.354,1.0,2.9,.636,0.4,0.6,34,6,6-2,Inglewood,"Inglewood, CA",13.3,3,0.3,1.1,Brandon Randolph,G,2.6,2013,0.3," 2.6 Pts, 1.3 Reb, 1.3 Ast",xavier,0.7,1.3,per_game,189
41,1.0,0.1,JR,0.9,.524,0.4,0.7,.353,0.2,0.5,.447,0.5,1.2,.737,0.5,0.6,31,5,6-2,Wando,"Mt. Pleasant, SC",11.4,3,0.3,1.1,John Swinton,G,1.7,,0.4," 1.7 Pts, 1.1 Reb, 1.0 Ast",wofford,0.4,1.1,per_game,190
42,0.0,0.0,JR,0.2,1.000,0.1,0.1,.000,0.0,0.2,.333,0.1,0.3,,0.0,0.0,9,0,6-5,Lincoln Park,"Chicago, IL",1.6,20,0.0,0.3,Tim Brennan,G,0.2,,0.1," 0.2 Pts, 0.2 Reb, 0.0 Ast",western-michigan,0.3,0.2,per_game,200
43,0.1,0.3,SR,0.9,.579,0.5,0.8,,0.0,0.0,.579,0.5,0.8,.333,0.3,0.9,24,8,6-8,St. Xavier,"Cincinnati, OH",6.9,35,0.4,0.9,Erik Stenger,F,1.2,,0.2," 1.2 Pts, 1.3 Reb, 0.1 Ast",xavier,0.3,1.3,per_game,207
44,0.1,0.0,SR,1.2,.514,0.6,1.1,,0.0,0.0,.514,0.6,1.1,.563,0.3,0.5,31,11,6-8,Butler,"Charlotte, NC",8.8,14,0.6,1.0,Aerris Smith,F,1.5,,0.1," 1.5 Pts, 1.8 Reb, 0.1 Ast",wofford,0.2,1.8,per_game,240
45,0.3,0.0,FR,0.4,.400,0.3,0.7,.000,0.0,0.3,.286,0.3,1.0,1.000,0.1,0.1,7,0,6-6,South Kent School (CT),"Brooklyn, NY",3.3,24,0.1,0.0,Kamall Richards,F,0.7,,0.3," 0.7 Pts, 0.6 Reb, 0.3 Ast",xavier,0.3,0.6,per_game,210
46,1.9,0.2,JR,1.3,.385,0.5,1.3,.067,0.1,0.8,.268,0.6,2.1,.765,0.7,0.9,20,7,6-4,Cheverus,,12.8,11,0.1,1.6,Indiana Faithfull,G,1.8,,0.4," 1.8 Pts, 1.4 Reb, 1.9 Ast",wofford,1.1,1.4,per_game,200
47,0.0,0.0,SR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,.500,0.2,0.4,5,0,5-9,St. Xavier,"Cincinnati, OH",1.0,14,0.0,0.2,Tim Whelan,G,0.2,,0.0," 0.2 Pts, 0.0 Reb, 0.0 Ast",xavier,0.2,0.0,per_game,160
48,0.1,0.1,SO,0.5,.429,0.2,0.4,.381,0.5,1.2,.393,0.6,1.6,.500,0.1,0.2,17,0,6-8,Massnutten Military Academy,"Parkersburg, WV",5.5,22,0.2,0.7,Zac Grossenbacher,F,1.9,,0.1," 1.9 Pts, 0.7 Reb, 0.1 Ast",wofford,0.2,0.7,per_game,220
49,0.3,0.3,SR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3,0,6-4,Mount Carmel,"Chicago, IL",1.3,22,0.0,0.3,Landen Amos,G,0.0,,0.3," 0.0 Pts, 0.0 Reb, 0.3 Ast",xavier,0.3,0.0,per_game,185
50,0.0,0.0,SO,0.3,1.000,0.3,0.3,.000,0.0,0.2,.600,0.3,0.5,1.000,0.6,0.6,10,0,6-6,Christ School,"Williamsburg, VA",3.0,4,0.2,0.5,Zach Korkowski,F,1.2,,0.1," 1.2 Pts, 0.5 Reb, 0.0 Ast",wofford,0.5,0.5,per_game,205
51,0.0,0.0,SO,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,5,0,6-6,Plainfield South HS,"Plainfield, IL",1.2,32,0.0,0.2,Kevin Coker,F,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",xavier,0.0,0.0,per_game,200
52,0.3,0.0,FR,0.0,.000,0.0,0.2,.167,0.1,0.6,.125,0.1,0.8,,0.0,0.0,10,0,6-2,Wando HS,"Mount Pleasant, SC",2.7,40,0.0,0.2,Eric Wagenlander,G,0.3,,0.0," 0.3 Pts, 0.0 Reb, 0.3 Ast",wofford,0.2,0.0,per_game,180
53,0.0,0.0,FR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,.000,0.0,0.3,7,0,6-6,Lakewood St. Edward HS,"Bay Village, OH",1.6,21,0.0,0.1,Tim Stainbrook,F,0.0,,0.1," 0.0 Pts, 0.0 Reb, 0.0 Ast",xavier,0.0,0.0,per_game,200
54,0.3,0.1,FR,0.1,.250,0.1,0.4,,0.0,0.0,.250,0.1,0.4,.000,0.0,0.6,10,0,6-1,Lower Richland,"Columbia, SC",2.8,12,0.2,0.5,Jeremiah Tate,G,0.2,,0.0," 0.2 Pts, 0.3 Reb, 0.3 Ast",wofford,0.3,0.3,per_game,180
55,1.3,1.7,JR,4.2,.582,4.2,7.2,.378,1.0,2.6,.528,5.2,9.8,.765,2.7,3.5,38,38,7-0,Benet Academy,"Lisle, IL",27.2,44,2.1,2.5,Frank Kaminsky,C,13.9,,0.7," 13.9 Pts, 6.3 Reb, 1.3 Ast",wisconsin,1.0,6.3,per_game,242
56,1.3,0.1,SR,3.7,.465,1.6,3.4,.393,2.5,6.4,.418,4.1,9.8,.899,2.1,2.3,38,38,6-1,Mundelein,"Hawthorn Woods, IL",34.7,1,0.8,0.9,Ben Brust,G,12.8,,0.8," 12.8 Pts, 4.5 Reb, 1.3 Ast",wisconsin,0.7,4.5,per_game,196
57,3.9,0.2,SR,3.8,.526,3.3,6.3,.389,2.0,5.1,.464,5.3,11.3,.823,6.7,8.2,31,31,6-4,Hayward HS,"Oakland, CA",33.3,15,0.4,2.3,Davion Berry,G,19.2,,1.0," 19.2 Pts, 4.2 Reb, 3.9 Ast",weber-state,2.8,4.2,per_game,185
58,1.4,0.6,SO,4.4,.550,3.3,6.0,.326,1.1,3.4,.469,4.4,9.4,.686,2.5,3.6,38,38,6-9,Sheboygan Lutheran,"Sheboygan, WI",29.8,15,1.7,1.4,Sam Dekker,F,12.4,2012,0.8," 12.4 Pts, 6.1 Reb, 1.4 Ast",wisconsin,1.1,6.1,per_game,230
59,4.0,0.1,JR,3.3,.419,2.3,5.5,.382,0.9,2.3,.408,3.2,7.9,.772,3.4,4.4,38,38,6-3,South,"Westerville, OH",30.8,12,0.5,2.3,Traevon Jackson,G,10.7,,0.7," 10.7 Pts, 3.8 Reb, 4.0 Ast",wisconsin,2.2,3.8,per_game,207
60,0.7,1.8,SR,3.4,.594,4.7,7.9,,0.0,0.0,.594,4.7,7.9,.702,2.1,3.0,31,31,6-10,Scottsdale Horizon,"Scottsdale, AZ",27.3,44,1.3,2.8,Kyle Tresnak,C,11.5,,0.5," 11.5 Pts, 4.7 Reb, 0.7 Ast",weber-state,1.5,4.7,per_game,240
61,1.9,0.2,JR,3.4,.435,1.0,2.2,.431,1.2,2.9,.433,2.2,5.1,.868,3.1,3.6,38,38,6-4,Port Washington,"Port Washington, WI",33.4,21,0.6,2.6,Josh Gasser,G,8.8,,0.7," 8.8 Pts, 4.0 Reb, 1.9 Ast",wisconsin,0.8,4.0,per_game,192
62,2.2,0.2,FR,2.0,.511,1.5,2.8,.405,2.0,4.9,.444,3.5,7.8,.765,2.0,2.6,31,31,6-2,Bowie HS,"Arlington, TX",29.7,30,0.2,2.2,Jeremy Senglin,G,10.9,,0.7," 10.9 Pts, 2.2 Reb, 2.2 Ast",weber-state,1.5,2.2,per_game,185
63,0.9,0.5,FR,1.9,.510,2.6,5.1,,0.0,0.0,.510,2.6,5.1,.585,2.5,4.3,38,0,6-8,Whitmer HS,"Toledo, OH",17.4,10,0.9,2.6,Nigel Hayes,F,7.7,,0.8," 7.7 Pts, 2.8 Reb, 0.9 Ast",wisconsin,1.2,2.8,per_game,235
64,0.6,0.8,SO,7.4,.485,2.7,5.6,1.000,0.0,0.0,.488,2.8,5.7,.729,3.1,4.3,30,28,6-9,Keller HS,"Fort Worth, TX",30.1,21,3.6,2.5,Joel Bolomboy,F,8.7,,0.5," 8.7 Pts, 11.0 Reb, 0.6 Ast",weber-state,1.5,11.0,per_game,230
65,2.7,0.1,SO,4.5,.434,2.9,6.6,.370,1.2,3.2,.413,4.1,9.8,.875,3.4,3.9,37,37,6-5,Greater Atlanta Christian,"Atlanta, GA",31.4,15,0.9,1.9,Malcolm Brogdon,G,12.7,2011,1.2," 12.7 Pts, 5.4 Reb, 2.7 Ast",virginia,1.4,5.4,per_game,217
66,1.1,0.1,FR,0.8,.604,0.8,1.3,.328,0.6,1.8,.443,1.4,3.1,.750,0.2,0.2,37,0,6-4,Aquinas HS,"La Crosse, WI",15.5,24,0.5,1.4,Bronson Koenig,G,3.5,2013,0.3," 3.5 Pts, 1.2 Reb, 1.1 Ast",wisconsin,0.5,1.2,per_game,190
67,2.5,0.1,SR,2.0,.405,0.5,1.2,.345,1.6,4.8,.357,2.1,6.0,.685,1.2,1.7,31,28,6-1,Merrill F. West (CA),"Lewisville, TX",29.0,5,0.3,1.8,Jordan Richardson,G,7.1,,0.5," 7.1 Pts, 2.3 Reb, 2.5 Ast",weber-state,1.6,2.3,per_game,180
68,2.3,0.2,SR,2.4,.487,2.1,4.3,.400,1.9,4.9,.441,4.0,9.1,.640,2.0,3.1,37,37,6-6,Chelan,"Chelan, WA",28.8,12,0.6,2.4,Joe Harris ,G,12.0,,0.9," 12.0 Pts, 2.9 Reb, 2.3 Ast",virginia,1.3,2.9,per_game,225
69,0.3,0.0,JR,1.0,.634,0.7,1.1,.366,0.4,1.1,.500,1.1,2.2,.714,0.3,0.4,38,0,6-10,Deerfield,"Deerfield, IL",8.1,13,0.5,0.8,Duje Dukan,F,2.8,,0.1," 2.8 Pts, 1.5 Reb, 0.3 Ast",wisconsin,0.2,1.5,per_game,218
70,2.2,0.2,FR,2.5,.457,1.9,4.1,.485,0.5,1.1,.463,2.4,5.2,.638,1.6,2.6,31,3,6-4,Marcos De Niza HS,"Tempe, AZ",22.7,23,0.4,1.8,Richaud Gittens,G,6.9,,0.6," 6.9 Pts, 2.9 Reb, 2.2 Ast",weber-state,1.9,2.9,per_game,190
71,0.4,0.5,SO,2.7,.587,3.0,5.1,,0.0,0.0,.587,3.0,5.1,.627,2.6,4.1,37,6,6-8,Charlotte Christian School,"High Point, NC",19.8,13,1.3,2.1,Anthony Gill,F,8.6,,0.3," 8.6 Pts, 4.0 Reb, 0.4 Ast",virginia,1.1,4.0,per_game,230
72,0.0,0.0,SR,0.2,.500,0.1,0.3,.667,0.1,0.2,.571,0.3,0.5,1.000,0.1,0.1,14,0,6-6,Linn-Mar,"Marion, IA",1.9,34,0.1,0.1,Zach Bohannon,F,0.9,,0.1," 0.9 Pts, 0.4 Reb, 0.0 Ast",wisconsin,0.0,0.4,per_game,206
73,0.5,0.5,FR,2.1,.518,1.4,2.7,.438,0.2,0.5,.505,1.6,3.3,.714,1.1,1.6,31,2,6-7,Humble HS,"Humble, TX",18.3,35,1.4,3.0,Kyndahl Hill,F,4.6,,0.2," 4.6 Pts, 3.5 Reb, 0.5 Ast",weber-state,0.9,3.5,per_game,218
74,1.5,0.8,SO,2.5,.493,1.8,3.6,.294,0.8,2.8,.407,2.6,6.4,.716,1.8,2.6,37,5,6-6,Montrose Christian,"Montross, VA",21.6,1,0.7,1.6,Justin Anderson,G,7.8,2012,0.4," 7.8 Pts, 3.2 Reb, 1.5 Ast",virginia,1.4,3.2,per_game,227
75,0.1,0.0,FR,0.2,.000,0.0,0.3,.250,0.1,0.4,.143,0.1,0.6,.571,0.4,0.6,11,0,6-3,Phillips Exeter Academy (NH),"Pasadena, CA",2.3,11,0.1,0.5,Jordan Hill,G,0.6,,0.0," 0.6 Pts, 0.3 Reb, 0.1 Ast",wisconsin,0.2,0.3,per_game,170
76,0.6,0.1,JR,0.9,.462,0.2,0.5,.400,0.6,1.4,.417,0.8,1.9,.750,0.4,0.5,25,0,6-5,Hamilton,"Los Angeles, CA",9.2,32,0.0,1.0,Royce Williams,G,2.5,,0.1," 2.5 Pts, 0.9 Reb, 0.6 Ast",weber-state,0.4,0.9,per_game,195
77,1.2,0.6,SR,5.1,.565,2.8,5.0,.000,0.0,0.0,.561,2.8,5.1,.427,1.1,2.6,37,36,6-8,Charlotte Christian School,"Charlotte, NC",25.7,25,1.9,1.9,Akil Mitchell,F,6.8,,0.8," 6.8 Pts, 7.0 Reb, 1.2 Ast",virginia,1.3,7.0,per_game,235
78,0.2,0.0,FR,0.9,.273,0.2,0.8,,0.0,0.0,.273,0.2,0.8,.000,0.0,0.2,14,0,6-8,Bowling Green HS,"Bowling Green, OH",3.1,30,0.0,0.4,Vitto Brown,F,0.4,,0.0," 0.4 Pts, 0.9 Reb, 0.2 Ast",wisconsin,0.1,0.9,per_game,237
79,0.0,0.1,SR,0.8,.818,0.4,0.5,.421,0.4,0.9,.567,0.8,1.4,.250,0.0,0.2,21,1,6-7,St. Mary's,"Phoenix, AZ",5.7,25,0.1,0.8,Byron Fulton,F,2.0,,0.1," 2.0 Pts, 1.0 Reb, 0.0 Ast",weber-state,0.3,1.0,per_game,235
80,0.3,1.1,SO,1.9,.483,2.6,5.5,.333,0.0,0.1,.481,2.7,5.6,.679,1.0,1.5,37,28,6-11,Blair Academy (NJ),"Monroe, NY",18.1,10,1.9,2.0,Mike Tobey,F,6.4,2012,0.2," 6.4 Pts, 3.8 Reb, 0.3 Ast",virginia,0.9,3.8,per_game,253
81,0.1,0.2,JR,0.2,.500,0.1,0.1,.250,0.1,0.3,.333,0.1,0.4,,0.0,0.0,14,0,6-10,Eau Claire North,"Kenosha, WI",2.6,32,0.0,0.6,Evan Anderson,C,0.4,2010,0.0," 0.4 Pts, 0.2 Reb, 0.1 Ast",wisconsin,0.1,0.2,per_game,245
