,Rank,Seed,Team,Conference,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM
265,266.0,286,Cal St. Bakersfield,WAC,12-19,-8.7,96.2,104.9,64.9,-0.063,-3.58,101.9,105.4,2.55
266,267.0,265,LIU,NEC,15-18,-8.71,97.4,106.1,72.8,0.017,-6.28,100.1,106.4,-0.08
267,268.0,213,Loyola MD,Pat,15-17,-8.75,100.4,109.1,71.0,0.018,-6.87,99.9,106.7,-7.3
268,269.0,331,Manhattan,MAAC,13-18,-8.76,92.8,101.6,65.8,-0.011,-5.62,98.6,104.3,-4.38
269,270.0,251,Northwestern St.,Slnd,15-15,-8.87,98.3,107.1,72.4,0.015,-7.15,100.0,107.2,5.85
270,271.0,288,Milwaukee,Horz,12-19,-8.89,96.0,104.9,69.5,-0.015,-5.12,100.6,105.7,-3.09
271,272.0,319,North Carolina Central,MEAC,18-13,-9.0,94.2,103.2,66.6,0.065,-8.95,97.3,106.3,6.55
272,273.0,241,Weber St.,BSky,12-20,-9.09,98.8,107.9,67.6,0.015,0.04,102.3,102.2,5.18
273,274.0,198,Cornell,Ivy,7-20,-9.1,101.2,110.3,65.2,-0.105,-0.05,101.7,101.8,-0.27
274,275.0,144,UMass Lowell,AE,13-19,-9.15,104.4,113.6,70.3,-0.036,-6.19,97.8,104.0,-5.29
275,276.0,172,McNeese St.,Slnd,15-17,-9.32,103.0,112.3,69.0,-0.039,-6.68,99.2,105.9,7.69
276,277.0,208,Elon,CAA,13-21,-9.35,100.6,110.0,66.2,-0.013,-2.08,102.2,104.3,1.1
277,278.0,237,Texas Southern,SWAC,16-16,-9.42,99.1,108.6,72.9,0.086,-5.49,97.6,103.1,14.38
278,279.0,313,Southern Miss,CUSA,9-22,-9.44,94.4,103.8,67.2,-0.01,2.47,104.7,102.2,9.01
279,280.0,297,Eastern Kentucky,OVC,16-17,-9.46,95.4,104.9,74.5,0.07,-5.4,99.9,105.3,1.05
280,281.0,333,Jackson St.,SWAC,15-17,-9.55,92.8,102.3,68.7,-0.012,-7.8,97.1,104.9,7.6
281,282.0,316,Albany,AE,14-18,-9.55,94.3,103.9,68.5,0.011,-5.6,99.1,104.7,-4.51
282,283.0,256,Central Arkansas,Slnd,10-21,-9.56,98.0,107.6,73.2,-0.021,-2.02,101.9,104.0,12.93
283,284.0,289,North Alabama,ASun,13-17,-9.57,96.0,105.6,70.1,-0.011,-5.38,99.5,104.9,0.59
284,285.0,293,Jacksonville St.,OVC,13-19,-9.67,95.8,105.5,68.1,-0.078,-8.0,98.9,106.9,-2.74
285,286.0,314,Portland,WCC,9-23,-9.93,94.4,104.3,69.3,-0.015,1.74,103.7,102.0,-4.31
286,287.0,335,North Carolina A&T,MEAC,17-15,-10.07,92.3,102.4,73.7,0.068,-8.66,97.1,105.7,4.11
287,288.0,255,Stetson,ASun,16-17,-10.22,98.1,108.3,63.2,0.083,-5.43,99.4,104.8,-2.55
288,289.0,186,Fairleigh Dickinson,NEC,11-19,-10.23,102.1,112.4,68.9,-0.027,-4.93,99.4,104.3,3.47
289,290.0,262,San Jose St.,MWC,7-24,-10.31,97.5,107.8,73.3,0.009,4.69,106.0,101.3,2.3
290,291.0,206,Idaho St.,BSky,8-22,-10.37,100.8,111.1,67.4,0.008,-0.26,102.4,102.7,4.22
291,292.0,298,Bethune Cookman,MEAC,16-14,-10.39,95.4,105.8,73.0,0.012,-9.66,96.1,105.7,1.58
292,293.0,284,Troy,SB,9-22,-10.43,96.2,106.6,69.3,-0.027,-0.83,102.3,103.1,-2.74
293,294.0,274,Evansville,MVC,9-23,-10.56,96.9,107.4,67.6,0.015,0.3,103.0,102.7,-4.81
294,295.0,264,Middle Tennessee,CUSA,8-23,-10.66,97.5,108.2,69.8,0.003,0.97,102.7,101.7,4.27
295,296.0,307,NJIT,ASun,9-21,-11.07,94.7,105.8,66.9,-0.079,-4.0,100.5,104.5,0.65
296,297.0,320,Long Beach St.,BW,11-21,-11.08,94.2,105.3,70.9,0.08,0.81,102.8,101.9,7.78
297,298.0,281,Mount St. Mary's,NEC,11-21,-11.1,96.4,107.5,63.2,-0.074,-6.02,99.8,105.8,-2.64
298,299.0,302,Columbia,Ivy,6-24,-11.27,95.2,106.5,69.1,-0.13,-0.8,101.6,102.4,-2.23
299,300.0,218,Niagara,MAAC,12-20,-11.54,100.1,111.6,66.0,0.068,-2.97,99.4,102.3,3.87
300,301.0,344,Fairfield,MAAC,12-20,-11.59,90.1,101.6,63.2,0.045,-4.52,99.6,104.2,-1.19
301,302.0,243,UNC Asheville,BSth,15-16,-11.61,98.7,110.3,71.0,0.017,-9.29,99.5,108.8,-3.42
302,303.0,317,Texas A&M Corpus Chris,Slnd,14-18,-11.71,94.3,106.0,65.7,0.029,-6.58,99.6,106.2,0.37
303,304.0,269,Lehigh,Pat,11-21,-11.72,97.0,108.8,68.4,0.046,-2.26,102.2,104.4,5.4
304,305.0,303,Denver,Sum,7-24,-11.75,95.0,106.8,70.9,-0.044,-1.67,103.2,104.9,-0.59
305,306.0,221,Detroit,Horz,8-23,-11.84,99.9,111.7,69.3,-0.031,-2.12,101.7,103.8,4.31
306,307.0,308,St. Francis NY,NEC,13-18,-11.9,94.6,106.5,70.3,0.024,-7.0,98.8,105.8,-5.94
307,308.0,135,Hampton,BSth,15-19,-11.95,104.8,116.7,70.9,0.041,-5.58,99.8,105.4,1.66
308,309.0,328,Grambling St.,SWAC,17-15,-11.99,93.1,105.1,68.7,0.046,-9.04,96.6,105.6,5.03
309,310.0,340,Florida Gulf Coast,ASun,10-22,-12.02,91.2,103.3,66.1,-0.032,-3.89,100.2,104.1,1.03
310,311.0,230,James Madison,CAA,9-21,-12.11,99.5,111.6,72.1,-0.016,-3.35,100.8,104.1,-3.99
311,312.0,337,UNC Wilmington,CAA,10-22,-12.4,92.1,104.5,68.5,0.019,-1.37,103.2,104.5,1.96
312,313.0,329,Cleveland St.,Horz,11-21,-12.83,92.9,105.7,67.1,0.048,-2.37,101.8,104.1,3.41
313,314.0,311,Florida A&M,MEAC,12-15,-12.85,94.4,107.3,68.6,0.1,-6.28,97.9,104.2,8.42
314,315.0,301,Cal Poly,BW,7-23,-13.25,95.2,108.5,68.3,-0.038,-0.34,103.0,103.3,6.25
315,316.0,309,Morehead St.,OVC,13-19,-13.52,94.6,108.1,67.3,-0.001,-7.49,98.6,106.1,-4.35
316,317.0,343,Marist,MAAC,7-23,-13.59,90.2,103.8,65.2,-0.105,-6.9,97.8,104.7,-8.93
317,318.0,296,Charleston Southern,BSth,14-18,-13.61,95.4,109.1,66.9,0.033,-7.88,99.6,107.5,0.67
318,319.0,339,Longwood,BSth,14-18,-13.82,91.3,105.1,67.8,-0.001,-9.51,98.4,107.9,-6.18
319,320.0,330,Maine,AE,9-22,-13.91,92.9,106.8,65.9,-0.03,-3.08,99.6,102.7,0.48
320,321.0,245,Samford,SC,10-23,-14.01,98.6,112.6,72.8,0.008,0.07,103.5,103.4,0.08
321,322.0,327,Morgan St.,MEAC,15-16,-14.26,93.2,107.5,69.6,0.039,-10.67,96.2,106.9,-0.52
322,323.0,332,Idaho,BSky,8-24,-14.29,92.8,107.1,68.9,-0.023,-1.35,102.2,103.6,-1.61
323,324.0,271,Alcorn St.,SWAC,15-15,-14.36,96.9,111.3,70.1,0.037,-8.46,95.1,103.6,9.06
324,325.0,295,USC Upstate,BSth,13-20,-15.34,95.5,110.8,69.2,0.036,-6.31,100.4,106.7,1.57
325,326.0,233,New Orleans,Slnd,9-21,-15.51,99.3,114.8,69.8,-0.044,-4.21,100.6,104.8,15.78
326,327.0,346,Coppin St.,MEAC,11-20,-15.66,89.6,105.3,73.4,0.038,-7.96,97.5,105.5,2.53
327,328.0,231,IUPUI,Horz,7-25,-16.18,99.4,115.6,70.8,-0.068,-3.07,100.5,103.6,1.27
328,329.0,266,Wagner,NEC,8-21,-16.64,97.3,113.9,67.5,-0.024,-5.43,98.9,104.4,2.13
329,330.0,250,Western Illinois,Sum,5-21,-16.68,98.3,115.0,71.3,-0.082,-3.06,102.5,105.5,-4.75
330,331.0,334,Tennessee Tech,OVC,9-22,-16.73,92.5,109.3,66.9,0.025,-5.01,100.6,105.6,2.09
331,332.0,350,Alabama St.,SWAC,8-24,-17.19,86.2,103.4,69.7,-0.022,-5.47,98.7,104.2,10.67
332,333.0,224,Binghamton,AE,10-19,-17.22,99.7,116.9,68.6,0.073,-4.46,99.6,104.1,-1.86
333,334.0,305,The Citadel,SC,6-24,-17.25,94.9,112.2,73.7,0.02,0.01,103.2,103.1,-2.59
334,335.0,272,Presbyterian,BSth,10-22,-17.47,96.9,114.4,66.9,0.005,-6.95,99.5,106.4,-2.03
335,336.0,338,Southeastern Louisiana,Slnd,8-23,-17.62,92.0,109.6,72.1,-0.008,-4.86,100.3,105.2,4.94
336,337.0,336,SIU Edwardsville,OVC,8-23,-17.72,92.3,110.0,69.0,-0.034,-5.97,100.5,106.5,-0.36
337,338.0,128,Tennessee Martin,OVC,9-20,-17.82,105.1,122.9,68.7,0.045,-4.8,100.1,104.9,4.71
338,339.0,306,South Carolina St.,MEAC,11-18,-18.29,94.9,113.2,67.4,0.014,-10.23,95.9,106.1,0.68
339,340.0,324,Southeast Missouri St.,OVC,7-24,-19.0,94.0,113.0,67.6,-0.016,-5.99,99.7,105.7,-0.78
340,341.0,310,High Point,BSth,9-23,-19.07,94.5,113.6,66.4,0.035,-5.06,101.0,106.1,3.44
341,342.0,175,Houston Baptist,Slnd,4-25,-19.38,102.9,122.3,76.1,0.002,-3.12,101.0,104.1,13.24
342,343.0,348,Alabama A&M,SWAC,8-22,-20.22,87.9,108.2,67.7,0.014,-8.13,96.3,104.5,2.36
343,344.0,291,Holy Cross,Pat,3-29,-21.34,95.9,117.3,68.3,-0.042,-3.21,100.7,103.9,0.04
344,345.0,341,Incarnate Word,Slnd,9-22,-22.46,90.3,112.8,66.1,0.066,-6.92,99.3,106.3,-2.27
345,346.0,323,Delaware St.,MEAC,6-26,-23.11,94.1,117.2,74.7,-0.042,-10.56,95.0,105.6,-3.21
346,347.0,342,Central Connecticut,NEC,4-27,-23.67,90.3,114.0,69.5,-0.014,-4.23,100.1,104.3,1.42
347,348.0,353,Arkansas Pine Bluff,SWAC,4-26,-25.63,79.0,104.6,66.1,-0.008,-4.63,98.7,103.3,12.03
348,349.0,352,Maryland Eastern Shore,MEAC,5-27,-26.14,81.7,107.8,67.5,-0.024,-6.4,97.6,104.1,7.78
349,350.0,326,Howard,MEAC,4-29,-26.15,93.6,119.7,70.2,-0.015,-8.29,96.7,105.0,0.96
350,351.0,345,Mississippi Valley St.,SWAC,4-27,-27.87,89.8,117.6,77.1,-0.027,-6.01,97.8,103.9,5.14
351,352.0,351,Kennesaw St.,ASun,1-28,-28.71,83.5,112.2,68.2,-0.042,-1.74,102.0,103.7,4.1
352,353.0,349,Chicago St.,WAC,4-25,-33.99,86.9,120.8,69.0,-0.029,-3.64,100.6,104.3,-0.75
