,Rank,Seed,Team,Conference,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM
48,62.0,9,Tennessee,SEC,19-15,12.41,108.0,95.6,66.1,-0.013,9.07,108.6,99.6,6.45
49,63.0,10,Georgia,SEC,21-12,12.24,108.2,95.9,63.5,-0.003,5.83,106.2,100.4,-0.69
50,65.0,12,UAB,CUSA,22-9,11.64,108.8,97.2,61.8,0.025,2.16,104.3,102.1,-2.02
51,79.0,13,Princeton,Ivy,25-7,9.09,107.2,98.1,62.6,0.091,-0.72,104.0,104.7,0.33
52,84.0,14,Wofford,SC,21-13,8.17,112.3,104.2,63.2,-0.024,-0.59,104.0,104.6,6.96
53,89.0,13,Morehead St.,OVC,25-10,7.01,105.6,98.6,63.4,0.023,-2.89,102.2,105.1,2.66
54,90.0,12,Memphis,CUSA,25-10,6.98,104.5,97.6,67.6,0.117,2.11,104.8,102.7,-4.74
55,96.0,14,Bucknell,Pat,25-9,6.57,105.8,99.2,64.5,0.068,-3.41,102.7,106.1,1.56
56,108.0,14,Indiana St.,MVC,20-14,5.45,102.8,97.4,65.0,0.051,3.4,105.8,102.4,2.76
57,109.0,15,LIU Brooklyn,NEC,27-6,5.43,109.6,104.2,73.3,0.053,-6.02,99.7,105.8,-5.31
58,118.0,15,Akron,MAC,23-13,4.09,103.7,99.6,65.9,0.043,-1.7,102.5,104.2,-0.43
59,119.0,15,Northern Colorado,BSky,21-11,4.05,106.3,102.2,66.6,0.023,-2.41,102.4,104.8,2.87
60,132.0,15,UC Santa Barbara,BW,18-14,3.15,103.7,100.5,64.1,0.002,0.29,104.1,103.9,6.12
61,137.0,14,Saint Peter's,MAAC,20-14,2.73,95.2,92.5,64.1,0.073,0.88,103.2,102.3,4.62
62,150.0,16,UNC Asheville,BSth,20-14,1.91,101.9,100.0,67.4,-0.011,-3.97,101.1,105.1,7.07
63,170.0,16,Boston University,AE,21-14,-0.5,103.4,103.9,62.6,0.045,-4.62,100.5,105.1,0.49
64,208.0,16,Hampton,MEAC,24-9,-4.21,94.4,98.7,66.1,0.108,-10.7,97.4,108.1,-4.84
65,215.0,16,Arkansas Little Rock,SB,19-17,-4.53,101.1,105.6,64.1,0.032,-3.85,102.2,106.1,0.85
66,227.0,16,UTSA,Slnd,20-14,-5.32,101.8,107.1,66.7,0.085,-5.71,100.3,106.1,-1.85
67,303.0,16,Alabama St.,SWAC,17-18,-13.19,92.8,106.0,63.6,0.032,-11.26,94.9,106.1,6.29
