,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
10,0.0,0.0,SO,0.7,.333,0.2,0.5,,0.0,0.0,.333,0.2,0.5,.333,0.2,0.5,6,0,6-9,,2.3,4,0.2,0.3,Boubacar Coly,F,0.5,,0.2," 0.5 Pts, 0.8 Reb, 0.0 Ast",xavier,0.0,0.8,per_game,220
11,0.3,0.0,SO,0.3,,0.0,0.0,,0.0,0.0,,0.0,0.0,.750,0.8,1.0,4,0,,"Bedford, OH",2.0,22,0.0,0.0,Brandon Rice,C,0.8,,0.0," 0.8 Pts, 0.3 Reb, 0.3 Ast",xavier,0.5,0.3,per_game,170
12,0.4,0.0,SR,0.3,,0.0,0.0,.000,0.0,0.1,.000,0.0,0.1,,0.0,0.0,8,0,6-4,"Greenville, PA",2.8,32,0.0,0.4,Keenan Christiansen,G,0.0,,0.1," 0.0 Pts, 0.3 Reb, 0.4 Ast",xavier,0.1,0.3,per_game,200
13,0.0,0.0,JR,0.0,.000,0.0,0.5,,0.0,0.0,.000,0.0,0.5,,0.0,0.0,2,0,7-0,"Burlington, NC",1.5,41,0.0,0.0,Adam Simons,C,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",xavier,0.0,0.0,per_game,248
14,0.0,0.0,SO,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,5,0,6-7,"Cincinnati, OH",1.4,45,0.0,0.2,Kevin Waymire,F,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",xavier,0.4,0.0,per_game,220
15,1.7,0.2,JR,3.3,.486,6.6,13.6,.250,0.5,2.2,.453,7.2,15.8,.545,4.1,7.5,31,31,6-6,"Lockport, IL",33.4,42,2.4,1.3,Alando Tucker,G,19.0,,0.6," 19.0 Pts, 5.7 Reb, 1.7 Ast",wisconsin,2.0,5.7,per_game,205
16,1.4,0.2,JR,3.5,.490,2.4,4.9,.406,2.5,6.2,.443,4.9,11.1,.556,1.5,2.6,31,31,6-5,"Columbia, SC",29.0,12,2.2,1.6,Torrell Martin,G,13.8,,1.8," 13.8 Pts, 5.6 Reb, 1.4 Ast",winthrop,1.7,5.6,per_game,200
17,1.4,1.0,JR,3.9,.609,3.6,5.9,.352,1.0,2.9,.524,4.6,8.9,.661,2.5,3.8,31,31,6-10,,27.9,5,2.1,2.4,Craig Bradshaw,C,12.8,,0.5," 12.8 Pts, 6.0 Reb, 1.4 Ast",winthrop,2.0,6.0,per_game,242
18,1.2,0.4,SR,4.5,.515,5.0,9.7,.000,0.0,0.1,.512,5.0,9.7,.738,3.1,4.3,35,34,6-10,,28.0,45,2.1,2.4,Paul Miller,C,13.1,,0.4," 13.1 Pts, 6.6 Reb, 1.2 Ast",wichita-state,1.8,6.6,per_game,250
19,2.8,0.2,SO,2.2,.391,1.0,2.6,.442,2.6,5.9,.426,3.6,8.5,.851,2.1,2.5,35,28,6-3,"Denver, CO",29.0,0,0.6,1.5,Sean Ogirri,G,12.0,,0.7," 12.0 Pts, 2.8 Reb, 2.8 Ast",wichita-state,1.7,2.8,per_game,200
20,1.5,0.2,JR,4.3,.473,2.5,5.2,.429,1.2,2.8,.457,3.7,8.0,.818,2.8,3.5,35,34,6-8,"Plano, TX",27.8,32,1.5,2.1,Kyle Wilson,F,11.3,,0.5," 11.3 Pts, 5.8 Reb, 1.5 Ast",wichita-state,1.8,5.8,per_game,235
21,2.4,0.1,JR,2.4,.372,2.4,6.3,.399,2.2,5.4,.385,4.5,11.7,.829,3.0,3.6,31,31,6-2,"Minneapolis, MN",34.3,23,0.6,1.9,Kammron Taylor,G,14.2,,0.8," 14.2 Pts, 3.0 Reb, 2.4 Ast",wisconsin,2.6,3.0,per_game,175
22,1.4,0.8,SO,3.9,.564,3.1,5.5,.319,0.7,2.2,.494,3.8,7.8,.657,1.5,2.3,31,30,6-11,"Appleton, WI",24.1,32,2.0,2.4,Brian Butch,F,9.9,2003,0.7," 9.9 Pts, 6.0 Reb, 1.4 Ast",wisconsin,1.3,6.0,per_game,235
23,1.5,0.3,SR,1.4,.564,0.7,1.3,.362,1.5,4.1,.410,2.2,5.4,.688,0.4,0.5,31,31,6-8,"Milwaukee, WI",23.5,4,0.3,1.7,Ray Nixon,F,6.2,,0.4," 6.2 Pts, 1.7 Reb, 1.5 Ast",wisconsin,0.6,1.7,per_game,220
24,2.0,0.2,SO,2.2,.437,1.0,2.3,.391,0.9,2.2,.414,1.9,4.5,.767,1.5,1.9,31,2,6-2,"Madison, WI",24.5,22,1.0,2.0,Michael Flowers,G,6.1,,1.3," 6.1 Pts, 3.3 Reb, 2.0 Ast",wisconsin,1.3,3.3,per_game,183
25,1.8,0.6,JR,2.6,.433,1.3,2.9,.353,0.2,0.5,.421,1.5,3.5,.719,1.3,1.8,31,30,6-10,"New Berlin, WI",19.6,5,1.7,2.3,Jason Chappell,C,4.4,,0.5," 4.4 Pts, 4.3 Reb, 1.8 Ast",wisconsin,1.1,4.3,per_game,245
26,1.4,0.2,FR,2.7,.377,0.8,2.2,.276,0.3,0.9,.347,1.1,3.2,.700,1.1,1.6,31,0,6-7,"Sioux Falls, SD",16.3,45,1.5,2.3,Joe Krabbenhoft,F,3.6,2005,0.4," 3.6 Pts, 4.2 Reb, 1.4 Ast",wisconsin,1.1,4.2,per_game,219
27,1.3,0.4,FR,1.8,.492,2.0,4.1,.364,0.3,0.7,.474,2.3,4.8,.714,1.3,1.8,16,0,6-7,"Milwaukee, WI",15.4,1,1.4,1.4,Marcus Landry,F,6.0,,0.4," 6.0 Pts, 3.1 Reb, 1.3 Ast",wisconsin,1.3,3.1,per_game,230
28,3.5,0.0,SR,3.2,.450,2.9,6.4,.307,0.8,2.5,.410,3.6,8.9,.844,5.2,6.2,30,29,6-6,"Jonesville, FL",29.5,0,1.2,1.4,James Shuler,G,13.3,,1.6," 13.3 Pts, 4.4 Reb, 3.5 Ast",winthrop,2.6,4.4,per_game,220
29,4.5,0.1,SO,2.2,.479,0.7,1.5,.441,1.7,3.8,.452,2.4,5.4,.733,0.4,0.5,31,31,5-10,"Winston-Salem, NC",28.8,10,0.4,1.7,Chris Gaynor,G,6.9,,1.5," 6.9 Pts, 2.6 Reb, 4.5 Ast",winthrop,1.5,2.6,per_game,164
30,0.8,0.1,SO,1.3,.388,1.0,2.6,.323,1.0,3.1,.352,2.0,5.7,.743,0.8,1.1,31,1,6-3,"Kinston, NC",14.7,11,0.5,1.1,Michael Jenkins,G,5.8,,0.7," 5.8 Pts, 1.8 Reb, 0.8 Ast",winthrop,1.0,1.8,per_game,195
31,0.6,0.5,JR,2.0,.538,1.6,3.0,.255,0.4,1.5,.443,2.0,4.5,.679,1.2,1.7,31,14,6-8,"Salisbury, NC",19.7,33,1.3,1.9,Phillip Williams,F,5.5,,0.7," 5.5 Pts, 3.3 Reb, 0.6 Ast",winthrop,0.9,3.3,per_game,215
32,0.8,0.0,SR,1.6,.457,1.8,3.9,.000,0.0,0.1,.442,1.8,4.0,.608,1.6,2.6,30,0,6-6,"Greenwood, SC",14.2,22,1.4,1.8,Otis Daniels,F,5.1,,0.6," 5.1 Pts, 3.0 Reb, 0.8 Ast",winthrop,1.1,3.0,per_game,215
33,0.5,0.2,SO,1.3,.609,1.5,2.5,.333,0.2,0.6,.557,1.7,3.0,.500,0.6,1.2,26,6,6-7,"Atlanta, GA",11.9,31,0.5,1.5,Taj McCullough,F,4.2,,0.8," 4.2 Pts, 1.8 Reb, 0.5 Ast",winthrop,0.9,1.8,per_game,222
34,0.3,0.1,SO,1.9,.544,1.2,2.3,.000,0.0,0.1,.517,1.2,2.4,.700,1.1,1.6,25,2,6-6,"Hamden, CT",8.8,32,0.7,1.1,Scott Draughn,F,3.6,,0.2," 3.6 Pts, 2.6 Reb, 0.3 Ast",winthrop,0.4,2.6,per_game,215
35,2.9,0.6,SO,3.6,.486,2.6,5.4,.351,0.8,2.3,.447,3.4,7.7,.729,2.5,3.5,34,31,6-4,"Houston, TX",29.6,2,2.6,2.8,P.J. Couisnard,G,10.2,,1.0," 10.2 Pts, 6.2 Reb, 2.9 Ast",wichita-state,2.5,6.2,per_game,217
36,1.6,0.1,JR,1.5,.497,2.1,4.1,.280,0.9,3.1,.405,2.9,7.2,.692,1.3,1.9,35,13,5-11,"Houston, TX",22.6,10,0.8,1.3,Karon Bradley,G,8.0,,0.7," 8.0 Pts, 2.3 Reb, 1.6 Ast",wichita-state,1.1,2.3,per_game,190
37,0.7,0.3,JR,3.0,.503,2.1,4.2,,0.0,0.0,.503,2.1,4.2,.543,1.3,2.3,35,2,6-5,"Kansas City, MO",20.8,4,1.8,1.6,Ryan Martin,G,5.5,,0.5," 5.5 Pts, 4.7 Reb, 0.7 Ast",wichita-state,0.9,4.7,per_game,230
38,2.7,0.0,SO,2.2,.474,1.1,2.2,.301,0.9,2.9,.376,1.9,5.2,.700,0.6,0.9,35,27,5-11,"Belton, TX",24.0,22,0.2,2.1,Matt Braeuer,G,5.4,,0.9," 5.4 Pts, 2.4 Reb, 2.7 Ast",wichita-state,1.3,2.4,per_game,159
39,1.1,0.0,JR,2.4,.424,0.9,2.1,.455,0.6,1.4,.436,1.5,3.4,.647,0.7,1.1,16,1,6-6,"Kansas City, MO",16.1,31,1.3,1.3,Jared Young,G,4.3,,0.4," 4.3 Pts, 3.7 Reb, 1.1 Ast",wichita-state,1.4,3.7,per_game,185
40,0.8,0.0,FR,1.0,.324,0.4,1.1,.000,0.0,0.3,.250,0.4,1.4,.500,0.3,0.6,34,2,6-1,"Houston, TX",8.9,20,0.2,0.8,Wendell Preadom,G,1.0,,0.3," 1.0 Pts, 1.2 Reb, 0.8 Ast",wichita-state,0.7,1.2,per_game,205
41,0.4,0.1,FR,1.2,.422,0.9,2.1,,0.0,0.0,.422,0.9,2.1,.794,1.3,1.6,21,0,6-7,"Stillwater, MN",10.9,43,0.9,1.4,Kevin Gullikson,F,3.1,,0.1," 3.1 Pts, 2.0 Reb, 0.4 Ast",wisconsin,0.6,2.0,per_game,235
42,0.9,1.5,SO,2.1,.600,1.3,2.2,.000,0.0,0.2,.553,1.3,2.4,.429,0.2,0.4,16,0,6-11,"Randolph, WI",11.7,34,0.7,2.3,Greg Stiemsma,C,2.8,2004,0.4," 2.8 Pts, 2.8 Reb, 0.9 Ast",wisconsin,0.5,2.8,per_game,260
43,0.3,0.0,FR,1.3,.769,1.3,1.6,.200,0.1,0.6,.611,1.4,2.3,.429,0.4,0.9,8,0,6-4,"Bartonville, IL",7.9,33,1.4,0.3,DeAaron Williams,G,3.3,2004,0.1," 3.3 Pts, 2.6 Reb, 0.3 Ast",wisconsin,0.1,2.6,per_game,190
44,0.0,0.0,SO,0.2,.000,0.0,0.2,.200,0.1,0.3,.111,0.1,0.5,.286,0.1,0.4,17,0,5-11,"Glendale, WI",3.0,14,0.0,0.4,Tanner Bronson,G,0.3,,0.4," 0.3 Pts, 0.2 Reb, 0.0 Ast",wisconsin,0.1,0.2,per_game,170
45,0.0,0.0,FR,0.2,1.000,0.2,0.2,,0.0,0.0,1.000,0.2,0.2,.000,0.0,0.2,11,0,6-5,"Milwaukee, WI",1.3,21,0.0,0.2,Morris Cain,G,0.4,,0.0," 0.4 Pts, 0.2 Reb, 0.0 Ast",wisconsin,0.0,0.2,per_game,210
46,0.0,0.0,FR,0.2,,0.0,0.0,.000,0.0,0.2,.000,0.0,0.2,.500,0.1,0.2,10,0,,"Janesville, WI",1.4,10,0.1,0.1,Devin Barry,,0.1,,0.0," 0.1 Pts, 0.3 Reb, 0.0 Ast",wisconsin,0.1,0.3,per_game,175
47,0.3,1.4,SR,1.2,.481,1.3,2.7,,0.0,0.0,.481,1.3,2.7,.595,1.2,1.9,19,10,6-8,"Fayetteville, NC",14.4,30,1.4,2.7,Billy Houston,C,3.8,,0.9," 3.8 Pts, 2.6 Reb, 0.3 Ast",winthrop,0.9,2.6,per_game,240
48,2.0,0.0,FR,0.9,.320,0.3,0.8,.333,0.1,0.4,.324,0.4,1.2,.733,0.4,0.5,31,0,5-8,"Austell, GA",11.6,24,0.2,1.3,DeAndre Adams,G,1.3,,0.7," 1.3 Pts, 1.1 Reb, 2.0 Ast",winthrop,1.5,1.1,per_game,158
49,0.2,0.1,FR,0.2,.500,0.5,1.1,.200,0.1,0.4,.421,0.6,1.5,.667,0.3,0.5,13,0,6-5,"Columbia, SC",3.9,44,0.5,0.2,Jonathan Rice,F,1.6,,0.0," 1.6 Pts, 0.7 Reb, 0.2 Ast",winthrop,0.3,0.7,per_game,231
50,0.3,0.0,SR,0.7,.250,0.0,0.2,.294,0.2,0.7,.286,0.2,0.8,.667,0.2,0.2,26,2,6-4,"Houston, TX",5.7,0,0.1,0.4,Nick Rogers,G,0.8,,0.1," 0.8 Pts, 0.7 Reb, 0.3 Ast",wichita-state,0.4,0.7,per_game,202
51,0.0,0.0,SR,0.2,.250,0.1,0.4,.200,0.1,0.5,.222,0.2,0.9,1.000,0.2,0.2,10,1,6-0,"Wichita, KS",2.3,3,0.1,0.0,Cameron Ledford,G,0.7,,0.0," 0.7 Pts, 0.3 Reb, 0.0 Ast",wichita-state,0.0,0.3,per_game,175
52,0.1,0.1,FR,0.1,.429,0.3,0.8,,0.0,0.0,.429,0.3,0.8,.000,0.0,0.2,9,0,6-10,"Bradenton, FL",2.7,21,0.1,0.6,Ryan Bradley,C,0.7,,0.1," 0.7 Pts, 0.2 Reb, 0.1 Ast",wichita-state,0.1,0.2,per_game,240
53,0.0,0.0,FR,0.3,.667,0.5,0.8,,0.0,0.0,.667,0.5,0.8,,0.0,0.0,4,0,,"El Dorado, KS",2.3,20,0.0,1.0,Gabe Barnes,,1.0,,0.0," 1.0 Pts, 0.3 Reb, 0.0 Ast",wichita-state,0.0,0.3,per_game,170
54,1.2,1.2,SR,3.9,.543,4.2,7.8,.401,2.8,6.9,.476,7.0,14.7,.857,2.5,3.0,33,33,6-11,,36.0,34,1.6,1.7,Kevin Pittsnogle,C,19.3,,0.9," 19.3 Pts, 5.5 Reb, 1.2 Ast",west-virginia,1.4,5.5,per_game,255
55,1.9,0.3,SR,3.8,.658,3.9,5.9,.429,2.3,5.3,.550,6.2,11.2,.686,2.2,3.2,33,33,6-4,,33.8,20,2.0,1.0,Mike Gansey,F,16.8,,1.9," 16.8 Pts, 5.7 Reb, 1.9 Ast",west-virginia,1.3,5.7,per_game,205
56,4.4,0.3,SR,2.7,.520,2.4,4.6,.254,0.9,3.5,.406,3.3,8.1,.792,1.8,2.3,33,33,6-6,,31.3,5,0.8,2.2,Johannes Herber,G,9.3,,1.0," 9.3 Pts, 3.5 Reb, 4.4 Ast",west-virginia,1.6,3.5,per_game,210
57,2.2,0.1,SR,1.8,.487,0.6,1.2,.330,2.0,6.2,.355,2.6,7.3,.800,0.7,0.9,33,1,6-4,"Richmond, VA",25.2,3,0.4,1.7,Patrick Beilein,G,8.0,,1.1," 8.0 Pts, 2.2 Reb, 2.2 Ast",west-virginia,1.0,2.2,per_game,205
58,2.0,0.4,JR,2.5,.543,1.5,2.8,.313,1.3,4.1,.408,2.8,6.9,.667,0.5,0.7,33,32,6-5,"Tallahassee, FL",25.6,21,1.0,1.9,Frank Young,F,7.4,,0.9," 7.4 Pts, 3.5 Reb, 2.0 Ast",west-virginia,0.9,3.5,per_game,210
59,3.8,0.2,SR,1.7,.500,1.1,2.1,.317,0.6,1.9,.414,1.7,4.0,.672,1.3,1.9,33,33,5-10,"Houston, TX",27.1,1,0.3,2.2,J.D. Collins,G,5.2,,1.3," 5.2 Pts, 2.0 Reb, 3.8 Ast",west-virginia,1.3,2.0,per_game,180
60,1.5,0.1,SO,1.1,.463,0.9,2.0,.219,0.2,1.0,.384,1.2,3.0,.818,0.5,0.7,33,0,6-3,"Radford, VA",13.4,14,0.1,1.1,Darris Nichols,G,3.1,,0.5," 3.1 Pts, 1.2 Reb, 1.5 Ast",west-virginia,0.4,1.2,per_game,200
61,0.2,0.1,FR,0.4,.167,0.0,0.3,.400,0.3,0.7,.333,0.3,1.0,.000,0.0,0.0,21,0,6-6,"Spring Hill, FL",4.0,22,0.1,0.2,Alex Ruoff,G,1.0,,0.2," 1.0 Pts, 0.5 Reb, 0.2 Ast",west-virginia,0.2,0.5,per_game,220
62,0.1,0.0,JR,0.2,.500,0.2,0.5,.000,0.0,0.0,.471,0.2,0.5,.333,0.1,0.2,33,0,7-0,"Columbus, OH",3.8,33,0.2,0.6,Rob Summers,C,0.5,,0.1," 0.5 Pts, 0.4 Reb, 0.1 Ast",west-virginia,0.2,0.4,per_game,250
63,0.2,0.7,FR,0.4,.571,0.4,0.7,.000,0.0,0.1,.500,0.4,0.8,.625,0.5,0.8,10,0,6-8,"Mount Airy, MD",3.6,11,0.3,0.4,Joe Alexander,G,1.3,,0.1," 1.3 Pts, 0.7 Reb, 0.2 Ast",west-virginia,0.3,0.7,per_game,230
64,0.0,0.0,FR,0.4,.333,0.2,0.6,,0.0,0.0,.333,0.2,0.6,,0.0,0.0,5,0,6-7,"Scott Depot, WV",2.0,20,0.0,0.8,Josh Sowards,F,0.4,,0.0," 0.4 Pts, 0.4 Reb, 0.0 Ast",west-virginia,0.6,0.4,per_game,215
65,0.3,0.0,FR,0.7,,0.0,0.0,.000,0.0,0.2,.000,0.0,0.2,.500,0.3,0.7,6,0,6-2,"New Martinsville, WV",2.8,32,0.3,0.0,Ted Talkington,G,0.3,,0.3," 0.3 Pts, 1.0 Reb, 0.3 Ast",west-virginia,0.3,1.0,per_game,200
66,0.0,0.0,FR,0.0,,0.0,0.0,.000,0.0,0.3,.000,0.0,0.3,,0.0,0.0,4,0,5-10,"Bedminster, NJ",1.8,10,0.0,0.0,Sean Martini,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",west-virginia,0.0,0.0,per_game,150
67,0.0,0.0,FR,0.5,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2,0,6-5,"New Martinsville, WV",1.0,25,0.0,0.0,Nate Tallman,F,0.0,,0.0," 0.0 Pts, 0.5 Reb, 0.0 Ast",west-virginia,0.0,0.5,per_game,190
68,4.1,0.8,SR,3.5,.537,5.7,10.7,.402,1.2,2.9,.508,6.9,13.6,.810,5.2,6.4,33,33,6-6,,31.7,3,2.1,2.5,Brandon Roy,G,20.2,2002,1.4," 20.2 Pts, 5.6 Reb, 4.1 Ast",washington,2.3,5.6,per_game,215
69,1.3,0.8,SR,2.5,.496,6.0,12.2,.500,0.0,0.1,.496,6.1,12.2,.671,1.6,2.4,33,22,6-6,"Corona, CA",23.7,24,2.3,2.4,Jamaal Williams,F,13.8,2001,1.3," 13.8 Pts, 4.7 Reb, 1.3 Ast",washington,1.9,4.7,per_game,235
70,1.3,0.5,SR,2.8,.556,2.5,4.6,.330,0.9,2.7,.473,3.4,7.2,.746,2.7,3.6,33,33,6-7,,26.5,15,2.1,3.2,Bobby Jones,F,10.4,2002,1.2," 10.4 Pts, 4.9 Reb, 1.3 Ast",washington,2.0,4.9,per_game,215
71,0.7,0.1,FR,3.9,.518,3.5,6.8,,0.0,0.0,.518,3.5,6.8,.667,1.4,2.1,33,32,6-7,"Snohomish, WA",24.1,40,2.6,2.5,Jon Brockman,F,8.4,2005,1.1," 8.4 Pts, 6.5 Reb, 0.7 Ast",washington,1.4,6.5,per_game,255
72,3.8,0.2,FR,2.3,.480,1.8,3.7,.286,0.6,2.1,.409,2.4,5.8,.814,2.9,3.6,33,32,5-11,"Carbondale, IL",27.7,5,1.2,2.5,Justin Dentmon,G,8.3,,1.6," 8.3 Pts, 3.5 Reb, 3.8 Ast",washington,2.7,3.5,per_game,185
73,1.9,0.0,JR,1.2,.517,0.5,0.9,.424,2.1,5.0,.438,2.6,5.9,.800,0.6,0.8,33,1,6-3,"Stanwood, WA",23.0,20,0.2,2.0,Ryan Appleby,G,7.9,2003,0.5," 7.9 Pts, 1.4 Reb, 1.9 Ast",washington,1.5,1.4,per_game,170
74,0.8,0.2,SR,2.6,.413,0.8,1.9,.389,1.2,3.0,.398,2.0,4.9,.500,0.3,0.5,24,12,6-9,"Covington, WA",20.7,42,0.7,1.8,Mike Jensen,F,5.3,2001,0.3," 5.3 Pts, 3.3 Reb, 0.8 Ast",washington,1.1,3.3,per_game,250
75,1.2,0.4,SO,1.0,.484,1.0,2.1,.293,0.4,1.3,.410,1.4,3.4,.783,0.6,0.7,31,0,6-4,"Lompoc, CA",13.0,15,1.0,1.0,Joel Smith,G,3.7,,0.6," 3.7 Pts, 2.1 Reb, 1.2 Ast",washington,1.1,2.1,per_game,218
76,0.5,0.1,JR,1.2,.587,1.1,1.8,.263,0.2,0.8,.492,1.3,2.6,.909,0.4,0.4,25,0,6-9,"Issaquah, WA",9.8,22,0.6,0.8,Hans Gasser,F,3.2,,0.1," 3.2 Pts, 1.8 Reb, 0.5 Ast",washington,0.2,1.8,per_game,230
77,3.0,0.6,SR,4.1,.463,4.2,9.0,.350,2.7,7.7,.411,6.8,16.7,.791,4.1,5.2,33,33,6-4,"Newark, NJ",34.7,2,1.6,2.2,Randy Foye,G,20.5,2002,1.4," 20.5 Pts, 5.8 Reb, 3.0 Ast",villanova,2.2,5.8,per_game,210
78,0.8,0.4,JR,0.5,.438,0.3,0.6,.295,0.5,1.6,.333,0.7,2.1,.583,0.3,0.4,28,0,6-4,"Mercer Island, WA",7.7,11,0.4,0.9,Brandon Burmeister,G,2.1,,0.3," 2.1 Pts, 0.9 Reb, 0.8 Ast",washington,0.5,0.9,per_game,195
79,0.6,0.6,FR,1.7,.577,0.9,1.6,,0.0,0.0,.577,0.9,1.6,.368,0.4,1.2,16,0,6-8,"Toledo, WA",9.0,21,0.5,0.8,Artem Wallace,C,2.3,,0.3," 2.3 Pts, 2.2 Reb, 0.6 Ast",washington,0.7,2.2,per_game,250
80,0.0,0.0,SR,0.3,.143,0.1,0.6,.750,0.3,0.3,.364,0.3,0.9,,0.0,0.0,12,0,6-6,"Boring, OR",2.7,13,0.2,0.2,Zane Potter,F,0.9,,0.0," 0.9 Pts, 0.4 Reb, 0.0 Ast",washington,0.4,0.4,per_game,200
81,1.8,0.1,SR,3.0,.416,2.5,5.9,.372,3.3,9.0,.389,5.8,14.9,.889,3.5,3.9,32,32,6-2,,32.1,14,0.6,2.4,Allan Ray,G,18.5,2002,1.2," 18.5 Pts, 3.6 Reb, 1.8 Ast",villanova,1.8,3.6,per_game,190
82,3.7,0.2,SO,2.5,.468,3.3,7.1,.444,0.2,0.5,.466,3.5,7.6,.786,3.7,4.7,33,31,6-0,,29.3,1,1.8,2.8,Kyle Lowry,G,11.0,2004,2.3," 11.0 Pts, 4.3 Reb, 3.7 Ast",villanova,2.1,4.3,per_game,175
83,2.0,0.2,JR,1.5,.360,1.0,2.9,.401,2.5,6.2,.388,3.5,9.1,.765,0.8,1.1,31,29,6-2,"Linden, NJ",28.2,12,0.4,1.8,Mike Nardi,G,10.4,2003,0.7," 10.4 Pts, 1.9 Reb, 2.0 Ast",villanova,1.4,1.9,per_game,170
84,0.6,1.4,JR,3.8,.432,2.0,4.7,,0.0,0.0,.432,2.0,4.7,.708,1.4,2.0,33,32,6-8,"Bear, DE",28.1,50,2.5,2.9,Will Sheridan,F,5.5,2003,0.8," 5.5 Pts, 6.3 Reb, 0.6 Ast",villanova,1.1,6.3,per_game,240
85,0.2,1.2,SR,1.8,.500,0.9,1.8,,0.0,0.0,.500,0.9,1.8,.688,1.7,2.5,31,2,6-10,"Amityville, NY",15.4,20,1.6,1.8,Jason Fraser,C,3.5,2002,0.1," 3.5 Pts, 3.4 Reb, 0.2 Ast",villanova,0.9,3.4,per_game,227
86,0.8,0.6,FR,2.2,.468,0.9,1.9,,0.0,0.0,.468,0.9,1.9,.394,0.4,1.0,33,4,6-9,"Silver Spring, MD",19.1,33,1.8,2.4,Dante Cunningham,F,2.2,,0.8," 2.2 Pts, 4.0 Reb, 0.8 Ast",villanova,0.8,4.0,per_game,230
