,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,opp_pts,pts,school_name,sos,srs,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
19,51.2,5.9,.462,.305,.228,.368,32,16,8,7,8,2047,2120,Hampton,-12.56,-10.17,19.3,53.0,.490,.500,16,10,7,5
20,59.0,4.8,.523,.360,.202,.314,33,7,5,1,4,1937,2311,Illinois,6.29,17.20,16.0,54.5,.543,.788,26,11,15,5
21,58.5,4.2,.540,.404,.209,.302,31,12,7,3,7,2084,2231,Indiana,7.36,12.10,18.4,50.8,.564,.613,19,9,10,5
22,54.6,7.0,.534,.266,.282,.408,31,8,5,4,2,2238,2475,Iona,-0.78,6.86,17.6,51.7,.565,.742,23,13,7,11
23,64.3,8.7,.484,.315,.277,.390,34,9,5,0,7,2003,2254,Iowa,6.80,14.18,19.1,52.4,.525,.735,25,11,17,4
24,64.6,9.8,.528,.280,.235,.349,33,8,3,2,2,2024,2480,Kansas,7.60,20.02,18.7,53.6,.553,.758,25,13,14,6
25,53.6,4.8,.510,.350,.282,.395,34,9,3,2,5,2239,2458,Kent State,0.00,6.27,16.8,52.0,.548,.735,25,15,12,8
26,54.8,5.4,.513,.375,.201,.298,35,13,7,5,4,2316,2477,Kentucky,8.88,13.12,16.8,52.1,.537,.629,22,9,10,5
27,56.3,11.0,.500,.217,.259,.376,36,9,2,2,4,2299,2633,Louisiana State,8.77,17.54,18.4,55.4,.534,.750,27,14,14,7
28,58.1,5.1,.527,.364,.221,.301,31,11,6,2,7,2150,2325,Marquette,8.16,11.33,18.0,49.9,.558,.645,20,10,14,3
29,54.7,11.2,.512,.342,.269,.394,37,4,1,1,1,2422,2961,Memphis,4.24,18.81,17.5,54.4,.544,.892,33,13,19,10
30,63.3,5.3,.531,.287,.279,.362,34,12,8,2,7,2334,2520,Michigan State,7.27,12.24,17.8,53.9,.572,.647,22,8,12,4
31,48.8,5.4,.491,.332,.271,.392,31,9,4,2,6,2061,2294,Milwaukee,1.47,7.65,16.2,54.1,.528,.710,22,12,13,8
32,63.8,6.4,.502,.361,.224,.334,34,15,6,4,8,2155,2191,Monmouth,-4.05,-2.99,19.8,47.0,.530,.559,19,12,8,9
33,64.5,5.4,.556,.331,.263,.367,31,7,4,1,5,2202,2449,Montana,-0.96,4.86,17.1,52.4,.586,.774,24,10,13,8
34,60.0,8.9,.514,.363,.199,.305,31,7,3,1,4,1901,2203,Murray State,-5.07,4.16,15.8,52.0,.536,.774,24,17,14,8
35,59.4,8.3,.503,.261,.258,.359,33,6,3,1,3,2103,2401,Nevada,2.26,10.16,16.1,53.0,.540,.818,27,13,17,10
36,63.1,8.1,.550,.456,.299,.398,32,10,6,3,5,2157,2383,North Carolina State,5.63,12.70,17.6,47.8,.588,.688,22,10,15,5
37,62.7,3.3,.490,.342,.225,.322,33,8,3,1,6,1975,2250,North Carolina-Wilmington,0.57,8.90,16.1,51.4,.523,.758,25,15,12,8
38,64.0,6.7,.536,.317,.287,.405,31,8,4,5,2,2128,2460,North Carolina,7.77,18.48,19.2,55.6,.570,.742,23,12,14,8
39,58.2,6.9,.520,.386,.264,.366,33,10,7,3,5,1907,2165,Northern Iowa,5.13,11.55,17.1,51.1,.555,.697,23,11,12,7
40,64.4,6.0,.518,.311,.262,.393,34,8,1,0,6,2365,2573,Northwestern State,-1.38,4.01,18.5,51.2,.547,.765,26,15,14,10
41,58.9,4.7,.538,.401,.243,.338,32,6,4,1,3,2037,2363,Ohio State,5.90,16.08,15.4,49.5,.568,.813,26,12,16,6
42,59.1,6.8,.506,.306,.245,.344,29,9,5,1,5,1847,1995,Oklahoma,6.79,11.89,18.2,56.9,.541,.690,20,11,14,6
43,61.0,7.5,.518,.297,.277,.391,33,12,3,2,8,2248,2472,Oral Roberts,-2.35,3.23,17.5,53.4,.554,.636,21,13,10,6
44,59.9,3.7,.548,.314,.253,.339,32,8,2,3,4,2047,2377,Pacific,-1.57,6.93,17.0,52.8,.581,.750,24,12,11,9
45,58.2,5.4,.507,.381,.233,.345,29,9,2,4,4,1744,1987,Pennsylvania,-2.31,6.01,17.1,48.6,.535,.690,20,12,12,8
46,64.4,6.9,.512,.318,.274,.396,33,8,6,1,5,2082,2391,Pittsburgh,7.01,16.37,17.1,55.4,.546,.758,25,10,16,5
47,51.5,5.3,.521,.305,.306,.421,33,9,3,2,5,2223,2456,San Diego State,3.65,9.81,18.5,52.9,.561,.727,24,13,13,7
48,53.9,4.9,.461,.308,.281,.377,30,12,7,4,6,2013,2033,Seton Hall,6.11,6.78,16.8,51.4,.510,.600,18,9,13,5
49,54.7,2.6,.529,.414,.240,.341,31,7,3,2,4,2033,2283,South Alabama,-2.18,4.88,16.9,50.2,.558,.774,24,12,12,9
50,57.1,7.0,.466,.320,.232,.338,33,11,6,2,7,1864,1994,Southern Illinois,4.62,8.93,19.2,50.7,.501,.667,22,12,11,7
51,49.7,6.6,.478,.249,.209,.323,33,13,3,0,11,2070,2093,Southern,-6.69,-5.97,21.3,52.2,.505,.606,20,15,11,6
52,59.3,10.8,.501,.368,.216,.335,35,12,9,5,5,2412,2535,Syracuse,8.16,11.68,18.1,50.4,.525,.657,23,7,14,3
53,59.3,5.7,.535,.369,.233,.332,30,8,4,2,3,2204,2413,Tennessee,7.76,14.73,15.3,48.0,.563,.733,22,12,13,7
54,70.2,6.4,.508,.346,.293,.431,31,9,6,2,5,1869,2130,Texas A&M,4.77,13.19,17.5,49.4,.543,.710,22,10,16,4
55,55.8,8.9,.524,.339,.256,.352,37,7,3,1,3,2230,2781,Texas,6.99,21.89,16.7,57.5,.559,.811,30,13,16,7
56,57.6,5.5,.532,.343,.266,.384,39,7,4,3,2,2288,2642,UCLA,8.27,17.34,19.3,53.6,.562,.821,32,14,14,8
57,64.7,5.0,.565,.338,.215,.298,32,9,5,2,6,2070,2307,Utah State,1.79,7.76,17.7,52.0,.590,.719,23,11,14,7
58,49.8,9.0,.491,.396,.280,.369,33,5,2,1,2,2107,2449,Villanova,9.23,19.51,13.9,50.7,.536,.848,28,14,12,10
59,53.9,6.1,.523,.288,.250,.334,33,7,5,2,3,2306,2706,Washington,5.96,18.08,16.7,54.3,.560,.788,26,13,17,6
60,69.0,5.1,.535,.516,.174,.234,33,11,5,2,4,2093,2334,West Virginia,8.54,14.51,12.1,42.4,.560,.667,22,11,13,5
61,62.2,3.3,.503,.341,.266,.368,35,9,4,2,3,2165,2422,Wichita State,4.72,11.45,16.7,54.0,.542,.743,26,14,14,8
62,63.0,6.3,.517,.379,.278,.402,31,8,3,1,6,1897,2276,Winthrop,-4.93,6.28,17.5,54.0,.551,.742,23,13,15,7
63,54.3,6.0,.487,.319,.253,.381,31,12,7,2,8,2035,2205,Wisconsin,7.24,13.14,14.5,51.2,.520,.613,19,9,14,2
64,64.5,8.5,.526,.349,.306,.423,32,11,8,4,5,2030,2290,Xavier,1.99,10.11,16.8,51.8,.566,.656,21,8,15,5
