,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,opp_pts,pts,school_name,sos,srs,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
17,52.7,6.1,.542,.302,.296,.394,34,11,3,2,5,2383,2668,Gonzaga,3.77,12.15,17.1,52.7,.582,.676,23,11,12,6
18,62.7,7.8,.492,.321,.297,.405,34,9,1,1,6,1954,2171,Holy Cross,-3.06,3.32,20.5,53.6,.537,.735,25,13,14,10
19,61.8,5.7,.498,.378,.232,.372,35,12,7,3,6,1997,2245,Illinois,7.09,14.18,18.6,54.0,.521,.657,23,9,14,3
20,54.2,8.9,.518,.377,.244,.344,32,11,6,0,8,1976,2246,Indiana,8.35,16.78,16.2,51.9,.550,.656,21,10,15,3
21,53.4,5.4,.463,.294,.256,.360,35,14,6,2,10,2572,2490,Jackson State,-9.94,-12.28,17.9,48.2,.505,.600,21,12,8,8
22,58.9,11.5,.545,.261,.239,.362,38,5,2,2,2,2344,2978,Kansas,6.86,22.62,17.0,54.6,.567,.868,33,14,16,8
23,60.3,7.9,.538,.348,.260,.369,34,12,7,2,6,2302,2496,Kentucky,11.41,17.12,18.3,52.3,.568,.647,22,9,14,4
24,50.1,4.7,.523,.365,.246,.350,32,8,2,1,5,2408,2575,Cal State Long Beach,-2.07,2.24,16.1,49.4,.554,.750,24,12,12,9
25,58.6,8.1,.498,.386,.253,.374,34,10,4,4,2,2144,2433,Louisville,7.69,16.08,15.9,51.4,.531,.706,24,12,16,6
26,55.8,6.4,.492,.334,.269,.401,34,10,6,4,4,2207,2443,Marquette,6.95,14.14,17.6,52.4,.526,.706,24,10,16,6
27,60.5,11.0,.526,.250,.269,.387,34,9,6,3,4,2295,2685,Maryland,7.59,19.06,18.4,51.3,.558,.735,25,10,17,6
28,52.4,10.8,.517,.352,.263,.424,37,4,0,0,2,2333,2918,Memphis,3.91,19.72,15.4,53.6,.540,.892,33,16,19,9
29,58.5,8.2,.514,.325,.226,.318,33,15,6,2,11,1895,1962,Miami (OH),2.78,4.81,19.4,49.7,.545,.545,18,10,11,3
30,69.5,9.3,.522,.283,.281,.391,35,12,8,1,8,2001,2276,Michigan State,8.45,16.30,20.4,55.6,.559,.657,23,8,18,2
31,56.0,9.7,.510,.364,.238,.333,37,7,4,1,5,2470,2772,Nevada-Las Vegas,5.37,12.98,13.9,49.8,.543,.811,30,12,19,8
32,60.0,7.2,.548,.318,.245,.324,34,5,2,1,2,2296,2632,Nevada,1.09,10.58,16.6,54.6,.582,.853,29,14,15,10
33,52.1,4.8,.532,.271,.339,.516,34,9,5,1,7,2462,2652,New Mexico State,0.01,5.04,19.6,53.4,.564,.735,25,11,19,6
34,52.5,2.6,.483,.376,.283,.388,35,12,5,6,4,2609,2654,Niagara,-4.70,-3.41,15.8,52.6,.527,.657,23,13,9,9
35,58.6,7.5,.544,.252,.281,.395,38,7,5,1,4,2608,3258,North Carolina,9.30,26.41,15.6,55.8,.577,.816,31,11,16,7
36,46.4,7.8,.512,.300,.266,.404,34,11,8,3,7,2420,2617,North Texas,-6.59,-3.11,18.2,53.7,.541,.676,23,10,13,7
37,63.5,5.8,.535,.388,.300,.403,32,8,5,0,5,2176,2592,Notre Dame,4.97,16.94,15.5,52.9,.575,.750,24,11,18,4
38,56.7,9.7,.538,.365,.257,.366,39,4,1,0,3,2417,2905,Ohio State,9.03,21.54,14.8,52.1,.568,.897,35,15,19,7
39,61.3,6.6,.495,.371,.262,.363,33,9,3,2,5,2046,2290,Old Dominion,0.44,7.83,15.9,52.9,.534,.727,24,15,15,8
40,55.7,8.1,.524,.320,.333,.468,34,11,2,2,8,2206,2440,Oral Roberts,-1.04,4.54,19.2,53.3,.565,.676,23,12,12,6
41,53.3,3.6,.534,.421,.249,.328,37,8,7,2,5,2450,2807,Oregon,6.30,15.95,15.8,51.5,.570,.784,29,11,16,6
42,64.5,5.4,.543,.304,.255,.384,31,9,1,3,4,2100,2297,Pennsylvania,-1.64,4.16,17.6,49.8,.567,.710,22,13,12,9
43,67.3,6.6,.529,.294,.239,.361,37,8,4,2,3,2324,2637,Pittsburgh,8.53,16.99,15.6,53.5,.553,.784,29,12,16,8
44,55.2,5.1,.519,.335,.257,.379,34,12,7,1,8,2154,2376,Purdue,8.89,14.65,18.0,50.9,.549,.647,22,9,16,2
45,49.9,6.8,.528,.263,.280,.392,37,12,7,3,6,2413,2656,Southern California,7.87,13.78,18.6,50.0,.563,.676,25,11,15,4
46,54.3,7.4,.514,.360,.304,.439,36,7,3,0,4,2023,2266,Southern Illinois,7.53,13.59,19.7,51.4,.551,.806,29,15,13,10
47,59.1,10.4,.498,.287,.245,.360,31,13,8,5,6,2081,2156,Stanford,9.06,11.16,18.4,54.2,.530,.581,18,10,12,5
48,55.7,5.4,.523,.409,.248,.379,35,11,6,0,7,2627,2831,Tennessee,9.15,14.97,16.1,49.2,.548,.686,24,10,16,3
49,65.2,5.2,.577,.274,.343,.485,33,7,2,1,5,2302,2615,Texas A&M-Corpus Christi,-4.80,3.07,20.0,54.9,.608,.788,26,14,13,8
50,65.1,6.2,.557,.280,.296,.413,34,7,3,1,3,2021,2570,Texas A&M,5.13,21.27,16.0,53.6,.589,.794,27,13,18,7
51,53.7,3.3,.509,.272,.293,.397,34,13,7,3,5,2349,2437,Texas Tech,7.16,9.71,15.2,46.5,.552,.618,21,9,13,6
52,49.7,9.0,.516,.366,.289,.393,35,10,4,1,5,2528,2860,Texas,6.12,15.60,14.5,51.4,.557,.714,25,12,15,6
53,54.9,6.4,.543,.332,.217,.328,36,6,3,0,4,2081,2503,UCLA,9.84,20.90,16.5,52.4,.563,.833,30,15,16,6
54,63.9,4.8,.536,.425,.236,.324,34,12,6,3,6,2387,2594,Vanderbilt,7.79,12.76,15.6,48.4,.567,.647,22,10,14,5
55,54.1,6.3,.492,.385,.325,.417,33,11,7,4,4,2132,2392,Villanova,9.16,16.13,17.1,53.3,.546,.667,22,9,10,9
56,52.7,5.9,.519,.309,.294,.404,35,7,2,2,2,2298,2626,Virginia Commonwealth,0.20,9.50,14.4,50.9,.559,.800,28,16,15,11
57,50.7,8.7,.511,.237,.260,.394,34,12,6,2,6,2181,2428,Virginia Tech,8.26,14.35,14.2,49.6,.540,.647,22,10,13,5
58,50.7,5.4,.506,.380,.313,.422,32,11,5,1,6,2267,2463,Virginia,7.96,12.89,16.4,53.1,.552,.656,21,11,16,4
59,57.1,8.8,.520,.297,.239,.334,34,8,5,2,4,2024,2273,Washington State,6.00,13.33,14.7,48.2,.552,.765,26,13,12,8
60,56.6,4.3,.546,.289,.343,.511,32,12,5,2,8,2214,2266,Weber State,-3.33,-4.03,20.8,50.7,.577,.625,20,11,13,6
61,61.4,6.9,.549,.399,.218,.349,34,5,0,0,3,2088,2545,Winthrop,-1.20,9.17,16.5,54.8,.564,.853,29,14,15,12
62,57.0,6.2,.515,.317,.309,.450,36,6,3,0,3,2083,2527,Wisconsin,6.95,19.28,15.1,53.5,.552,.833,30,13,19,7
63,52.5,2.9,.489,.297,.236,.322,33,10,3,1,8,2051,2125,Wright State,-0.31,1.94,16.5,49.5,.527,.697,23,13,14,7
64,59.8,6.3,.551,.386,.352,.475,34,9,3,1,5,2228,2595,Xavier,3.39,14.18,16.4,51.9,.593,.735,25,13,16,5
