,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
17,Georgia State,35,24,11,.686,3.23,-2.78,12,6,11,3,9,6,2614,2356,68.0,98.0,.370,.459,.510,52.3,59.3,7.2,9.8,.471,17.8,32.1,.258,2018
18,Gonzaga,37,32,5,.865,18.43,2.59,17,1,15,1,10,1,3091,2505,69.8,95.6,.291,.357,.505,44.0,46.2,7.3,7.4,.471,15.5,22.8,.208,2018
19,Houston,35,27,8,.771,15.99,4.16,14,4,15,0,6,5,2685,2271,68.5,94.7,.416,.379,.502,45.4,51.9,7.3,7.1,.455,16.8,25.2,.293,2018
20,Iona,34,20,14,.588,0.76,-2.19,11,7,8,3,7,8,2702,2602,71.5,105.1,.286,.354,.545,52.8,52.1,6.9,7.7,.525,16.3,30.7,.189,2018
21,Kansas State,37,25,12,.676,12.84,8.74,10,8,14,3,6,5,2630,2478,66.6,100.2,.368,.399,.533,52.6,54.5,8.4,7.1,.491,18.6,31.6,.269,2018
22,Kansas,39,31,8,.795,21.39,11.87,13,5,14,3,8,3,3174,2803,70.3,101.9,.246,.391,.519,49.7,48.5,7.8,9.9,.491,15.6,30.8,.175,2018
23,Kentucky,37,26,11,.703,17.24,10.73,10,8,16,2,4,6,2840,2599,69.8,100.3,.323,.426,.502,46.4,52.2,8.2,8.5,.468,14.4,30.6,.224,2018
24,Lipscomb,33,23,10,.697,-2.10,-3.80,10,4,13,2,10,7,2708,2564,77.0,99.4,.375,.365,.544,47.8,49.4,9.0,11.7,.511,17.8,23.9,.259,2018
25,Long Island University,35,18,17,.514,-8.61,-8.19,10,8,12,4,5,11,2696,2674,72.9,104.4,.318,.336,.526,49.0,47.1,9.1,7.3,.495,14.3,29.5,.220,2018
26,Loyola (IL),38,32,6,.842,10.38,1.81,15,3,14,1,9,4,2721,2377,66.0,94.7,.247,.371,.502,48.7,50.1,10.0,9.4,.474,17.0,25.2,.174,2018
27,Marshall,36,25,11,.694,4.21,0.44,12,6,15,2,6,8,3017,2849,76.4,102.6,.285,.311,.523,53.3,50.9,8.6,7.8,.497,15.9,31.4,.194,2018
28,Maryland-Baltimore County,36,25,11,.694,-2.02,-3.84,12,4,15,2,9,7,2630,2466,69.2,99.0,.307,.407,.535,50.9,51.9,9.6,8.4,.509,18.7,27.4,.208,2018
29,Miami (FL),32,22,10,.688,12.83,6.96,11,7,11,3,8,4,2361,2173,67.8,99.3,.281,.356,.521,49.4,53.3,8.3,9.0,.490,16.5,28.3,.200,2018
30,Michigan State,35,30,5,.857,22.41,7.10,16,2,16,1,8,1,2807,2271,68.2,94.8,.307,.355,.470,42.4,54.1,8.6,6.9,.427,12.6,26.2,.223,2018
31,Michigan,41,33,8,.805,19.03,9.41,13,5,15,1,6,5,3019,2596,65.9,95.3,.298,.304,.511,49.7,43.5,6.3,9.7,.476,17.3,24.9,.215,2018
32,Missouri,33,20,13,.606,13.81,9.19,10,8,13,3,5,6,2399,2246,67.3,100.3,.301,.362,.504,46.8,47.3,9.7,12.1,.467,14.1,27.8,.218,2018
33,Montana,34,26,8,.765,6.28,-2.25,16,2,14,0,8,6,2625,2329,70.0,96.5,.419,.320,.532,46.7,43.8,7.0,8.8,.487,19.3,25.6,.302,2018
34,Murray State,32,26,6,.813,6.87,-3.53,16,2,14,2,10,3,2515,2117,68.2,97.1,.297,.353,.504,45.9,42.3,7.9,9.7,.467,16.1,27.1,.215,2018
35,Nevada,37,29,8,.784,14.44,4.93,15,3,14,1,11,3,3055,2703,70.6,102.2,.301,.386,.526,50.6,49.3,6.2,7.9,.494,15.6,28.7,.214,2018
36,New Mexico State,34,28,6,.824,9.06,-1.10,12,2,14,1,8,3,2572,2183,70.1,91.3,.319,.373,.494,44.0,41.9,6.9,6.2,.455,17.3,22.4,.227,2018
37,North Carolina Central,35,19,16,.543,-13.19,-12.31,9,7,12,2,3,13,2520,2425,68.9,100.2,.327,.387,.517,46.6,54.6,7.5,7.4,.481,15.3,27.9,.233,2018
38,North Carolina-Greensboro,35,27,8,.771,4.54,-3.87,15,3,16,1,8,6,2562,2189,66.9,91.5,.386,.405,.516,45.0,47.7,10.2,6.9,.470,19.9,22.9,.280,2018
39,North Carolina State,33,21,12,.636,12.91,6.70,11,7,16,3,4,5,2682,2477,72.1,103.7,.337,.322,.547,49.7,50.3,8.6,9.7,.516,17.7,31.9,.237,2018
40,North Carolina,37,26,11,.703,20.08,11.78,11,7,12,3,6,5,3018,2711,71.7,101.8,.260,.409,.525,43.6,55.7,8.6,11.2,.501,14.4,25.5,.178,2018
41,Ohio State,34,25,9,.735,17.67,9.03,15,3,16,2,6,2,2591,2297,68.0,98.3,.295,.399,.518,46.4,49.9,7.4,6.9,.487,15.9,24.8,.207,2018
42,Oklahoma,32,18,14,.563,13.81,10.56,8,10,13,2,2,9,2718,2614,76.5,105.5,.257,.372,.535,50.2,48.9,8.7,11.5,.510,14.5,30.0,.180,2018
43,Pennsylvania,33,24,9,.727,2.24,-3.17,12,2,11,3,9,4,2506,2274,70.2,95.6,.311,.330,.503,49.0,39.6,7.3,8.7,.463,15.2,22.3,.228,2018
44,Providence,35,21,14,.600,11.12,10.23,10,8,13,4,4,7,2575,2544,69.5,102.8,.318,.363,.538,50.4,48.6,9.2,9.4,.503,16.6,28.9,.233,2018
45,Purdue,37,30,7,.811,23.41,8.74,15,3,16,1,8,2,2974,2431,68.2,96.0,.242,.344,.496,48.2,48.8,7.5,7.5,.470,15.5,27.6,.167,2018
46,Radford,36,23,13,.639,-2.61,-4.08,12,6,12,2,7,10,2422,2336,63.4,100.6,.307,.393,.537,47.7,50.4,8.5,9.9,.501,17.7,27.6,.230,2018
47,Rhode Island,34,26,8,.765,11.81,4.61,15,3,15,1,7,4,2583,2338,69.2,98.6,.406,.306,.547,50.0,49.0,7.9,7.4,.503,20.0,27.9,.298,2018
48,San Diego State,33,22,11,.667,12.23,3.91,11,7,13,2,5,7,2545,2240,70.4,96.4,.288,.402,.516,46.3,55.3,8.7,8.7,.482,17.0,25.1,.209,2018
49,Seton Hall,34,22,12,.647,15.67,10.11,10,8,14,3,5,6,2701,2512,71.1,103.2,.298,.377,.535,46.9,48.9,8.3,8.0,.503,15.5,28.1,.216,2018
50,South Dakota State,35,28,7,.800,6.84,-0.38,13,1,15,0,8,5,2958,2599,72.3,101.6,.248,.391,.520,47.8,42.9,6.7,7.5,.492,12.9,22.5,.178,2018
51,St. Bonaventure,34,26,8,.765,8.87,2.61,14,4,13,1,9,4,2620,2407,69.4,100.6,.384,.432,.531,49.5,57.4,7.6,10.2,.490,17.7,29.0,.275,2018
52,Stephen F. Austin,35,28,7,.800,2.67,-6.46,14,4,16,1,9,5,2819,2386,73.8,92.3,.489,.384,.539,47.4,58.6,10.1,8.9,.496,23.8,27.7,.336,2018
53,Syracuse,37,23,14,.622,12.89,10.02,8,10,14,5,4,6,2466,2360,64.3,97.8,.314,.445,.502,47.4,73.8,9.4,8.7,.462,16.6,29.8,.229,2018
54,Tennessee,35,26,9,.743,18.20,10.12,13,5,13,2,8,4,2584,2301,67.1,97.3,.376,.365,.509,48.6,48.9,8.2,8.7,.467,17.6,30.9,.267,2018
55,Texas A&M,35,22,13,.629,15.30,10.62,9,9,13,3,4,7,2631,2467,70.9,99.4,.276,.376,.499,45.7,57.4,9.1,9.5,.469,13.3,27.0,.190,2018
56,Texas Christian,33,21,12,.636,16.38,9.68,9,9,15,3,3,7,2708,2487,70.0,105.6,.305,.356,.555,45.5,57.2,8.8,11.0,.523,15.5,25.8,.223,2018
57,Texas Southern,36,16,20,.444,-7.53,-5.53,12,6,8,2,5,17,2787,2859,72.7,108.4,.312,.329,.537,51.5,54.3,7.2,10.9,.512,13.8,32.1,.208,2018
58,Texas Tech,37,27,10,.730,19.38,9.60,11,7,17,1,4,6,2759,2397,68.5,94.0,.379,.383,.506,47.4,46.8,8.7,9.9,.463,18.9,28.2,.267,2018
59,Texas,34,19,15,.559,13.96,10.67,8,10,13,4,3,7,2450,2338,66.9,99.1,.262,.352,.513,50.0,48.8,7.7,8.0,.483,15.7,29.1,.187,2018
60,UCLA,33,21,12,.636,12.07,6.86,11,7,14,2,3,7,2679,2507,71.5,103.9,.297,.394,.522,48.2,50.6,8.3,6.7,.491,12.8,26.8,.208,2018
61,Villanova,40,36,4,.900,26.64,10.24,14,4,12,1,9,3,3463,2807,70.2,99.1,.267,.357,.519,47.6,51.8,6.8,8.2,.485,15.9,26.4,.200,2018
62,Virginia Tech,33,21,12,.636,14.35,6.72,10,8,14,4,6,5,2634,2382,69.9,102.1,.294,.428,.532,51.2,54.5,7.5,11.1,.504,16.2,29.3,.205,2018
63,Virginia,34,31,3,.912,22.21,9.07,17,1,16,1,10,1,2283,1836,60.6,88.8,.262,.408,.479,48.8,47.6,6.3,7.3,.443,18.4,25.5,.192,2018
64,West Virginia,37,26,11,.703,19.88,9.36,11,7,14,3,5,5,2964,2575,70.6,98.2,.441,.386,.542,47.5,55.3,7.8,10.1,.499,20.5,29.7,.314,2018
65,Wichita State,33,25,8,.758,16.58,5.46,14,4,13,3,9,2,2731,2364,70.0,101.5,.332,.404,.531,42.9,44.0,8.6,9.1,.494,14.6,22.5,.241,2018
66,Wright State,35,25,10,.714,0.58,-3.64,14,4,14,2,8,7,2500,2307,70.0,93.6,.292,.394,.516,48.2,51.5,8.3,7.8,.483,19.2,24.9,.207,2018
67,Xavier,35,29,6,.829,19.08,9.45,15,3,17,1,9,2,2953,2616,72.4,102.2,.256,.411,.532,44.9,52.1,9.3,9.6,.499,14.0,22.8,.195,2018
