,year,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
224,2020,New Mexico State,31,25,6,.806,4.11,-4.24,16,0,13,1,9,3,2214,1852,64.6,92.0,.306,.376,.520,43.6,47.3,9.3,6.8,.484,19.4,21.2,.223
225,2020,New Mexico,33,19,14,.576,3.47,2.63,7,11,15,3,2,9,2531,2483,73.0,103.1,.245,.426,.545,50.6,58.5,9.6,7.0,.524,17.6,30.1,.170
226,2020,New Orleans,30,9,21,.300,-14.08,-4.73,5,15,6,8,3,13,2262,2323,72.7,106.5,.382,.341,.579,52.3,55.9,9.0,9.8,.544,19.3,32.3,.279
227,2020,Niagara,32,12,20,.375,-11.02,-4.33,9,11,9,3,2,17,2102,2316,66.5,107.9,.276,.410,.553,58.9,62.1,7.1,9.7,.528,17.5,35.8,.196
228,2020,Nicholls State,31,21,10,.677,-3.87,-6.02,15,5,13,1,7,8,2388,2144,73.0,94.0,.391,.336,.527,51.1,54.6,8.7,6.7,.484,22.0,31.6,.282
229,2020,NJIT,30,9,21,.300,-10.14,-4.83,6,10,5,7,4,14,1904,2030,67.0,101.0,.327,.353,.535,52.0,51.8,7.8,9.5,.500,16.3,26.5,.237
230,2020,Norfolk State,31,16,15,.516,-7.76,-9.39,12,4,11,2,4,12,2186,2012,70.3,91.9,.402,.408,.504,48.8,60.0,7.9,9.1,.461,19.9,27.8,.278
231,2020,North Alabama,30,13,17,.433,-9.00,-5.82,8,8,9,4,4,13,2062,2092,70.0,99.2,.392,.337,.532,49.0,43.7,8.0,10.6,.494,17.6,26.4,.274
232,2020,North Carolina-Asheville,31,15,16,.484,-10.31,-8.31,8,10,10,5,5,10,2326,2318,71.2,104.7,.396,.313,.584,54.3,50.8,6.7,7.7,.563,20.6,29.2,.262
233,2020,North Carolina A&T,32,17,15,.531,-9.66,-7.86,12,4,11,1,4,12,2311,2305,75.2,95.0,.415,.386,.504,50.8,52.6,8.8,8.0,.472,18.7,30.2,.263
234,2020,North Carolina Central,31,18,13,.581,-10.04,-8.86,13,3,12,0,5,13,2162,2045,69.6,93.3,.322,.388,.507,50.6,51.1,8.6,8.2,.472,20.9,31.7,.224
235,2020,North Carolina-Greensboro,32,23,9,.719,5.92,-1.48,13,5,14,4,9,4,2372,2020,69.0,90.4,.357,.397,.524,47.9,49.4,8.3,6.7,.492,23.0,26.4,.240
236,2020,North Carolina State,32,20,12,.625,12.05,7.14,10,10,14,4,5,7,2388,2231,70.6,98.4,.354,.328,.514,51.0,43.4,9.4,8.6,.478,17.3,31.0,.244
237,2020,North Carolina-Wilmington,32,10,22,.313,-9.31,-0.90,5,13,8,8,1,12,2186,2294,69.6,102.3,.314,.386,.533,51.9,49.0,9.2,6.8,.506,16.2,28.1,.214
238,2020,North Carolina,33,14,19,.424,9.45,10.05,6,14,7,8,3,9,2383,2403,70.4,102.0,.292,.412,.528,45.0,54.0,9.7,9.4,.491,14.2,24.2,.220
239,2020,North Dakota State,33,25,8,.758,2.19,-3.94,13,3,13,1,8,6,2467,2183,67.8,97.2,.256,.313,.515,47.4,38.2,6.8,9.3,.486,13.8,18.5,.184
240,2020,North Dakota,33,15,18,.455,-6.24,-1.38,7,9,8,3,4,13,2470,2467,70.5,105.2,.283,.322,.544,48.1,44.3,9.3,8.0,.513,13.7,24.0,.208
241,2020,North Florida,33,21,12,.636,-0.57,-3.25,13,3,13,2,7,9,2583,2416,69.6,105.2,.276,.244,.528,51.2,52.4,8.2,10.0,.500,14.1,31.4,.193
242,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2020,North Texas,31,20,11,.645,7.32,1.66,14,4,13,3,7,6,2203,1962,64.9,97.1,.382,.364,.523,47.6,47.1,10.9,9.8,.486,18.5,27.6,.264
245,2020,Northeastern,33,17,16,.515,1.45,-3.28,9,9,7,6,7,7,2347,2191,65.8,100.5,.306,.381,.548,49.4,43.1,7.9,7.2,.517,17.7,24.1,.222
246,2020,Northern Arizona,30,16,14,.533,-4.65,-2.40,10,10,9,5,6,8,2128,2081,67.7,102.1,.273,.368,.550,49.3,51.7,7.8,6.8,.522,17.1,24.9,.200
247,2020,Northern Colorado,31,22,9,.710,5.72,-2.80,15,5,11,3,9,5,2303,1945,65.9,94.4,.247,.233,.501,48.6,32.9,6.9,9.2,.474,15.2,22.7,.172
248,2020,Northern Illinois,31,18,13,.581,-1.33,-2.16,11,7,11,4,7,9,2071,1998,66.2,96.9,.311,.436,.506,47.1,51.7,7.4,8.6,.469,15.4,24.3,.225
249,2020,Northern Iowa,31,25,6,.806,9.83,1.45,14,4,16,0,8,4,2330,2006,65.9,97.1,.244,.376,.506,44.8,44.0,10.1,7.1,.481,13.9,22.3,.167
250,2020,Northern Kentucky,32,23,9,.719,0.28,-4.65,13,5,11,4,10,5,2317,2089,68.7,94.3,.301,.342,.494,50.3,52.1,7.9,6.3,.464,18.0,30.8,.201
251,2020,Northwestern State,30,15,15,.500,-10.00,-7.07,11,9,9,5,5,10,2265,2270,74.5,101.2,.368,.354,.511,49.3,54.1,11.1,6.7,.469,15.6,31.8,.262
252,2020,Northwestern,31,8,23,.258,5.35,10.51,3,17,5,11,2,10,2012,2172,66.7,104.2,.286,.424,.522,53.1,62.5,8.2,8.9,.492,13.7,29.2,.202
253,2020,Notre Dame,32,20,12,.625,11.21,5.62,10,10,15,4,4,7,2376,2197,69.0,98.8,.197,.362,.499,50.2,50.7,8.1,9.2,.475,14.5,28.1,.142
254,2020,Oakland,33,14,19,.424,-5.92,-3.10,8,10,8,5,4,12,2239,2301,67.5,101.7,.257,.434,.517,50.0,57.5,9.6,8.3,.494,15.4,30.1,.172
255,2020,Ohio State,31,21,10,.677,19.37,10.24,11,9,15,2,4,7,2234,1951,66.8,94.3,.293,.395,.494,46.2,49.1,7.4,9.6,.462,16.1,25.4,.203
256,2020,Ohio,32,17,15,.531,0.74,0.17,8,10,12,5,4,8,2286,2192,68.8,99.5,.316,.403,.529,48.7,46.9,9.0,7.2,.485,16.3,24.6,.247
257,2020,Oklahoma State,32,18,14,.563,12.01,10.51,7,11,10,6,5,7,2163,2115,68.5,96.5,.331,.444,.507,49.4,56.9,9.0,9.0,.467,17.8,29.0,.240
258,2020,Oklahoma,31,19,12,.613,13.48,10.64,9,9,12,3,4,8,2177,2089,69.7,96.8,.197,.401,.491,50.8,47.4,8.9,7.1,.467,14.5,27.4,.140
259,2020,Old Dominion,32,13,19,.406,0.02,0.06,9,9,10,4,3,11,2098,2099,67.5,96.4,.340,.453,.520,46.4,54.5,7.5,9.5,.481,16.6,21.7,.244
260,2020,Oral Roberts,31,17,14,.548,2.16,-1.58,9,7,13,1,3,12,2485,2265,71.5,101.3,.302,.389,.536,48.2,49.8,6.2,8.3,.504,16.4,26.6,.218
261,2020,Oregon State,31,18,13,.581,9.70,6.15,7,11,12,4,3,8,2207,2097,66.6,101.6,.309,.364,.529,50.6,54.8,8.4,8.8,.494,16.2,28.9,.226
262,2020,Oregon,31,24,7,.774,18.22,9.09,13,5,17,0,5,5,2352,2069,66.1,98.2,.295,.406,.510,48.5,53.2,6.0,9.6,.473,17.1,31.1,.216
263,2020,Pacific,33,23,10,.697,3.81,0.19,11,5,15,3,7,5,2300,2128,65.9,95.4,.412,.361,.520,43.7,41.4,7.8,6.2,.477,16.5,20.1,.291
264,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2020,Penn State,31,21,10,.677,16.12,9.25,11,9,14,3,5,6,2327,2114,71.4,95.5,.318,.327,.497,49.2,49.3,7.6,8.6,.464,16.2,27.5,.217
267,2020,Pennsylvania,27,16,11,.593,1.07,-0.36,8,6,8,3,6,7,1991,1906,71.6,98.2,.245,.307,.501,51.1,39.9,10.0,8.9,.472,14.6,27.1,.175
268,2020,Pepperdine,32,16,16,.500,2.82,3.60,8,8,9,5,6,7,2441,2466,71.6,105.6,.347,.365,.560,51.0,57.6,9.0,7.0,.528,16.7,27.9,.248
269,2020,Pittsburgh,33,16,17,.485,6.80,7.32,6,14,11,7,2,9,2152,2169,66.0,99.2,.260,.396,.525,51.5,59.0,8.2,11.0,.498,19.8,34.6,.185
270,2020,Portland State,32,18,14,.563,-1.50,-2.43,12,8,11,3,6,11,2518,2412,72.5,103.9,.307,.305,.551,49.3,55.5,7.9,7.8,.521,18.3,33.6,.221
271,2020,Portland,32,9,23,.281,-6.53,1.97,1,15,7,9,2,9,2126,2309,70.5,101.5,.297,.407,.527,54.3,59.7,10.1,7.3,.503,16.3,30.0,.196
272,2020,Prairie View,32,19,13,.594,-6.26,-8.36,14,4,12,0,6,12,2302,2186,72.7,93.2,.489,.379,.530,50.5,53.4,8.0,7.5,.484,21.6,27.8,.338
273,2020,Presbyterian,32,10,22,.313,-15.06,-6.93,7,11,7,6,3,14,2155,2346,67.2,108.3,.359,.448,.563,49.8,54.4,10.5,9.7,.532,15.2,27.0,.253
274,2020,Princeton,27,14,13,.519,-0.75,-1.48,9,5,7,6,5,6,1931,1866,67.2,102.4,.264,.305,.547,49.1,42.1,9.2,10.9,.517,15.7,23.7,.199
275,2020,Providence,31,19,12,.613,13.45,8.19,12,6,13,3,5,6,2214,2051,69.6,94.7,.374,.369,.515,48.4,51.3,10.0,8.9,.474,18.9,28.4,.264
276,2020,Purdue,31,16,15,.516,16.30,10.76,9,11,11,5,4,8,2114,1942,64.7,94.5,.319,.420,.508,47.0,59.3,7.8,9.7,.471,18.0,27.2,.227
277,2020,Quinnipiac,30,15,15,.500,-7.66,-6.53,10,10,9,5,5,9,2088,2122,68.9,102.6,.236,.358,.511,48.8,54.9,9.8,11.6,.488,12.3,26.2,.161
278,2020,Radford,32,21,11,.656,-2.67,-5.71,15,3,11,4,9,6,2302,2115,65.0,101.3,.331,.451,.522,46.9,54.0,6.4,8.3,.493,14.9,26.0,.223
279,2020,Rhode Island,30,21,9,.700,9.25,4.78,13,5,12,3,8,5,2200,2066,71.8,95.1,.285,.376,.506,49.5,52.8,7.6,7.6,.474,18.1,28.6,.201
280,2020,Rice,32,15,17,.469,-3.09,-0.76,7,11,8,7,5,8,2363,2375,71.3,104.0,.285,.394,.543,50.3,50.6,8.6,10.3,.519,15.5,26.4,.194
281,2020,Richmond,31,24,7,.774,11.31,2.76,14,4,14,2,9,3,2335,2070,69.3,95.6,.302,.410,.507,50.6,47.4,8.0,8.4,.477,17.4,26.3,.206
282,2020,Rider,30,18,12,.600,-3.09,-5.49,12,8,11,1,5,11,2152,2080,71.8,96.6,.303,.439,.520,46.6,52.7,9.3,9.4,.491,17.1,24.0,.206
283,2020,Robert Morris,34,20,14,.588,-4.73,-6.33,13,5,12,3,7,11,2373,2280,67.5,99.4,.311,.364,.539,50.4,49.8,9.2,9.6,.506,19.2,28.9,.226
284,2020,Rutgers,31,20,11,.645,15.72,9.68,11,9,18,1,2,8,2168,1942,67.7,91.8,.278,.412,.482,46.0,54.9,7.9,8.8,.447,16.6,25.4,.198
285,2020,Sacramento State,30,16,14,.533,-2.08,-2.76,8,12,10,4,4,10,1895,1791,64.5,92.6,.339,.295,.511,47.1,48.6,8.3,7.2,.464,19.4,25.3,.258
286,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2020,Sacred Heart,33,20,13,.606,-4.75,-7.40,12,6,9,4,10,8,2420,2291,69.9,99.3,.232,.339,.497,45.3,55.2,9.5,9.9,.472,13.8,28.0,.160
289,2020,Saint Francis (PA),32,22,10,.688,-2.05,-6.50,13,5,13,2,8,8,2485,2298,70.3,101.7,.283,.395,.538,47.8,50.8,8.0,8.1,.509,17.0,28.5,.203
290,2020,Saint Joseph's,32,6,26,.188,-5.54,4.93,2,16,4,10,2,12,2208,2543,71.3,111.1,.320,.332,.558,52.7,49.8,9.3,13.1,.527,12.6,29.0,.232
291,2020,Saint Louis,31,23,8,.742,9.41,3.07,12,6,15,3,6,4,2223,2020,68.7,93.7,.362,.395,.504,45.4,48.9,9.7,8.4,.464,17.5,24.6,.253
292,2020,Saint Mary's (CA),34,26,8,.765,12.27,5.24,11,5,14,3,6,3,2559,2276,65.0,100.0,.275,.320,.535,48.6,39.1,6.0,8.7,.506,15.9,23.5,.197
293,2020,Saint Peter's,30,18,12,.600,-3.67,-5.90,14,6,11,3,6,9,1990,1923,68.6,93.0,.408,.360,.509,46.1,54.1,11.1,12.9,.461,19.4,27.3,.293
294,2020,Sam Houston State,31,18,13,.581,-5.17,-6.50,11,9,12,3,6,10,2417,2245,74.4,95.4,.421,.421,.536,50.6,53.8,9.3,7.9,.487,21.4,29.0,.311
295,2020,Samford,33,10,23,.303,-13.13,-1.13,4,14,7,8,3,14,2448,2711,74.6,109.3,.238,.454,.559,51.6,61.7,10.2,8.5,.541,16.1,32.4,.162
296,2020,San Diego State,32,30,2,.938,18.38,3.93,17,1,14,1,11,0,2395,1903,66.1,90.0,.298,.421,.489,47.5,53.4,8.3,5.8,.449,18.8,25.6,.217
297,2020,San Diego,32,9,23,.281,-3.52,4.35,2,14,6,9,3,10,2101,2319,70.9,101.0,.316,.321,.533,51.5,47.4,9.6,8.9,.500,16.1,27.5,.225
298,2020,San Francisco,34,22,12,.647,8.56,3.84,9,7,12,5,7,6,2546,2339,69.2,98.4,.311,.293,.533,47.6,42.4,8.6,8.4,.500,16.8,23.6,.224
299,2020,San Jose State,31,7,24,.226,-7.55,5.15,3,15,6,10,1,12,2167,2523,74.1,109.4,.338,.348,.564,54.0,63.3,9.8,7.5,.538,15.5,30.0,.234
300,2020,Santa Clara,33,20,13,.606,1.95,0.63,6,10,16,5,3,7,2498,2365,73.0,97.8,.376,.330,.521,51.1,49.9,8.9,8.0,.479,16.9,26.0,.270
301,2020,Seattle,29,14,15,.483,-3.95,-3.91,7,7,9,4,3,10,2177,2110,71.4,99.8,.400,.355,.527,51.1,49.6,7.2,7.9,.480,16.5,27.5,.294
302,2020,Seton Hall,30,21,9,.700,16.75,9.95,13,5,11,4,8,4,2241,2037,71.0,95.7,.324,.345,.494,49.7,48.5,9.0,8.8,.457,16.7,30.4,.227
303,2020,Siena,30,20,10,.667,-1.13,-5.66,15,5,14,0,5,10,2167,2031,67.1,99.6,.269,.348,.518,46.5,45.1,8.4,9.8,.484,15.1,25.8,.200
304,2020,South Alabama,31,20,11,.645,0.08,-1.03,13,7,11,5,7,5,2209,2092,67.1,100.2,.260,.461,.528,50.7,56.5,7.9,9.9,.503,17.9,30.1,.181
305,2020,South Carolina State,29,11,18,.379,-16.01,-9.27,6,10,8,5,3,12,2037,2180,69.1,106.4,.364,.356,.552,48.6,44.5,7.6,8.4,.526,15.4,27.6,.244
306,2020,South Carolina Upstate,33,13,20,.394,-13.58,-6.06,7,11,9,6,4,13,2286,2460,69.8,106.8,.391,.394,.569,52.6,48.2,8.4,8.3,.534,17.3,29.0,.281
307,2020,South Carolina,31,18,13,.581,10.27,6.43,10,8,12,5,6,6,2275,2156,72.5,95.5,.531,.398,.516,48.7,54.3,8.5,8.4,.452,18.7,28.6,.388
308,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2020,South Dakota State,32,22,10,.688,2.29,-4.24,13,3,16,0,6,9,2493,2256,69.8,99.8,.254,.378,.504,46.9,43.9,9.3,8.6,.478,13.8,26.9,.173
311,2020,South Dakota,32,20,12,.625,-1.74,-3.84,10,6,13,2,5,8,2547,2374,71.4,103.8,.312,.349,.549,49.5,42.4,7.3,6.5,.515,14.4,21.9,.230
312,2020,South Florida,31,14,17,.452,5.15,5.18,7,11,10,7,3,6,1943,1944,65.5,95.0,.345,.401,.540,48.0,51.0,10.0,9.7,.510,20.9,25.2,.236
313,2020,Southeast Missouri State,31,7,24,.226,-14.57,-5.29,3,15,6,7,0,16,2054,2307,68.8,107.7,.336,.370,.566,52.2,56.4,8.0,9.0,.540,16.0,27.9,.233
314,2020,Southeastern Louisiana,31,8,23,.258,-16.11,-5.72,5,15,6,8,2,14,2157,2429,74.0,104.6,.402,.356,.576,54.0,56.4,9.8,8.2,.535,20.4,33.8,.300
