,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
10,Connecticut,40,32,8,.800,17.23,8.63,12,6,14,3,6,4,2873,2529,65.5,95.9,.357,.326,.482,49.8,51.7,8.6,8.9,.446,16.5,32.9,.237,2014
11,Creighton,35,27,8,.771,18.03,7.17,14,4,16,0,7,4,2756,2376,65.3,103.9,.330,.345,.518,48.3,50.7,7.4,9.2,.485,12.8,27.8,.229,2014
12,Dayton,37,26,11,.703,10.55,5.34,10,6,13,4,7,4,2671,2478,65.4,101.7,.430,.316,.531,47.3,51.1,7.5,12.1,.488,16.5,28.7,.304,2014
13,Delaware,35,25,10,.714,2.73,-1.10,14,2,10,2,11,7,2782,2648,70.9,106.3,.380,.317,.530,51.9,44.2,6.9,9.6,.494,14.3,32.8,.263,2014
14,Duke,35,26,9,.743,19.51,8.48,13,5,17,0,4,5,2745,2359,65.5,102.6,.408,.241,.531,48.5,44.8,7.6,9.6,.493,16.1,30.9,.282,2014
15,Eastern Kentucky,34,24,10,.706,0.60,-4.34,11,5,12,2,8,6,2677,2411,67.5,104.7,.540,.354,.588,55.7,57.3,8.0,11.3,.549,21.9,33.6,.381,2014
16,Florida,39,36,3,.923,20.69,8.54,18,0,17,0,10,2,2727,2253,62.9,91.8,.312,.313,.489,46.2,47.9,8.9,8.9,.454,18.6,28.1,.217,2014
17,George Washington,33,24,9,.727,10.60,4.42,11,5,14,1,6,5,2415,2211,68.0,98.2,.334,.361,.504,47.5,52.3,10.0,9.0,.472,16.8,31.4,.222,2014
18,Gonzaga,36,29,7,.806,15.56,5.36,15,3,15,0,8,4,2761,2372,68.1,98.1,.387,.315,.494,47.7,47.1,8.7,8.5,.448,15.0,29.6,.275,2014
19,Harvard,32,27,5,.844,10.79,-0.47,13,1,11,1,11,3,2343,1952,64.6,93.0,.362,.306,.500,47.9,50.3,8.8,9.4,.458,19.1,29.6,.257,2014
20,Iowa State,36,28,8,.778,18.52,9.88,11,7,15,1,4,6,2989,2678,71.7,102.0,.307,.335,.514,48.9,49.9,7.5,8.9,.477,13.8,28.5,.225,2014
21,Iowa,33,20,13,.606,18.58,7.43,9,9,13,4,4,6,2689,2321,69.9,99.3,.354,.373,.513,45.3,52.6,8.9,7.8,.474,16.2,29.0,.250,2014
22,Kansas State,33,20,13,.606,12.14,8.47,10,8,15,2,2,7,2280,2159,65.6,98.6,.454,.312,.501,49.3,52.6,9.7,10.3,.453,16.2,33.2,.311,2014
23,Kansas,35,25,10,.714,20.25,11.40,14,4,14,1,5,6,2764,2454,68.6,101.5,.455,.315,.515,44.5,51.3,9.6,8.0,.471,14.2,28.8,.309,2014
24,Kentucky,40,29,11,.725,18.07,9.90,12,6,16,2,5,5,2992,2665,65.9,100.1,.368,.303,.499,43.4,44.6,8.7,7.7,.460,13.8,29.5,.254,2014
25,Louisiana,35,23,12,.657,2.91,-0.28,11,7,13,2,6,9,2835,2633,71.2,103.4,.436,.302,.537,47.7,45.4,8.3,12.6,.497,16.5,31.6,.302,2014
26,Louisville,37,31,6,.838,24.69,4.80,15,3,16,2,9,2,2998,2262,69.0,88.6,.384,.300,.482,47.9,49.2,6.6,7.1,.439,21.4,32.7,.261,2014
27,Manhattan,33,25,8,.758,6.04,-0.90,15,5,9,3,12,4,2540,2311,70.3,97.4,.528,.278,.511,49.3,52.8,8.7,12.3,.454,18.5,33.3,.370,2014
28,Massachusetts,33,24,9,.727,10.61,6.00,10,6,11,2,7,4,2502,2350,71.7,98.9,.372,.269,.503,48.1,55.3,8.6,12.6,.466,16.0,31.7,.251,2014
29,Memphis,34,24,10,.706,13.02,7.14,12,6,15,2,5,5,2614,2397,70.6,99.2,.336,.288,.509,48.5,51.0,11.1,9.3,.482,17.2,33.4,.217,2014
30,Mercer,36,27,9,.750,5.33,-3.42,14,4,17,1,9,7,2836,2410,65.7,98.4,.389,.385,.503,47.1,52.8,8.2,8.4,.459,15.9,30.0,.272,2014
31,Michigan State,38,29,9,.763,19.35,9.38,12,6,12,4,7,3,2870,2491,66.0,98.3,.403,.369,.508,46.3,49.6,8.4,8.0,.458,15.5,27.2,.294,2014
32,Michigan,37,28,9,.757,18.52,9.65,15,3,13,2,7,4,2736,2408,62.5,103.4,.267,.311,.525,49.9,48.3,7.8,8.4,.494,14.8,30.1,.195,2014
33,Milwaukee,35,21,14,.600,-1.53,-0.44,7,9,7,6,10,6,2465,2469,67.9,102.8,.355,.330,.531,51.2,47.8,10.0,11.6,.488,16.1,30.8,.265,2014
34,Mount St. Mary's,33,16,17,.485,-6.32,-4.44,9,7,10,3,6,13,2504,2566,70.0,110.2,.345,.239,.569,53.4,45.3,8.2,8.3,.535,16.3,33.0,.253,2014
35,Nebraska,32,19,13,.594,10.13,8.50,11,7,15,1,3,8,2137,2085,65.4,99.7,.448,.356,.518,51.4,50.9,8.0,9.0,.476,16.5,29.0,.306,2014
36,New Mexico State,36,26,10,.722,6.16,-2.58,12,4,14,1,8,7,2771,2415,66.9,99.2,.334,.229,.484,46.5,39.4,8.3,6.6,.438,13.7,33.2,.245,2014
37,New Mexico,34,27,7,.794,12.72,4.84,15,3,13,2,8,2,2516,2248,65.6,99.4,.313,.350,.490,46.2,50.0,8.5,7.9,.450,12.9,28.2,.227,2014
38,North Carolina Central,34,28,6,.824,3.97,-8.03,16,1,14,0,11,5,2513,2023,64.7,90.6,.436,.358,.485,47.4,49.8,8.4,11.1,.435,20.4,32.5,.302,2014
39,North Carolina State,36,22,14,.611,9.02,7.44,9,9,13,6,6,6,2561,2504,64.9,105.7,.426,.306,.521,50.5,47.7,8.7,8.1,.475,14.7,35.7,.303,2014
40,North Carolina,34,24,10,.706,15.24,8.42,13,5,15,3,6,5,2604,2372,70.0,98.9,.414,.341,.509,46.6,46.2,8.4,8.4,.470,16.5,31.3,.278,2014
41,North Dakota State,33,26,7,.788,6.31,-0.02,12,2,12,1,10,5,2492,2164,63.9,102.2,.389,.350,.534,46.8,51.0,7.9,4.9,.487,15.8,27.3,.291,2014
42,Ohio State,35,25,10,.714,17.84,8.12,10,8,17,3,5,5,2432,2092,65.1,91.2,.298,.316,.489,49.8,43.8,6.3,8.3,.452,19.0,29.6,.212,2014
43,Oklahoma State,34,21,13,.618,19.02,8.34,8,10,13,3,3,7,2728,2365,69.5,97.8,.410,.330,.506,51.2,46.6,8.6,9.6,.463,17.1,32.0,.282,2014
44,Oklahoma,33,23,10,.697,14.91,8.97,12,6,14,3,5,4,2704,2508,71.7,104.8,.385,.349,.536,49.1,47.7,8.1,8.7,.497,15.4,30.4,.275,2014
45,Oregon,34,24,10,.706,15.75,8.05,10,8,15,3,5,5,2783,2521,69.9,104.1,.478,.320,.539,49.3,50.4,6.9,9.5,.491,16.4,31.9,.339,2014
46,Pittsburgh,36,26,10,.722,17.46,7.54,11,7,13,5,7,2,2586,2229,62.4,97.4,.364,.335,.508,45.5,52.7,7.5,10.1,.467,16.7,29.1,.257,2014
47,Providence,35,23,12,.657,11.37,7.85,10,8,13,3,5,6,2566,2443,64.9,103.9,.338,.285,.522,47.6,47.3,8.5,8.3,.489,14.1,30.7,.233,2014
48,Saint Joseph's,34,24,10,.706,9.05,5.08,11,5,11,4,8,4,2433,2298,66.0,102.1,.306,.344,.510,48.0,55.6,10.0,7.2,.478,13.3,27.6,.212,2014
49,Saint Louis,34,27,7,.794,11.63,4.24,13,3,14,3,11,1,2374,2105,67.4,90.8,.355,.257,.480,49.0,46.9,10.5,12.0,.440,18.1,28.5,.243,2014
50,San Diego State,36,31,5,.861,14.95,4.86,16,2,15,1,9,2,2530,2052,63.9,88.6,.319,.317,.468,46.4,48.6,6.6,10.1,.431,18.3,29.3,.215,2014
51,Stanford,36,23,13,.639,13.42,9.00,10,8,12,4,6,5,2616,2457,67.1,101.4,.370,.339,.521,48.7,56.8,8.1,6.5,.480,14.9,28.1,.265,2014
52,Stephen F. Austin,35,32,3,.914,4.82,-6.76,18,0,15,0,14,2,2661,2219,65.5,96.1,.511,.262,.543,46.2,48.4,7.8,9.6,.499,21.4,28.5,.352,2014
53,Syracuse,34,28,6,.824,16.05,7.25,14,4,16,2,8,2,2311,2012,60.5,97.2,.367,.405,.513,47.2,63.9,7.0,7.6,.480,18.8,31.5,.245,2014
54,Tennessee,37,24,13,.649,17.34,7.84,11,7,14,3,4,7,2672,2283,62.8,97.6,.317,.279,.498,43.8,45.7,8.3,9.5,.462,14.8,27.6,.224,2014
55,Texas Southern,34,19,15,.559,-8.41,-10.07,12,6,9,2,6,11,2584,2512,68.2,106.8,.293,.297,.531,47.8,51.1,9.4,10.5,.505,13.7,31.0,.201,2014
56,Texas,35,24,11,.686,12.67,9.15,11,7,16,2,4,6,2598,2475,69.1,101.9,.410,.360,.508,45.4,54.3,9.1,7.9,.465,14.0,30.2,.283,2014
57,Tulsa,34,21,13,.618,6.23,1.17,13,3,11,3,6,7,2471,2299,68.7,97.7,.475,.339,.513,49.7,50.2,8.5,8.4,.464,17.5,29.6,.327,2014
58,UCLA,37,28,9,.757,18.40,7.62,12,6,16,2,5,5,3003,2604,70.0,99.8,.357,.416,.529,48.8,56.7,7.4,6.2,.499,17.7,28.6,.241,2014
59,Villanova,34,29,5,.853,18.97,7.50,16,2,15,1,10,2,2651,2261,67.6,96.6,.386,.330,.507,47.4,54.1,8.2,7.4,.463,17.3,28.7,.273,2014
60,Virginia Commonwealth,35,26,9,.743,14.55,4.78,12,4,15,0,6,5,2624,2282,70.4,91.3,.397,.300,.514,49.4,48.5,8.3,10.0,.478,22.3,30.6,.265,2014
61,Virginia,37,30,7,.811,18.38,7.86,16,2,15,2,7,4,2449,2060,60.6,91.6,.325,.335,.476,45.3,51.3,8.5,9.5,.442,16.0,25.6,.215,2014
62,Weber State,31,19,12,.613,-0.92,-4.23,14,6,13,2,5,9,2254,2061,64.3,101.8,.340,.229,.503,47.5,47.1,8.0,6.5,.465,12.4,28.0,.239,2014
63,Western Michigan,33,23,10,.697,1.73,-1.45,14,4,13,2,6,7,2373,2235,66.5,100.3,.346,.387,.510,48.7,52.4,10.7,10.0,.470,16.0,32.0,.246,2014
64,Wichita State,36,35,1,.972,16.65,1.74,18,0,17,0,12,0,2706,2141,64.5,91.9,.353,.358,.480,44.7,47.7,7.3,7.6,.446,16.3,26.1,.229,2014
65,Wisconsin,38,30,8,.789,19.69,10.19,12,6,14,3,8,3,2793,2432,63.3,100.7,.271,.253,.505,48.9,39.8,6.7,8.5,.472,13.3,27.4,.196,2014
66,Wofford,33,20,13,.606,-4.32,-5.95,11,5,9,4,8,8,2205,2054,63.0,98.3,.401,.291,.525,49.0,44.8,8.8,8.8,.489,17.8,27.9,.272,2014
67,Xavier,34,21,13,.618,11.84,8.14,10,8,15,2,4,6,2442,2316,65.7,102.9,.395,.357,.527,46.8,61.4,8.3,11.9,.494,14.8,28.7,.264,2014
