,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
17,Harvard,31,26,5,.839,7.84,-1.56,12,2,11,1,12,3,2033,1724,60.9,91.0,.300,.271,.485,48.7,47.9,8.9,9.9,.456,17.9,29.2,.197,2012
18,Indiana,36,27,9,.750,18.63,7.80,11,7,18,1,5,6,2782,2392,66.9,99.3,.343,.316,.517,49.2,44.4,10.0,10.5,.481,17.3,34.4,.241,2012
19,Iona,33,25,8,.758,8.36,-1.82,15,3,10,1,11,4,2736,2400,71.4,100.7,.288,.341,.538,51.9,53.6,7.6,7.6,.511,19.2,35.5,.200,2012
20,Iowa State,34,23,11,.676,13.32,7.32,12,6,16,2,4,7,2490,2286,67.5,99.7,.265,.319,.514,48.2,51.9,8.4,9.9,.486,15.1,28.3,.185,2012
21,Kansas State,33,22,11,.667,14.47,7.53,10,8,11,4,6,4,2343,2114,67.0,94.6,.418,.313,.504,48.7,52.1,10.7,8.2,.460,20.1,36.9,.288,2012
22,Kansas,39,32,7,.821,21.72,9.93,16,2,16,0,8,2,2867,2407,67.3,91.4,.331,.319,.478,47.9,52.8,9.6,9.0,.434,17.5,31.3,.239,2012
23,Kentucky,40,38,2,.950,24.73,7.93,16,0,18,0,8,1,3095,2423,66.4,91.2,.258,.290,.454,47.1,47.2,8.2,8.0,.420,14.8,33.4,.179,2012
24,Lamar,35,23,12,.657,2.41,-3.77,11,5,12,2,8,9,2573,2296,68.7,95.2,.331,.259,.499,48.3,50.1,7.7,8.1,.466,17.7,32.7,.223,2012
25,Lehigh,35,27,8,.771,4.27,-5.14,11,3,12,1,12,6,2648,2288,68.1,95.3,.339,.323,.505,52.1,55.7,7.9,10.1,.467,18.2,33.9,.239,2012
26,Cal State Long Beach,34,25,9,.735,9.52,0.87,15,1,12,0,8,7,2510,2175,67.2,94.6,.272,.323,.505,49.3,52.5,8.6,7.9,.475,19.2,33.2,.189,2012
27,Long Island University,34,25,9,.735,-1.34,-5.10,16,2,15,0,7,8,2769,2641,74.8,103.5,.220,.275,.517,51.4,51.2,11.4,9.8,.494,15.5,37.9,.153,2012
28,Louisville,40,30,10,.750,16.19,9.02,10,8,16,4,6,5,2727,2440,67.0,89.9,.343,.322,.470,50.3,52.9,10.5,9.3,.433,19.3,36.0,.227,2012
29,Loyola (MD),33,24,9,.727,0.37,-2.72,13,5,10,2,11,6,2222,2120,65.3,98.4,.399,.270,.517,50.4,50.3,9.4,9.9,.478,18.7,37.2,.275,2012
30,Marquette,35,27,8,.771,16.92,7.50,14,4,15,1,6,5,2638,2308,70.7,93.3,.306,.326,.488,52.6,58.1,10.1,10.4,.454,19.6,38.9,.210,2012
31,Memphis,35,26,9,.743,16.86,5.26,13,3,18,2,7,4,2614,2208,67.1,93.0,.383,.310,.480,51.3,50.6,9.0,8.8,.434,17.6,35.8,.266,2012
32,Michigan State,37,29,8,.784,21.32,9.82,13,5,17,1,7,4,2651,2195,65.1,90.9,.344,.361,.476,45.9,52.5,9.6,7.5,.433,16.8,29.2,.242,2012
33,Michigan,34,24,10,.706,13.19,8.98,13,5,15,1,5,6,2255,2090,61.2,99.3,.298,.333,.518,52.7,50.8,9.0,8.5,.485,17.4,32.7,.212,2012
34,Mississippi Valley State,34,21,13,.618,-8.03,-7.65,17,1,9,0,8,11,2332,2345,70.0,97.5,.421,.330,.528,52.6,53.2,8.7,11.3,.496,20.2,35.7,.276,2012
35,Missouri,35,30,5,.857,19.77,5.68,14,4,16,1,7,3,2814,2321,66.4,99.6,.273,.309,.525,52.0,51.8,7.8,7.6,.501,18.5,35.0,.185,2012
36,Montana,32,25,7,.781,4.55,-3.39,15,1,16,2,9,4,2239,1985,66.1,93.4,.383,.295,.498,53.0,44.2,8.7,10.2,.454,19.3,34.3,.268,2012
37,Murray State,33,31,2,.939,8.74,-2.60,15,1,13,1,13,0,2412,2001,66.1,91.1,.347,.274,.491,50.8,47.4,9.4,7.6,.457,21.1,36.7,.229,2012
38,Nevada-Las Vegas,35,26,9,.743,13.55,4.37,9,5,17,0,5,7,2671,2307,69.3,93.4,.341,.323,.499,49.8,49.7,8.7,6.7,.465,18.9,31.9,.229,2012
39,New Mexico State,36,26,10,.722,8.73,0.08,10,4,14,3,7,5,2812,2459,70.7,96.2,.323,.316,.511,45.4,53.9,8.4,7.3,.481,17.9,31.4,.218,2012
40,New Mexico,35,28,7,.800,15.60,3.34,10,4,14,2,7,3,2545,2076,66.3,89.1,.312,.362,.475,47.3,52.9,8.7,7.1,.440,18.6,29.9,.211,2012
41,Norfolk State,36,26,10,.722,-3.68,-5.39,13,3,10,4,10,4,2482,2416,68.4,97.1,.381,.330,.501,51.1,47.4,9.6,8.5,.463,17.3,36.0,.255,2012
42,North Carolina-Asheville,34,24,10,.706,3.06,-2.72,16,2,15,2,8,5,2745,2426,70.5,100.8,.357,.344,.532,50.9,57.9,9.3,8.4,.504,19.1,36.7,.237,2012
43,North Carolina State,37,24,13,.649,12.10,6.80,9,7,13,6,5,4,2697,2501,67.7,99.5,.321,.332,.507,49.0,47.8,9.5,8.4,.471,15.7,33.4,.228,2012
44,North Carolina,38,32,6,.842,21.34,7.07,14,2,17,1,8,2,3091,2549,72.8,91.8,.218,.355,.475,45.2,46.5,8.6,6.8,.450,15.9,29.4,.148,2012
45,Notre Dame,34,22,12,.647,11.18,6.47,13,5,16,1,5,5,2257,2097,61.6,98.8,.256,.280,.489,52.6,53.2,8.8,8.6,.458,14.6,35.1,.180,2012
46,Ohio State,39,31,8,.795,23.95,9.07,13,5,17,2,7,4,2913,2333,66.9,89.4,.290,.350,.497,46.3,47.3,7.4,7.2,.464,19.7,26.7,.203,2012
47,Ohio,37,29,8,.784,7.17,0.17,11,5,16,1,8,6,2597,2311,66.8,92.9,.419,.358,.513,53.3,53.5,8.9,9.8,.465,22.2,37.8,.299,2012
48,Purdue,35,22,13,.629,13.88,8.05,10,8,13,4,5,5,2514,2310,64.6,102.2,.338,.336,.532,53.4,52.5,6.1,9.0,.499,16.9,35.2,.236,2012
49,Saint Louis,34,26,8,.765,15.15,4.06,12,4,15,1,6,5,2336,1960,63.2,90.9,.371,.255,.500,51.6,44.3,8.2,10.7,.454,20.3,32.3,.266,2012
50,Saint Mary's (CA),33,27,6,.818,11.26,0.78,14,2,16,1,8,3,2467,2068,64.8,96.4,.290,.272,.504,45.8,49.9,8.6,7.2,.477,16.1,27.8,.194,2012
51,San Diego State,34,26,8,.765,9.04,3.79,10,4,17,2,7,4,2416,2166,66.6,94.2,.284,.361,.497,48.9,53.2,8.0,8.0,.466,16.6,28.8,.196,2012
52,South Dakota State,35,27,8,.771,7.34,-1.87,15,3,14,0,8,7,2689,2329,66.1,99.5,.290,.315,.527,51.1,49.0,8.4,7.1,.500,17.1,31.4,.200,2012
53,South Florida,36,22,14,.611,9.20,7.29,12,6,14,2,5,8,2134,2037,59.7,94.1,.316,.322,.475,49.5,55.8,11.5,9.6,.434,15.6,33.5,.223,2012
54,Southern Mississippi,34,25,9,.735,7.79,3.61,11,5,15,0,7,6,2426,2212,64.5,98.4,.399,.298,.538,49.1,48.8,7.2,11.5,.495,19.1,30.8,.290,2012
55,St. Bonaventure,32,20,12,.625,8.25,2.84,10,6,11,2,6,8,2254,2081,65.0,98.8,.373,.330,.513,48.2,54.4,10.5,7.4,.471,16.5,32.3,.266,2012
56,Syracuse,37,34,3,.919,21.12,8.02,17,1,19,0,9,1,2742,2257,65.2,93.3,.310,.362,.477,53.3,62.5,8.1,6.7,.442,20.0,42.8,.209,2012
57,Temple,32,24,8,.750,10.44,4.94,13,3,10,1,10,4,2401,2225,67.6,100.9,.332,.287,.518,51.6,47.8,8.3,8.7,.483,16.6,34.7,.233,2012
58,Texas,34,20,14,.588,14.00,8.12,9,9,15,3,4,7,2470,2270,66.7,99.3,.415,.307,.509,50.4,49.0,8.6,8.7,.469,17.1,38.1,.281,2012
59,Vanderbilt,36,25,11,.694,15.71,8.04,10,6,13,5,6,5,2615,2339,65.5,98.1,.286,.325,.501,51.4,47.0,10.5,11.3,.469,16.2,34.8,.200,2012
60,Vermont,36,24,12,.667,0.98,-5.19,13,3,10,4,10,6,2415,2193,63.2,95.4,.333,.312,.491,49.8,45.7,9.1,8.7,.455,16.8,33.6,.226,2012
61,Virginia Commonwealth,36,29,7,.806,8.79,0.63,15,3,13,1,10,3,2448,2154,65.2,91.2,.367,.302,.511,53.2,47.1,8.9,11.9,.473,23.4,36.8,.254,2012
62,Virginia,32,22,10,.688,12.51,4.23,9,7,13,3,7,4,2000,1735,61.1,88.4,.312,.324,.476,50.1,42.5,9.8,6.8,.447,18.5,27.8,.198,2012
63,West Virginia,33,19,14,.576,12.13,7.53,9,9,11,5,4,6,2346,2194,64.8,99.9,.312,.305,.526,47.9,50.6,10.7,8.3,.498,17.6,34.0,.212,2012
64,Western Kentucky,35,16,19,.457,-2.66,0.51,7,9,8,7,3,8,2272,2383,68.4,98.8,.389,.258,.518,51.9,49.1,9.3,11.3,.474,18.2,35.3,.279,2012
65,Wichita State,33,27,6,.818,17.42,3.80,16,2,14,1,10,1,2545,2060,67.0,91.7,.325,.326,.481,47.2,49.0,8.4,7.6,.443,16.5,28.7,.224,2012
66,Wisconsin,36,26,10,.722,19.04,8.24,12,6,14,4,7,4,2304,1915,58.6,90.1,.298,.241,.461,50.2,40.4,7.2,7.6,.425,15.7,30.3,.203,2012
67,Xavier,36,23,13,.639,9.59,6.22,10,6,13,3,5,6,2543,2422,67.5,98.7,.355,.356,.503,50.9,58.2,9.5,8.5,.456,15.8,33.0,.263,2012
