,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
19,Lehigh,33,22,11,.667,-3.33,-7.79,10,4,15,2,7,8,2478,2331,70.0,100.2,.309,.349,.520,49.1,57.3,9.4,8.7,.487,16.8,29.5,.219,2010
20,Louisville,33,20,13,.606,14.08,7.99,11,7,15,4,4,7,2505,2304,67.9,101.7,.410,.322,.526,48.7,56.5,9.6,5.9,.485,18.7,36.9,.288,2010
21,Marquette,34,22,12,.647,15.17,8.23,11,7,13,4,6,5,2485,2198,64.4,99.0,.294,.289,.524,51.0,56.4,8.6,10.3,.497,18.9,33.0,.200,2010
22,Maryland,33,24,9,.727,17.75,7.95,13,3,15,1,7,3,2629,2254,70.2,96.2,.293,.317,.482,49.6,47.5,7.9,7.5,.448,17.6,36.6,.203,2010
23,Michigan State,37,28,9,.757,15.33,8.17,14,4,15,2,8,4,2658,2361,65.9,96.5,.314,.370,.503,43.7,55.7,9.9,6.2,.466,16.4,28.4,.223,2010
24,Minnesota,35,21,14,.600,15.64,7.32,9,9,14,3,4,7,2533,2242,65.7,96.5,.328,.377,.498,48.8,58.9,9.9,6.9,.465,18.1,32.4,.223,2010
25,Missouri,34,23,11,.676,17.39,6.36,10,6,16,2,4,6,2627,2252,71.0,92.6,.389,.309,.503,52.0,49.3,8.4,7.5,.459,22.7,38.1,.274,2010
26,Montana,32,22,10,.688,3.93,-2.35,10,6,14,2,7,7,2228,1960,63.4,96.6,.368,.304,.504,47.8,46.2,8.9,7.4,.472,17.2,29.4,.241,2010
27,Morgan State,37,27,10,.730,-1.18,-6.15,15,1,11,1,12,7,2813,2606,70.0,99.3,.432,.259,.507,47.6,47.7,8.3,9.5,.465,17.1,34.7,.291,2010
28,Murray State,36,31,5,.861,8.69,-3.89,17,1,15,0,11,4,2753,2175,68.0,88.8,.336,.298,.477,45.3,52.6,9.6,7.2,.436,20.9,32.5,.233,2010
29,Nevada-Las Vegas,34,25,9,.735,12.57,4.82,11,5,15,4,9,3,2485,2168,67.4,93.9,.476,.342,.509,50.5,50.8,7.1,7.3,.455,20.1,30.7,.337,2010
30,New Mexico State,34,22,12,.647,2.06,1.66,11,5,12,3,7,8,2662,2639,72.1,107.7,.320,.346,.539,51.4,57.8,7.8,7.1,.510,15.6,34.1,.220,2010
31,New Mexico,35,30,5,.857,12.49,3.84,14,2,17,1,10,2,2655,2352,67.7,98.6,.350,.398,.525,46.4,56.7,8.2,7.6,.495,17.5,27.1,.235,2010
32,North Texas,33,24,9,.727,-2.49,-4.72,13,5,12,2,9,6,2437,2303,68.8,99.9,.321,.267,.512,47.3,44.1,10.3,11.0,.476,15.7,30.0,.226,2010
33,Northern Iowa,35,30,5,.857,12.03,4.27,15,3,14,0,9,3,2216,1929,59.4,92.8,.288,.360,.498,48.0,45.2,7.8,6.4,.466,18.0,26.8,.199,2010
34,Notre Dame,35,23,12,.657,13.14,6.22,10,8,17,3,3,6,2635,2393,64.0,105.7,.278,.333,.526,47.4,55.8,9.2,9.1,.493,13.7,30.5,.206,2010
35,Oakland,35,26,9,.743,-0.64,-2.96,17,1,13,1,10,7,2676,2504,70.5,101.5,.320,.269,.526,46.6,48.2,9.8,8.3,.499,16.2,30.5,.215,2010
36,Ohio State,37,29,8,.784,19.49,7.37,14,4,17,1,6,5,2740,2274,65.1,93.8,.264,.361,.501,48.8,55.8,8.2,5.8,.471,18.9,29.1,.187,2010
37,Ohio,37,22,15,.595,4.56,-0.03,7,9,13,4,5,9,2763,2569,69.2,98.3,.354,.328,.508,50.5,56.9,8.2,9.3,.469,18.3,33.7,.248,2010
38,Oklahoma State,33,22,11,.667,12.34,6.97,9,7,15,1,3,7,2437,2243,68.6,98.6,.372,.342,.519,49.0,49.4,8.3,9.0,.481,16.9,27.9,.259,2010
39,Old Dominion,36,27,9,.750,11.39,1.78,15,3,15,0,9,6,2415,2069,62.9,91.0,.297,.350,.486,44.2,53.5,10.2,8.4,.455,19.3,30.2,.198,2010
40,Pittsburgh,34,25,9,.735,14.30,7.39,13,5,17,1,5,4,2336,2101,62.6,96.6,.338,.291,.481,46.4,50.3,8.6,10.4,.446,14.4,31.2,.224,2010
41,Purdue,35,29,6,.829,17.52,8.81,14,4,15,3,8,2,2467,2144,66.7,91.5,.368,.281,.494,51.1,51.3,7.8,6.6,.448,20.2,31.8,.263,2010
42,Richmond,35,26,9,.743,10.03,3.43,13,3,14,1,7,6,2427,2196,65.0,94.5,.362,.312,.486,53.8,45.6,8.2,9.4,.442,18.9,35.6,.256,2010
43,Robert Morris,35,23,12,.657,-3.71,-6.15,15,3,12,3,10,7,2399,2306,67.6,97.1,.478,.382,.522,48.9,57.0,10.4,9.0,.469,19.9,32.5,.344,2010
44,Saint Mary's (CA),34,28,6,.824,13.38,2.20,11,3,14,2,9,2,2668,2258,67.0,98.7,.300,.236,.489,46.8,38.8,8.4,6.3,.459,13.8,30.9,.199,2010
45,Sam Houston State,33,25,8,.758,3.71,-3.37,14,2,13,1,7,6,2616,2284,70.6,97.4,.402,.338,.523,47.0,68.9,9.0,7.9,.486,18.9,29.0,.274,2010
46,San Diego State,34,25,9,.735,11.34,4.21,11,5,14,1,9,7,2389,2101,63.9,95.7,.302,.348,.498,45.2,56.4,9.2,8.3,.465,17.7,31.6,.209,2010
47,Siena,34,27,7,.794,8.48,-1.17,17,1,17,0,9,5,2554,2226,70.0,92.9,.214,.313,.497,47.1,53.9,8.6,7.3,.480,18.8,29.5,.136,2010
48,Syracuse,35,30,5,.857,21.72,7.21,15,3,17,2,8,1,2832,2324,71.0,93.5,.256,.402,.482,47.0,63.4,11.9,5.7,.459,18.5,34.3,.163,2010
49,Temple,35,29,6,.829,12.44,4.27,14,2,14,2,12,3,2273,1987,61.9,91.1,.269,.326,.464,47.2,47.2,8.6,7.7,.430,15.6,27.7,.188,2010
50,Tennessee,37,28,9,.757,16.05,7.75,11,5,15,1,5,5,2720,2413,69.8,93.2,.407,.381,.498,49.2,52.4,8.7,10.6,.452,19.8,32.3,.283,2010
51,Texas A&M,34,24,10,.706,15.24,9.80,11,5,15,1,5,5,2426,2192,66.7,95.9,.356,.333,.506,48.1,54.0,9.5,12.1,.466,17.9,29.5,.250,2010
52,Texas-El Paso,33,26,7,.788,12.66,1.96,15,1,15,2,8,2,2484,2131,69.8,91.4,.432,.348,.490,49.5,53.5,8.2,6.0,.446,19.3,30.2,.289,2010
53,Texas,34,24,10,.706,18.56,7.38,9,7,15,2,5,6,2761,2381,73.6,94.1,.352,.284,.488,46.2,46.5,9.8,7.9,.449,17.4,32.1,.241,2010
54,Utah State,35,27,8,.771,13.62,1.23,14,2,17,1,8,5,2559,2097,62.5,95.5,.291,.329,.493,45.4,51.5,7.7,8.1,.458,15.6,26.9,.206,2010
55,Vanderbilt,33,24,9,.727,15.24,7.86,12,4,14,2,7,3,2537,2274,69.9,98.3,.340,.312,.491,49.7,48.2,9.6,10.0,.464,16.1,35.1,.214,2010
56,Vermont,35,25,10,.714,-1.26,-6.69,12,4,10,2,12,6,2457,2267,67.5,95.6,.346,.307,.489,48.1,48.5,10.2,9.7,.450,17.1,33.6,.239,2010
57,Villanova,33,25,8,.758,16.72,7.75,13,5,12,2,6,4,2700,2404,71.9,100.5,.491,.385,.526,46.8,58.8,9.1,11.0,.474,18.1,31.9,.348,2010
58,Wake Forest,31,20,11,.645,11.45,8.85,9,7,13,2,5,7,2257,2155,70.4,96.4,.385,.324,.482,47.0,48.0,9.9,8.4,.438,16.0,33.7,.265,2010
59,Washington,36,26,10,.722,15.64,7.49,11,7,17,2,4,6,2851,2519,72.8,95.9,.446,.271,.509,47.5,46.3,8.4,6.6,.465,18.9,32.2,.304,2010
60,West Virginia,38,31,7,.816,19.16,10.26,13,5,12,2,7,4,2752,2414,64.0,97.7,.391,.322,.507,45.5,52.3,9.4,7.9,.469,17.6,32.1,.266,2010
61,Winthrop,33,19,14,.576,-8.68,-7.31,12,6,12,2,6,11,2042,2025,66.7,91.3,.387,.347,.489,49.0,56.4,9.3,8.5,.449,19.7,30.2,.260,2010
62,Wisconsin,33,24,9,.727,17.84,7.66,13,5,16,1,5,5,2214,1878,59.8,94.4,.361,.253,.505,48.7,46.7,7.4,7.0,.468,17.6,26.3,.248,2010
63,Wofford,35,26,9,.743,4.43,-2.57,15,3,11,1,10,6,2408,2134,65.1,93.4,.352,.301,.498,47.8,42.7,7.9,10.5,.463,18.6,29.1,.237,2010
64,Xavier,35,26,9,.743,16.23,5.94,14,2,15,0,7,5,2793,2433,69.7,96.7,.329,.312,.488,46.5,53.1,8.9,12.3,.456,15.3,29.9,.215,2010
