,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
10,East Tennessee State,35,27,8,.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,71.4,96.6,.372,.394,.528,46.9,47.3,9.6,9.9,.487,19.2,27.2,.268,2017
11,Florida Gulf Coast,34,26,8,.765,2.26,-3.42,12,2,16,3,10,3,2701,2356,69.3,99.3,.349,.388,.517,46.1,49.6,8.8,7.1,.484,16.2,28.1,.238,2017
12,Florida State,35,26,9,.743,18.87,8.87,12,6,18,0,3,6,2873,2523,72.6,99.3,.373,.361,.520,47.3,49.5,6.9,7.1,.479,16.9,29.5,.267,2017
13,Florida,36,27,9,.750,22.40,11.01,14,4,9,1,8,4,2804,2394,70.1,93.9,.341,.314,.498,48.7,40.9,7.8,7.5,.458,18.1,29.1,.241,2017
14,Gonzaga,39,37,2,.949,25.26,4.13,17,1,15,1,10,0,3222,2398,70.9,86.7,.269,.321,.443,45.3,43.2,7.6,7.8,.411,14.9,25.8,.177,2017
15,Iona,35,22,13,.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,72.3,105.1,.334,.355,.532,51.8,53.0,6.6,7.8,.500,15.4,32.0,.232,2017
16,Iowa State,35,24,11,.686,20.51,11.94,12,6,12,3,5,6,2829,2529,70.6,100.6,.256,.359,.518,52.3,51.9,6.6,9.1,.490,16.7,31.6,.180,2017
17,Jacksonville State,35,20,15,.571,-2.85,-3.24,9,7,5,5,10,9,2434,2378,65.3,103.3,.339,.366,.524,47.3,49.0,9.1,9.0,.486,14.4,27.8,.245,2017
18,Kansas State,35,21,14,.600,14.80,10.48,8,10,11,5,5,6,2523,2372,67.5,100.0,.334,.340,.533,50.8,55.5,9.3,9.5,.496,19.1,32.3,.244,2017
19,Kansas,36,31,5,.861,23.53,12.23,16,2,14,1,10,1,2995,2588,71.4,99.7,.300,.342,.515,47.0,49.9,9.4,9.4,.481,16.1,29.4,.215,2017
20,Kent State,36,22,14,.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,70.7,101.4,.333,.356,.530,46.0,51.9,8.3,5.7,.497,16.8,29.6,.234,2017
21,Kentucky,38,32,6,.842,23.88,10.49,16,2,15,2,7,3,3225,2716,74.3,95.8,.335,.333,.507,46.8,44.0,6.4,7.7,.475,16.9,27.1,.227,2017
22,Louisville,34,25,9,.735,22.47,11.15,12,6,16,1,5,5,2628,2243,68.5,95.6,.388,.356,.500,45.9,48.3,7.2,8.3,.457,17.0,28.2,.269,2017
23,Marquette,32,19,13,.594,15.26,8.60,10,8,14,3,4,6,2631,2418,71.1,105.9,.356,.342,.553,50.4,59.5,9.2,10.3,.522,16.0,29.1,.249,2017
24,Maryland,33,24,9,.727,12.79,8.29,12,6,13,5,8,2,2438,2246,68.1,99.6,.327,.328,.507,49.7,46.3,9.0,10.9,.471,15.9,31.8,.230,2017
25,Miami (FL),33,21,12,.636,14.48,9.57,10,8,14,2,4,6,2278,2116,64.7,98.7,.287,.347,.512,47.0,51.9,9.2,8.3,.476,16.0,28.1,.212,2017
26,Michigan State,35,20,15,.571,13.67,10.50,10,8,14,2,2,7,2515,2404,68.2,100.4,.347,.327,.509,47.4,53.6,8.8,8.8,.467,13.9,26.9,.252,2017
27,Michigan,38,26,12,.684,18.80,10.17,10,8,15,3,3,8,2851,2523,63.8,103.1,.272,.288,.542,52.1,45.7,6.6,8.3,.519,17.0,29.5,.186,2017
28,Middle Tennessee,36,31,5,.861,9.80,-0.48,17,1,13,2,11,2,2697,2299,66.4,95.8,.372,.360,.519,46.1,50.6,7.1,5.8,.478,17.7,23.8,.265,2017
29,Minnesota,34,24,10,.706,14.56,8.82,11,7,17,3,5,5,2556,2361,70.3,96.6,.292,.332,.484,49.5,53.7,7.9,8.7,.451,15.0,30.1,.199,2017
30,Mount St. Mary's,36,20,16,.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,68.4,100.2,.326,.274,.525,55.5,43.9,9.3,7.9,.499,18.5,34.6,.215,2017
31,Nevada,35,28,7,.800,10.49,2.03,14,4,13,1,8,4,2792,2496,70.9,100.2,.282,.355,.512,47.6,52.0,7.7,6.3,.483,14.0,26.1,.195,2017
32,New Mexico State,34,28,6,.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,70.0,96.7,.348,.325,.503,45.6,43.4,7.4,5.4,.467,16.9,29.1,.237,2017
33,New Orleans,32,20,12,.625,-4.10,-5.34,13,5,11,3,7,8,2331,2215,69.5,98.1,.342,.369,.531,47.1,51.1,11.9,8.0,.500,20.0,31.6,.235,2017
34,North Carolina Central,34,25,9,.735,-3.18,-12.12,13,3,11,2,11,6,2542,2159,68.8,92.3,.287,.361,.473,48.3,45.6,6.6,7.4,.445,17.2,31.2,.186,2017
35,North Carolina-Wilmington,35,29,6,.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,71.5,104.4,.396,.289,.562,48.4,46.2,6.8,7.4,.526,17.8,27.6,.283,2017
36,North Carolina,40,33,7,.825,24.84,11.76,14,4,16,0,6,5,3377,2824,72.6,97.0,.314,.395,.517,41.8,46.6,8.6,9.6,.480,16.6,24.5,.228,2017
37,North Dakota,32,22,10,.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,72.9,99.5,.385,.329,.536,49.5,44.8,8.5,5.6,.501,17.9,26.7,.266,2017
38,Northern Kentucky,35,24,11,.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,70.8,101.2,.301,.335,.526,46.9,45.4,8.4,12.4,.494,15.2,25.8,.213,2017
39,Northwestern,36,24,12,.667,14.02,8.43,10,8,14,4,5,5,2558,2357,66.6,98.4,.361,.345,.497,49.4,52.4,8.6,10.3,.461,15.3,30.6,.242,2017
40,Notre Dame,36,26,10,.722,17.81,9.78,12,6,16,2,5,4,2783,2494,67.7,102.0,.267,.349,.523,51.3,51.1,7.7,11.5,.491,16.0,30.6,.196,2017
41,Oklahoma State,33,20,13,.606,19.19,12.22,9,9,11,5,7,5,2828,2589,72.7,107.9,.449,.345,.575,47.1,51.5,8.9,10.8,.535,17.9,31.2,.325,2017
42,Oregon,39,33,6,.846,20.80,8.38,16,2,17,0,7,3,3076,2565,68.8,95.2,.257,.378,.494,47.1,48.9,6.9,9.6,.462,16.6,28.6,.185,2017
43,Princeton,30,23,7,.767,6.57,-1.84,14,0,10,1,10,4,2149,1843,65.2,93.9,.318,.374,.511,50.0,48.6,6.8,8.4,.478,17.9,23.9,.219,2017
44,Providence,33,20,13,.606,11.24,7.84,10,8,15,3,4,7,2319,2207,67.6,98.6,.305,.343,.524,50.9,48.4,9.2,8.3,.496,17.7,28.5,.207,2017
45,Purdue,35,27,8,.771,20.13,8.79,14,4,15,2,6,4,2790,2393,70.0,96.6,.229,.339,.503,45.1,50.0,9.2,8.6,.477,14.7,24.2,.162,2017
46,Rhode Island,35,25,10,.714,12.88,4.62,13,5,13,3,7,5,2577,2288,67.4,96.6,.451,.300,.503,48.2,46.3,7.8,7.6,.451,16.8,29.5,.319,2017
47,Saint Mary's (CA),34,29,5,.853,16.75,2.19,16,2,15,2,10,1,2449,1954,61.3,93.8,.266,.277,.484,42.8,40.2,9.1,7.8,.453,13.6,21.8,.184,2017
48,Seton Hall,33,21,12,.636,12.10,9.25,10,8,12,2,4,6,2417,2323,69.0,100.8,.362,.335,.530,45.3,49.1,10.0,8.4,.490,15.5,25.3,.260,2017
49,South Carolina,37,26,11,.703,17.52,10.16,12,6,15,3,6,5,2707,2414,69.9,91.8,.441,.349,.507,49.2,46.0,8.4,9.7,.454,21.0,30.2,.319,2017
50,South Dakota State,35,18,17,.514,-2.30,-0.66,8,8,11,3,3,12,2683,2697,69.2,110.2,.260,.463,.561,49.3,53.0,9.6,10.0,.536,14.3,28.1,.188,2017
51,Southern California,36,26,10,.722,11.48,6.40,10,8,14,3,6,5,2816,2633,70.1,103.9,.240,.365,.527,49.7,53.6,7.9,8.5,.501,15.3,31.2,.172,2017
52,Southern Methodist,35,30,5,.857,18.71,4.45,17,1,18,0,8,3,2599,2100,63.7,94.2,.246,.455,.488,43.7,55.7,7.7,8.5,.460,16.0,26.4,.170,2017
53,Texas Southern,35,23,12,.657,-6.41,-7.81,16,2,10,0,11,11,2593,2544,69.7,103.5,.323,.285,.522,51.6,48.2,7.4,8.9,.491,16.3,34.8,.221,2017
54,Troy,37,22,15,.595,-0.47,-3.36,10,8,10,4,6,10,2889,2667,70.1,102.4,.322,.398,.530,48.2,49.7,8.5,9.3,.495,15.5,28.5,.232,2017
55,UCLA,36,31,5,.861,20.67,6.39,15,3,16,1,8,2,3233,2719,74.2,101.8,.254,.358,.512,47.6,46.8,8.5,4.4,.487,13.7,28.4,.173,2017
56,Vanderbilt,35,19,16,.543,13.69,10.72,10,8,11,5,5,6,2489,2385,67.1,101.1,.307,.330,.513,50.0,46.3,8.2,10.7,.481,14.0,26.9,.214,2017
57,Vermont,35,29,6,.829,6.67,-3.27,16,0,16,1,11,3,2571,2174,65.4,95.0,.260,.311,.505,47.2,44.7,8.1,7.4,.475,17.4,26.7,.183,2017
58,Villanova,36,32,4,.889,23.80,9.28,15,3,14,1,9,2,2779,2256,65.6,95.5,.221,.400,.506,47.0,57.0,7.8,6.6,.481,17.6,27.4,.155,2017
59,Virginia Commonwealth,35,26,9,.743,11.57,3.77,14,4,15,1,7,4,2616,2343,69.0,95.6,.409,.315,.517,48.2,46.4,7.8,8.9,.475,18.5,27.3,.285,2017
60,Virginia Tech,33,22,11,.667,12.77,8.38,10,8,15,2,4,6,2610,2465,69.8,106.3,.273,.359,.538,51.8,49.9,7.7,11.8,.510,14.3,30.2,.196,2017
61,Virginia,34,23,11,.676,20.63,10.93,11,7,12,4,7,5,2246,1916,60.3,92.1,.338,.398,.499,47.7,50.6,8.1,7.5,.461,18.4,24.3,.237,2017
62,Wake Forest,33,19,14,.576,14.19,9.80,9,9,11,3,5,8,2733,2588,71.7,109.3,.380,.388,.563,48.1,52.7,8.4,9.9,.527,14.3,27.5,.275,2017
63,West Virginia,37,28,9,.757,24.45,9.67,12,6,16,2,6,4,3014,2467,71.4,91.8,.425,.363,.527,47.9,53.5,7.8,9.0,.488,24.0,31.5,.290,2017
64,Wichita State,36,31,5,.861,21.24,2.96,17,1,16,1,9,1,2916,2246,69.4,89.9,.359,.388,.480,43.9,49.5,7.6,8.9,.437,17.2,23.6,.249,2017
65,Winthrop,33,26,7,.788,1.34,-6.12,15,3,13,3,12,3,2615,2322,71.5,96.2,.335,.352,.503,49.7,40.8,8.2,9.7,.463,16.7,28.1,.242,2017
66,Wisconsin,37,27,10,.730,19.40,9.40,12,6,15,2,5,5,2678,2308,64.5,95.4,.281,.335,.511,45.3,45.6,8.1,8.5,.476,17.3,25.4,.207,2017
67,Xavier,38,24,14,.632,14.80,11.51,9,9,12,4,4,8,2836,2711,68.3,104.2,.334,.395,.546,45.6,55.0,9.3,10.4,.516,15.5,25.3,.233,2017
