,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
13,Connecticut,41,32,9,.780,17.95,10.44,9,9,13,4,5,5,2967,2659,65.1,97.8,.268,.322,.476,47.1,51.5,9.2,8.3,.445,14.5,34.1,.182,2011
14,Duke,37,32,5,.865,24.51,8.32,13,3,17,0,6,4,2993,2394,70.2,92.2,.296,.245,.474,48.1,48.9,8.4,7.4,.445,17.8,33.2,.193,2011
15,Florida State,34,23,11,.676,13.48,6.45,11,5,12,3,8,5,2348,2109,69.3,89.2,.363,.397,.469,46.7,55.0,10.6,8.6,.424,18.7,30.7,.252,2011
16,Florida,37,29,8,.784,16.27,7.57,13,3,14,3,8,2,2667,2345,63.9,96.9,.278,.332,.499,46.0,48.3,9.4,8.2,.472,16.4,30.0,.187,2011
17,George Mason,34,27,7,.794,11.66,1.37,16,2,14,0,10,3,2474,2124,64.3,96.1,.320,.334,.499,48.5,51.6,8.3,8.5,.466,17.6,31.3,.217,2011
18,Georgetown,32,21,11,.656,14.61,10.39,10,8,10,4,7,5,2258,2123,64.8,102.0,.379,.296,.510,48.0,53.3,10.9,11.4,.468,14.9,32.3,.268,2011
19,Georgia,33,21,12,.636,10.43,6.13,9,7,12,4,7,4,2267,2125,64.6,97.5,.347,.319,.489,46.6,39.9,10.1,8.1,.448,15.4,31.7,.243,2011
20,Gonzaga,35,25,10,.714,13.86,4.01,11,3,14,2,6,4,2684,2307,68.4,95.6,.352,.356,.508,45.3,47.5,9.5,7.1,.469,18.1,28.2,.248,2011
21,Hampton,33,24,9,.727,-5.20,-8.77,11,5,8,3,8,5,2197,2070,67.3,91.8,.358,.303,.472,53.0,46.7,7.5,8.9,.432,19.0,35.9,.241,2011
22,Illinois,34,20,14,.588,16.72,11.11,9,9,14,2,3,7,2413,2222,66.2,98.4,.327,.348,.498,48.8,53.2,8.5,7.3,.457,15.6,31.5,.237,2011
23,Indiana State,34,20,14,.588,3.41,2.90,12,6,10,3,6,8,2253,2192,64.8,98.1,.454,.333,.514,49.2,54.0,9.1,8.2,.462,17.3,29.8,.326,2011
24,Kansas State,34,23,11,.676,14.59,8.41,10,6,16,1,5,5,2477,2249,68.8,96.2,.451,.285,.520,45.3,49.4,9.6,8.6,.471,19.5,30.7,.319,2011
25,Kansas,38,35,3,.921,24.10,7.62,14,2,16,1,9,1,3084,2458,69.7,92.4,.319,.346,.488,44.3,49.7,8.6,6.9,.445,17.5,27.9,.233,2011
26,Kentucky,38,29,9,.763,20.30,8.91,10,6,15,0,3,7,2845,2412,66.2,95.6,.301,.297,.482,47.5,48.6,8.0,8.9,.442,15.5,30.7,.218,2011
27,Long Island University,33,27,6,.818,2.23,-5.77,16,2,14,2,13,3,2730,2466,75.3,98.4,.262,.324,.507,47.2,54.8,8.9,8.3,.483,17.0,32.3,.173,2011
28,Louisville,35,25,10,.714,18.60,8.20,12,6,19,2,4,6,2623,2259,67.8,93.5,.398,.330,.491,49.9,51.8,9.8,7.4,.445,19.7,35.2,.277,2011
29,Marquette,37,22,15,.595,14.89,8.51,9,9,14,4,4,7,2782,2546,68.0,100.8,.289,.339,.523,48.3,60.1,9.2,8.3,.499,17.5,33.2,.190,2011
30,Memphis,35,25,10,.714,6.91,3.14,10,6,17,2,3,6,2524,2392,69.1,97.8,.392,.313,.508,49.4,54.3,10.6,10.6,.468,18.0,35.0,.267,2011
31,Michigan State,34,19,15,.559,13.70,11.67,9,9,12,3,3,8,2338,2263,66.0,99.8,.385,.318,.514,47.1,51.3,9.6,8.8,.481,15.7,29.0,.255,2011
32,Michigan,35,21,14,.600,14.21,10.68,9,9,14,5,5,5,2328,2187,62.1,99.9,.298,.375,.517,51.4,56.7,6.8,9.2,.489,16.2,28.9,.202,2011
33,Missouri,34,23,11,.676,14.77,6.50,8,8,17,1,2,7,2748,2435,72.5,97.8,.399,.297,.527,51.4,54.1,7.9,6.5,.489,21.0,36.3,.276,2011
34,Morehead State,35,25,10,.714,2.81,-3.13,13,5,14,1,8,8,2412,2162,64.3,95.2,.367,.383,.524,43.1,61.8,10.5,7.5,.488,20.2,27.5,.255,2011
35,Nevada-Las Vegas,33,24,9,.727,14.67,6.00,11,5,11,4,8,3,2363,2077,67.3,93.2,.397,.331,.503,49.0,50.9,7.4,6.6,.460,20.6,31.7,.276,2011
36,North Carolina-Asheville,34,20,14,.588,-0.69,-2.89,11,7,10,5,8,8,2506,2333,70.1,95.8,.388,.337,.512,50.7,53.8,10.3,8.4,.474,20.6,35.1,.264,2011
37,North Carolina,37,29,8,.784,18.87,10.15,14,2,15,0,7,3,2868,2545,72.6,94.5,.248,.345,.487,46.0,50.0,10.3,6.6,.462,16.7,30.1,.163,2011
38,Northern Colorado,32,21,11,.656,1.39,-2.24,13,3,14,0,6,9,2287,2105,66.8,98.5,.428,.414,.527,46.4,58.5,9.3,10.1,.483,18.2,28.3,.303,2011
39,Notre Dame,34,27,7,.794,18.17,8.43,14,4,17,0,5,4,2558,2227,64.3,100.4,.256,.332,.497,46.8,56.1,7.8,10.1,.467,13.6,29.5,.182,2011
40,Oakland,35,25,10,.714,8.28,0.10,17,1,10,1,10,7,2992,2690,72.4,105.7,.306,.290,.530,46.6,49.2,9.3,7.1,.496,14.3,32.0,.221,2011
41,Ohio State,37,34,3,.919,25.84,8.38,16,2,20,0,9,2,2854,2208,64.1,92.8,.206,.346,.509,46.2,50.6,6.3,8.6,.483,20.3,28.4,.152,2011
42,Old Dominion,34,27,7,.794,9.03,1.76,14,4,14,2,7,4,2231,1984,60.7,96.2,.275,.378,.495,41.4,59.4,9.5,7.8,.473,16.3,28.2,.172,2011
43,Penn State,34,19,15,.559,11.98,11.45,9,9,13,5,3,8,2144,2126,59.8,104.6,.291,.369,.534,49.0,62.8,7.8,11.4,.507,15.5,30.2,.203,2011
44,Pittsburgh,34,28,6,.824,20.82,7.85,15,3,17,1,7,2,2514,2073,63.3,95.9,.323,.330,.486,42.2,53.6,7.7,10.4,.451,15.0,28.6,.218,2011
45,Princeton,32,25,7,.781,3.71,-1.61,13,2,12,0,10,5,2215,2017,63.4,97.4,.351,.264,.508,46.9,48.5,8.7,10.7,.467,16.2,26.8,.251,2011
46,Purdue,34,26,8,.765,19.36,8.69,14,4,16,0,7,5,2466,2103,66.0,93.3,.304,.279,.495,48.6,55.5,8.8,8.4,.460,18.4,29.7,.212,2011
47,Richmond,37,29,8,.784,11.23,2.79,13,3,12,3,10,3,2577,2265,63.2,96.3,.293,.299,.484,51.5,49.9,7.3,7.6,.451,16.3,33.4,.201,2011
48,Saint Peter's,34,20,14,.588,-0.28,-1.08,11,7,8,3,8,8,2069,2042,65.5,91.3,.421,.315,.468,50.7,52.6,10.9,10.9,.424,18.2,34.3,.276,2011
49,San Diego State,37,34,3,.919,17.96,6.36,14,2,14,1,11,1,2660,2192,63.7,92.3,.270,.300,.479,45.1,50.1,7.8,6.7,.444,16.7,29.2,.194,2011
50,Southern California,34,19,15,.559,11.52,7.97,10,8,12,4,5,8,2252,2131,64.3,97.1,.361,.315,.503,49.3,46.2,7.7,7.9,.462,16.0,28.5,.253,2011
51,St. John's (NY),33,21,12,.636,13.10,10.01,12,6,12,3,5,7,2313,2211,66.5,100.5,.402,.400,.545,50.5,66.6,9.2,9.6,.508,20.7,33.1,.282,2011
52,Syracuse,35,27,8,.771,18.85,8.79,12,6,16,3,6,3,2568,2216,66.0,95.2,.297,.388,.486,47.5,63.3,9.6,7.4,.455,17.7,33.5,.198,2011
53,Temple,34,26,8,.765,12.35,4.23,14,2,14,0,7,4,2400,2124,65.5,94.3,.264,.274,.495,48.2,49.2,7.6,7.7,.463,17.2,28.7,.187,2011
54,Tennessee,34,19,15,.559,11.08,8.73,8,8,10,8,5,4,2376,2296,67.1,99.9,.375,.368,.519,47.4,52.7,9.9,10.3,.479,17.7,32.3,.264,2011
55,Texas A&M,33,24,9,.727,12.62,5.94,10,6,15,2,5,4,2254,2009,63.1,95.0,.363,.332,.503,45.3,52.4,9.8,12.3,.465,18.1,29.1,.250,2011
56,Texas-San Antonio,34,20,14,.588,-5.80,-4.93,9,7,11,3,5,10,2384,2363,68.8,101.1,.358,.395,.520,51.1,54.5,8.5,9.3,.484,17.4,33.4,.249,2011
57,Texas,36,28,8,.778,20.82,7.96,13,3,16,2,7,3,2701,2238,67.8,91.1,.307,.260,.463,45.7,41.9,7.8,6.7,.426,16.0,30.6,.211,2011
58,UCLA,34,23,11,.676,11.70,7.93,13,5,16,2,5,5,2382,2254,66.8,98.2,.330,.258,.496,46.9,49.8,10.3,7.6,.463,15.3,31.5,.222,2011
59,Utah State,34,30,4,.882,13.23,0.50,15,1,17,0,11,3,2449,1995,64.1,90.9,.339,.339,.473,44.3,52.2,8.4,8.0,.435,16.4,26.1,.230,2011
60,Vanderbilt,34,23,11,.676,15.10,6.86,9,7,14,3,5,5,2581,2301,67.6,99.1,.280,.315,.492,48.3,46.2,10.0,10.1,.460,14.8,32.1,.195,2011
61,Villanova,33,21,12,.636,15.05,8.23,9,9,13,4,7,5,2384,2159,65.7,99.2,.365,.360,.505,46.8,59.9,8.9,9.7,.463,15.6,30.2,.258,2011
62,Virginia Commonwealth,40,28,12,.700,8.56,3.78,12,6,11,3,8,6,2864,2673,65.3,101.1,.341,.300,.523,53.0,53.3,8.9,11.4,.492,18.6,36.5,.231,2011
63,Washington,35,24,11,.686,20.12,7.74,11,7,14,2,5,6,2907,2474,72.0,97.4,.440,.277,.507,47.1,45.6,8.2,6.7,.464,17.4,31.9,.299,2011
64,West Virginia,33,21,12,.636,16.15,11.03,11,7,12,2,4,6,2303,2134,64.0,101.0,.360,.324,.499,47.6,48.8,10.0,8.4,.459,15.5,35.5,.251,2011
65,Wisconsin,34,25,9,.735,18.77,9.42,13,5,16,0,5,6,2310,1992,57.3,101.5,.329,.294,.523,48.1,46.1,6.8,5.7,.482,14.7,27.1,.245,2011
66,Wofford,34,21,13,.618,4.35,-1.21,14,4,8,4,8,6,2502,2313,64.6,102.9,.415,.302,.541,49.2,45.9,8.9,8.1,.498,17.4,32.4,.298,2011
67,Xavier,32,24,8,.750,11.88,4.41,15,1,14,1,7,4,2306,2067,65.3,97.5,.350,.352,.508,46.7,59.1,8.6,8.9,.465,16.5,27.7,.255,2011
