,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
31,Michigan State,36,27,9,.750,16.32,7.68,12,6,17,0,4,6,2564,2253,,,,,,45.0,,,,.402,,,,2008
32,Mississippi State,34,23,11,.676,13.42,5.74,12,4,12,3,7,4,2489,2228,,,,,,47.3,,,,.370,,,,2008
33,Mississippi Valley State,33,17,16,.515,-15.28,-9.50,12,6,8,4,6,8,2036,2174,,,,,,51.6,,,,.443,,,,2008
34,Mount St. Mary's,34,19,15,.559,-3.59,-5.12,11,7,8,7,10,7,2353,2301,,,,,,51.3,,,,.423,,,,2008
35,Nevada-Las Vegas,35,27,8,.771,10.23,4.02,12,4,20,2,6,5,2440,2181,,,,,,51.2,,,,.410,,,,2008
36,North Carolina,39,36,3,.923,24.17,8.12,14,2,14,2,13,0,3454,2828,,,,,,42.8,,,,.426,,,,2008
37,Notre Dame,33,25,8,.758,16.15,7.03,14,4,17,0,5,4,2608,2297,,,,,,46.3,,,,.411,,,,2008
38,Oklahoma,35,23,12,.657,11.97,7.85,9,7,14,3,4,6,2378,2234,,,,,,48.1,,,,.414,,,,2008
39,Oral Roberts,33,24,9,.727,5.71,-0.26,16,2,12,1,8,6,2282,2047,,,,,,48.6,,,,.400,,,,2008
40,Oregon,32,18,14,.563,11.68,7.65,9,9,12,3,5,7,2450,2321,,,,,,48.7,,,,.444,,,,2008
41,Pittsburgh,37,27,10,.730,15.62,7.84,10,8,16,2,5,7,2731,2410,,,,,,47.0,,,,.420,,,,2008
42,Portland State,33,23,10,.697,1.72,-3.01,14,2,13,1,8,7,2438,2245,,,,,,48.4,,,,.443,,,,2008
43,Purdue,34,25,9,.735,13.10,5.90,15,3,16,2,6,5,2367,2122,,,,,,49.8,,,,.436,,,,2008
44,Saint Joseph's,34,21,13,.618,9.63,3.98,9,7,8,5,9,6,2484,2292,,,,,,50.0,,,,.437,,,,2008
45,Saint Mary's (CA),32,25,7,.781,11.39,0.36,12,2,15,1,6,5,2421,2037,,,,,,47.8,,,,.405,,,,2008
46,San Diego,36,22,14,.611,3.39,1.45,11,3,13,5,7,6,2365,2296,,,,,,49.0,,,,.441,,,,2008
47,Siena,34,23,11,.676,4.06,-1.62,13,5,13,4,8,6,2613,2420,,,,,,53.0,,,,.452,,,,2008
48,South Alabama,33,26,7,.788,7.76,-1.21,16,2,17,1,7,4,2478,2158,,,,,,45.4,,,,.420,,,,2008
49,Southern California,33,21,12,.636,13.89,8.59,11,7,10,5,7,4,2277,2102,,,,,,50.0,,,,.394,,,,2008
50,Stanford,36,28,8,.778,16.31,6.95,13,5,16,1,7,5,2553,2216,,,,,,44.5,,,,.396,,,,2008
51,Temple,34,21,13,.618,8.16,4.57,11,5,10,3,7,5,2457,2335,,,,,,50.8,,,,.425,,,,2008
52,Tennessee,36,31,5,.861,18.41,7.84,14,2,16,0,9,2,2946,2519,,,,,,49.6,,,,.430,,,,2008
53,Texas A&M,36,25,11,.694,16.20,7.46,8,8,16,4,4,5,2548,2216,,,,,,45.0,,,,.395,,,,2008
54,Texas-Arlington,33,21,12,.636,-2.87,-4.62,7,9,14,3,4,8,2422,2274,,,,,,47.9,,,,.401,,,,2008
55,Texas,38,31,7,.816,18.13,8.59,13,3,17,1,7,3,2868,2467,,,,,,48.2,,,,.389,,,,2008
56,UCLA,39,35,4,.897,21.71,7.71,16,2,16,2,9,1,2867,2300,,,,,,43.7,,,,.418,,,,2008
57,Vanderbilt,34,26,8,.765,10.96,5.54,10,6,19,0,4,6,2721,2537,,,,,,50.5,,,,.438,,,,2008
58,Villanova,35,22,13,.629,11.00,7.69,9,9,13,3,4,7,2547,2431,,,,,,48.1,,,,.436,,,,2008
59,Washington State,35,26,9,.743,16.35,6.35,11,7,9,4,10,3,2325,1975,,,,,,49.8,,,,.413,,,,2008
60,West Virginia,37,26,11,.703,17.97,7.16,11,7,13,2,4,5,2769,2352,,,,,,48.4,,,,.420,,,,2008
61,Western Kentucky,36,29,7,.806,9.34,0.24,16,2,13,1,10,3,2785,2403,,,,,,48.0,,,,.424,,,,2008
62,Winthrop,34,22,12,.647,3.61,-1.45,10,4,12,3,6,6,2205,1990,,,,,,47.8,,,,.396,,,,2008
63,Wisconsin,36,31,5,.861,19.59,6.73,16,2,16,2,10,2,2421,1958,,,,,,45.7,,,,.383,,,,2008
64,Xavier,37,30,7,.811,17.17,5.47,14,2,16,1,7,4,2780,2347,,,,,,46.1,,,,.410,,,,2008
